Sample_ID,Species,Location,Catch_Method_Notes,Tissue,Year,Date_Collected,Date_Dissected,Date_Analyzed,Fork_Length ,Unit_FLength,Weight,Unit_weight,ë13C,ë15N,ë34S,X.C,X.N,C.N_ratio,X.S ,d13C_Lipid_Corr,Notes
2021-SIM-316,Alewife,Bass Trap,Net Type Unknown,Muscle,2021,29-05-2021,06-08-2021,Unknown,23,Centimeters,149.2,Grams,-19.63,12.43,20.6,45.98,15.56,2.95,1.74,-19.8,Net Type Unknown
2021-SIM-317,Alewife,Bass Trap,Net Type Unknown,Muscle,2021,29-05-2021,06-08-2021,Unknown,24.5,Centimeters,204.5,Grams,-19.64,12.53,20.3,46.37,14.6,3.18,1.69,-19.2,Net Type Unknown
2021-SIM-318,Yellow Perch,Bass Trap,Fyke Net,Muscle,2021,03-06-2021,06-08-2021,Unknown,6.5,Centimeters,3.198,Grams,-33.46,9.57,10.71,52.1,17.36,3,1.21,-33.5,Fyke Net
2021-SIM-319,Yellow Perch,Bass Trap,Fyke Net,Muscle,2021,03-06-2021,06-08-2021,Unknown,19.5,Centimeters,102,Grams,-19.9,13.59,14.7,43.87,15.58,2.82,1.71,-20.4,Fyke Net
2021-SIM-320,Blacknose Dace,Bass Trap,Fyke Net,Muscle,2021,03-06-2021,06-08-2021,Unknown,8.4,Centimeters,6.244,Grams,-21.68,11.47,14.2,45.56,15.49,2.94,1.84,-21.8,Fyke Net
2021-SIM-321,Blacknose Dace,Bass Trap,Fyke Net,Muscle,2021,03-06-2021,06-08-2021,Unknown,8,Centimeters,7.587,Grams,-23.17,10.57,12.9,45.26,15.42,2.93,1.64,-23.4,Fyke Net
2021-SIM-322,Blacknose Dace,Bass Trap,Fyke Net,Muscle,2021,03-06-2021,06-08-2021,Unknown,7.2,Centimeters,5.524,Grams,-22.08,11.31,14.4,45.8,15.61,2.93,1.78,-22.3,Fyke Net
2019-SIL-002,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,10-06-2019,03-07-2019,20-02-2020,12.8,Centimeters,15.3,Grams,-20.38,14.73,17.29,48.78,9.72,5.02,1.05,-18.6,Fyke Net
2019-SIL-003,Yellow Perch,Cassilis,Fyke Net,Liver,2019,03-06-2019,03-07-2019,27-11-2020,19.6,Centimeters,79.768,Grams,-22.78,12.13,12.37,48.74,11.47,4.25,1.36,-21.6,Fyke Net
2019-SIL-004,White Sucker,Cassilis,Fyke Net,Liver,2019,03-06-2020,03-07-2019,08-09-2022,9.7,Centimeters,9.777,Grams,-21.72,10.52,15.75,47,13.7,3.43,0.68,-21.5,Fyke Net
2019-SIL-005,White Sucker,Cassilis,Fyke Net,Liver,2019,03-06-2022,03-07-2019,08-09-2022,12.8,Centimeters,25.052,Grams,-23.93,8.27,11.02,47.26,9.76,4.84,0.83,-22.2,Fyke Net
2019-SIL-006,White Sucker,Cassilis,Fyke Net,Liver,2019,03-06-2024,03-07-2019,08-09-2022,17.4,Centimeters,70.292,Grams,-23.14,9.76,12.15,46.52,10.6,4.39,1.08,-21.8,Fyke Net
2019-SIL-007,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2019,10-06-2019,04-07-2019,27-11-2020,8.7,Centimeters,6.49,Grams,-21.4,12.43,13.93,50.35,10.35,4.87,1,-19.7,Net Type Unknown
2019-SIL-008,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2019,10-06-2019,04-07-2019,27-11-2020,7.6,Centimeters,3.9,Grams,-23.46,13.31,13.96,55.4,8.43,6.57,0.9,-20.7,Net Type Unknown
2019-SIL-009,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2019,10-06-2019,04-07-2019,27-11-2020,5.3,Centimeters,1.6,Grams,-22.47,11.68,9.11,50.98,10.66,4.78,1.04,-20.8,Net Type Unknown
2019-SIL-010,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2019,10-06-2019,04-07-2019,27-11-2020,7.15,Centimeters,4.909,Grams,-23.71,11.39,12.31,52.15,10.1,5.16,0.98,-21.8,Net Type Unknown
2019-SIL-011,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2019,10-06-2019,04-07-2019,27-11-2020,8.1,Centimeters,6.33,Grams,-23.47,12.81,14.7,51.99,9.11,5.7,0.92,-21.2,Net Type Unknown
2019-SIL-012,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2019,10-06-2019,04-07-2019,27-11-2020,7.9,Centimeters,4.691,Grams,-22.93,12.68,14.79,52.98,9.19,5.76,0.96,-20.6,Net Type Unknown
2019-SIL-013,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2019,10-06-2019,04-07-2019,27-11-2020,4.3,Centimeters,0.742,Grams,-23.51,11.96,10.94,53.18,8.03,6.62,1.22,-20.8,Net Type Unknown
2019-SIL-014,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2019,10-06-2019,04-07-2019,27-11-2020,6,Centimeters,1.999,Grams,-23.71,11.35,10.34,51.3,9.22,5.56,0.93,-21.5,Net Type Unknown
2019-SIL-015,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2019,10-06-2019,04-07-2019,27-11-2020,6.1,Centimeters,1.974,Grams,-22.71,11.86,11.3,49.84,9.24,5.4,0.9,-20.6,Net Type Unknown
2019-SIL-019,White Sucker,Bass Trap,Fyke Net,Liver,2019,10-06-2019,04-07-2019,29-05-2020,11.6,Centimeters,20.691,Grams,-22.79,13.03,11.95,50.01,9.86,5.07,0.99,-20.9,Fyke Net
2019-SIL-020,White Sucker,Bass Trap,Fyke Net,Liver,2019,10-06-2019,05-07-2019,29-05-2020,16,Centimeters,56.941,Grams,-24.43,11.8,8.28,45.61,9.08,5.02,1.13,-22.6,Fyke Net
2019-SIL-021,White Sucker,Bass Trap,Fyke Net,Liver,2019,10-06-2019,05-07-2019,29-05-2020,24.9,Centimeters,229.079,Grams,-22.73,11.75,12.45,48.01,10.17,4.72,1.33,-21.1,Fyke Net
2019-SIL-022,White Sucker,Bass Trap,Fyke Net,Liver,2019,10-06-2019,05-07-2019,29-05-2020,17.8,Centimeters,81.948,Grams,-22.31,11.46,10.94,49.32,9.91,4.97,0.98,-20.5,Fyke Net
2019-SIL-023,White Sucker,Bass Trap,Fyke Net,Liver,2019,10-06-2019,05-07-2019,29-05-2020,23.7,Centimeters,184.26,Grams,-23.46,12.3,11.93,54.55,8.13,6.71,0.89,-20.7,Fyke Net
2019-SIL-024,White Sucker,Bass Trap,Fyke Net,Liver,2019,10-06-2019,05-07-2019,29-05-2020,19.6,Centimeters,101.8,Grams,-22.88,11.57,11.86,49.89,9.62,5.18,1.31,-20.9,Fyke Net
2019-SIL-025,White Sucker,Bass Trap,Fyke Net,Liver,2019,10-06-2019,05-07-2019,29-05-2020,19.3,Centimeters,88.7,Grams,-23.61,12.15,11.43,50.94,9.65,5.28,1.17,-21.6,Fyke Net
2019-SIL-026,White Sucker,Bass Trap,Fyke Net,Liver,2019,11-06-2019,05-07-2019,29-05-2020,13.6,Centimeters,30.738,Grams,-26.86,10.1,9.39,51.54,10.35,4.98,1.28,-25.1,Fyke Net
2019-SIL-027,Lake Chub,Cassilis,Fyke Net,Liver,2019,11-06-2019,08-07-2019,08-09-2022,8.8,Centimeters,7.493,Grams,-24.08,11.21,12.76,49.37,11.91,4.15,0.87,-23,Fyke Net
2019-SIL-028,Lake Chub,Cassilis,Fyke Net,Liver,2019,11-06-2019,08-07-2019,11-10-2022,9.7,Centimeters,10.293,Grams,-25,10.48,15.01,45.76,10.04,4.56,0.57,-23.5,Fyke Net
2019-SIL-029,Common Shiner,Cassilis,Fyke Net,Liver,2019,11-06-2019,08-07-2019,11-10-2022,8.5,Centimeters,7.271,Grams,-24.8,7.86,11.32,48.21,10.3,4.68,0.56,-23.2,Fyke Net
2019-SIL-030,Common Shiner,Cassilis,Fyke Net,Liver,2019,11-06-2019,08-07-2019,11-10-2022,8,Centimeters,6.465,Grams,-25.88,9.57,13.92,55.27,9.17,6.03,0.53,-23.4,Fyke Net
2019-SIL-034,Fall Fish,Cassilis,Fyke Net,Liver,2019,11-06-2019,08-07-2019,11-10-2022,8.5,Centimeters,8.294,Grams,-22.83,10.82,12.52,47.8,14.71,3.25,0.7,-22.9,Fyke Net
2019-SIL-035,Fall Fish,Cassilis,Fyke Net,Liver,2019,11-06-2019,08-07-2019,11-10-2022,7.4,Centimeters,6.067,Grams,-24.4,10.14,13.27,49.55,13.77,3.6,0.73,-24,Fyke Net
2019-SIL-036,Fall Fish,Cassilis,Fyke Net,Liver,2019,10-06-2019,08-07-2019,11-10-2022,10.3,Centimeters,15.894,Grams,-23.13,11.02,13.09,47.52,16.73,2.84,0.82,-23.9,Fyke Net
2019-SIL-045,White Sucker,Cassilis,Fyke Net,Liver,2019,10-06-2019,08-07-2019,29-05-2020,8.2,Centimeters,6.606,Grams,-25.35,8.31,9.28,48.77,11.47,4.25,1.07,-24.2,Fyke Net
2019-SIL-046,White Sucker,Cassilis,Fyke Net,Liver,2019,10-06-2019,08-07-2019,29-05-2020,9.3,Centimeters,9.125,Grams,-22.81,11.44,12.75,49.32,10.5,4.7,1,-21.2,Fyke Net
2019-SIL-047,White Sucker,Cassilis,Fyke Net,Liver,2019,10-06-2019,08-07-2019,29-05-2020,8.3,Centimeters,6.782,Grams,-24.97,9.19,9.58,48.18,11.23,4.29,1.17,-23.8,Fyke Net
2019-SIL-051,Parr,Cassilis,Fyke Net,Liver,2019,10-06-2019,08-07-2019,27-11-2020,6.3,Centimeters,3.134,Grams,-24.85,8.58,9.03,51.12,10.16,5.03,0.91,-23,Fyke Net
2019-SIL-052,White Sucker,Cassilis,Fyke Net,Liver,2019,10-06-2019,09-07-2019,29-05-2020,13.9,Centimeters,34.888,Grams,-27.37,9.48,8.12,46.59,10.06,4.63,1.07,-25.9,Fyke Net
2019-SIL-053,White Sucker,Cassilis,Fyke Net,Liver,2019,11-06-2019,09-07-2019,29-05-2020,8,Centimeters,6.035,Grams,-25.83,9.29,11.23,50.15,11.34,4.42,1.16,-24.5,Fyke Net
2019-SIL-054,Parr,Cassilis,Fyke Net,Liver,2019,11-06-2019,09-07-2019,27-11-2020,6.4,Centimeters,3.272,Grams,-25.47,8.16,8.53,49.59,10.65,4.66,0.95,-23.9,Fyke Net
2019-SIL-055,Parr,Cassilis,Fyke Net,Liver,2019,11-06-2019,09-07-2019,27-11-2020,7.2,Centimeters,4.231,Grams,-25.99,8.29,6.86,50.8,11.46,4.43,1.27,-24.7,Fyke Net
2019-SIL-060,Parr,Cassilis,Fyke Net,Liver,2019,11-06-2019,10-07-2019,27-11-2020,6.3,Centimeters,2.787,Grams,-24.63,9.29,9.3,48.84,10.18,4.8,1.02,-23,Fyke Net
2019-SIL-061,Parr,Cassilis,Fyke Net,Liver,2019,11-06-2019,10-07-2019,27-11-2020,6.1,Centimeters,2.686,Grams,-25.18,7.97,9.35,49.57,11.81,4.2,1.11,-24.1,Fyke Net
2019-SIL-062,Parr,Cassilis,Fyke Net,Liver,2019,11-06-2019,10-07-2019,27-11-2020,7,Centimeters,3.601,Grams,-25.04,8.44,8.56,47.21,10.78,4.38,1.08,-23.8,Fyke Net
2019-SIL-063,Parr,Cassilis,Fyke Net,Liver,2019,11-06-2019,10-07-2019,27-11-2020,5.5,Centimeters,1.897,Grams,-25.68,8.17,7.48,49.51,11.47,4.32,1.11,-24.4,Fyke Net
2019-SIL-064,Parr,Cassilis,Fyke Net,Liver,2019,11-06-2019,10-07-2019,27-11-2020,5.9,Centimeters,2.445,Grams,-24.78,8.46,10.48,49.1,12.21,4.02,1.13,-23.9,Fyke Net
2019-SIL-065,Parr,Cassilis,Fyke Net,Liver,2019,11-06-2019,10-07-2019,27-11-2020,6.3,Centimeters,3.379,Grams,-25.63,7.76,7.6,48.6,11.35,4.28,1,-24.4,Fyke Net
2019-SIL-066,Fall Fish,Cassilis,Fyke Net,Liver,2019,11-06-2019,11-07-2019,11-10-2022,11.8,Centimeters,24.547,Grams,-23.86,10.45,12.57,48.33,14.38,3.36,0.67,-23.8,Fyke Net
2019-SIL-067,Fall Fish,Cassilis,Fyke Net,Liver,2019,11-06-2019,11-07-2019,11-10-2022,13.3,Centimeters,34.749,Grams,-24.71,10.34,12.94,46.9,13.75,3.41,0.62,-24.6,Fyke Net
2019-SIL-068,Fall Fish,Cassilis,Fyke Net,Liver,2019,11-06-2019,11-07-2019,11-10-2022,13.8,Centimeters,37.608,Grams,-22.95,11.1,13.01,47.28,14.14,3.34,0.71,-22.9,Fyke Net
2019-SIL-069,Fall Fish,Cassilis,Fyke Net,Liver,2019,11-06-2019,11-07-2019,11-10-2022,11.4,Centimeters,21.728,Grams,-24.24,10.83,13.68,42.72,11.92,3.58,0.54,-23.8,Fyke Net
2019-SIL-070,Fall Fish,Cassilis,Fyke Net,Liver,2019,11-06-2019,11-07-2019,11-10-2022,13.2,Centimeters,32.184,Grams,-22.7,11.76,15.06,48.27,13.68,3.53,0.67,-22.4,Fyke Net
2019-SIL-072,White Sucker,Cassilis,Fyke Net,Liver,2019,11-06-2019,12-07-2019,29-05-2020,8,Centimeters,5.782,Grams,-24.39,8.82,10.75,45.22,10.76,4.2,0.98,-23.3,Fyke Net
2019-SIL-079,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,04-06-2019,15-07-2019,20-02-2020,13.1,Centimeters,14.635,Grams,-21.82,14.65,18.44,53.27,10.39,5.13,1.07,-19.9,Fyke Net
2019-SIL-080,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,04-06-2019,15-07-2019,20-02-2020,16.6,Centimeters,38.266,Grams,-18.72,14.76,18.35,46.8,7.35,6.37,1,-16.1,Fyke Net
2019-SIL-081,Smolt,Cassilis,Fyke Net,Liver,2019,08-07-2019,15-07-2019,16-03-2020,15.2,Centimeters,33.041,Grams,-26.04,6.48,6.14,47.93,12.21,3.93,1.19,-25.2,Fyke Net
2019-SIL-082,Smolt,Cassilis,Fyke Net,Liver,2019,08-07-2019,15-07-2019,16-03-2020,14.1,Centimeters,31.001,Grams,-30.23,7.14,7.17,49.19,12.46,3.95,1.15,-29.4,Fyke Net
2019-SIL-083,Smolt,Cassilis,Fyke Net,Liver,2019,30-05-2019,16-07-2019,16-03-2020,14,Centimeters,23.133,Grams,-24.02,6.71,6.39,48.72,12.01,4.06,1.32,-23.1,Fyke Net
2019-SIL-084,Smolt,Cassilis,Fyke Net,Liver,2019,30-05-2019,16-07-2019,16-03-2020,14.1,Centimeters,29.571,Grams,-29.79,7.99,5.79,49.57,12.39,4,1.16,-28.9,Fyke Net
2019-SIL-085,Smolt,Bass Trap,Fyke Net,Liver,2019,10-06-2019,16-07-2019,16-03-2020,11.7,Centimeters,15.354,Grams,-27.47,7.54,6.71,48.75,12.19,4,1.11,-26.6,Fyke Net
2019-SIL-086,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,05-06-2019,16-07-2019,20-02-2020,13.5,Centimeters,18.43,Grams,-19.76,14.8,17.9,49.55,7.96,6.22,0.92,-17.2,Fyke Net
2019-SIL-087,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,05-06-2019,16-07-2019,20-02-2020,13.1,Centimeters,16.807,Grams,-20.16,14.21,17.74,49.36,7.58,6.51,0.92,-17.5,Fyke Net
2019-SIL-088,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,05-06-2019,16-07-2019,20-02-2020,13.5,Centimeters,19.283,Grams,-19.75,13.09,18.49,48.27,11.34,4.26,1.24,-18.6,Fyke Net
2019-SIL-089,Rainbow Smelt,Cassilis,Fyke Net,Liver,2019,08-06-2019,16-07-2019,20-02-2020,12.5,Centimeters,12.604,Grams,-20.83,13.99,17.86,50.26,9.39,5.35,0.95,-18.8,Fyke Net
2019-SIL-090,Rainbow Smelt,Cassilis,Fyke Net,Liver,2019,08-06-2019,16-07-2019,20-02-2020,16.4,Centimeters,31.698,Grams,-18.85,14.59,16.71,48.39,9.26,5.23,1.08,-16.9,Fyke Net
2019-SIL-091,Rainbow Smelt,Cassilis,Fyke Net,Liver,2019,08-06-2019,18-07-2019,20-02-2020,17,Centimeters,36.405,Grams,-22.53,15.03,18.18,59.51,8.02,7.42,0.94,-19.5,Fyke Net
2019-SIL-094,Smolt,Cassilis,Fyke Net,Liver,2019,08-06-2019,18-07-2019,16-03-2020,12.1,Centimeters,17.888,Grams,-25.68,6.17,6.35,48.94,12.34,3.96,1.2,-24.8,Fyke Net
2019-SIL-095,Smolt,Cassilis,Fyke Net,Liver,2019,06-06-2019,18-07-2019,16-03-2020,11.5,Centimeters,14.591,Grams,-24.89,7.16,7.52,49.07,12.23,4.01,1.08,-24,Fyke Net
2019-SIL-096,Smolt,Cassilis,Fyke Net,Liver,2019,06-06-2019,18-07-2019,16-03-2020,13.7,Centimeters,27.4,Grams,-28.37,6.9,5.46,51.16,11.83,4.32,1.06,-27.1,Fyke Net
2019-SIL-097,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,08-06-2019,18-07-2019,20-02-2020,16.4,Centimeters,36.62,Grams,-20.42,13.84,18.36,49.23,12.15,4.05,1.14,-19.5,Fyke Net
2019-SIL-098,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,25-05-2019,18-07-2019,20-02-2020,12.1,Centimeters,11.498,Grams,-20.02,14.14,17.97,49.15,11.51,4.27,1.27,-18.8,Fyke Net
2019-SIL-099,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,25-05-2019,18-07-2019,20-02-2020,13.5,Centimeters,15.596,Grams,-21,14.28,17.73,49.75,11.48,4.34,1.26,-19.8,Fyke Net
2019-SIL-100,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,30-05-2019,18-07-2019,20-02-2020,13.5,Centimeters,14.238,Grams,-20.85,14.86,17.11,52.52,10.19,5.15,1.2,-18.9,Fyke Net
2019-SIL-101,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,26-05-2019,19-07-2019,20-02-2020,13.8,Centimeters,16.234,Grams,-21.71,13.63,17.02,54.95,10.23,5.37,1.06,-19.6,Fyke Net
2019-SIL-102,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,26-05-2019,19-07-2019,20-02-2020,12.8,Centimeters,13.069,Grams,-21.02,14.24,16.9,51.95,10.76,4.83,1.3,-19.3,Fyke Net
2019-SIL-103,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,26-05-2019,19-07-2019,27-11-2020,13.7,Centimeters,16.856,Grams,-22.33,14.22,18.43,56.45,9.53,5.93,1.06,-19.9,Fyke Net
2019-SIL-104,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,26-05-2019,19-07-2019,27-11-2020,16.2,Centimeters,26.904,Grams,-20.27,14.69,18.56,50.88,11.3,4.5,0.99,-18.9,Fyke Net
2019-SIL-105,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,26-05-2019,19-07-2019,27-11-2020,12.8,Centimeters,13.188,Grams,-21.76,15.18,18.35,54.88,9.39,5.85,0.99,-19.4,Fyke Net
2019-SIL-106,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,26-05-2019,19-07-2019,27-11-2020,11.6,Centimeters,9.845,Grams,-21.42,14.21,19.07,53.59,10.41,5.15,0.97,-19.5,Fyke Net
2019-SIL-107,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,26-05-2019,19-07-2019,27-11-2020,13.2,Centimeters,13.923,Grams,-19.83,14.16,17.52,50.86,10.79,4.71,0.97,-18.3,Fyke Net
2019-SIL-110,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,26-05-2019,19-07-2019,08-09-2022,13.3,Centimeters,14.678,Grams,-19.76,16.71,18.08,51.06,14.43,3.54,1.28,-19.4,Fyke Net
2019-SIL-111,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,26-05-2019,19-07-2019,08-09-2022,12.7,Centimeters,13.66,Grams,-20.44,15.96,19.43,46.94,13.81,3.4,1.25,-20.3,Fyke Net
2019-SIL-112,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,26-05-2019,19-07-2019,08-09-2022,12.3,Centimeters,11.317,Grams,-20.93,13.27,20.1,50.18,12.22,4.11,1.14,-19.9,Fyke Net
2019-SIL-113,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,26-05-2019,19-07-2019,08-09-2022,12.5,Centimeters,13.126,Grams,-21.25,12.12,19.59,54.55,12.59,4.33,1.03,-20,Fyke Net
2019-SIL-119,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,26-05-2019,19-07-2019,08-09-2022,12.6,Centimeters,12.704,Grams,-20.13,16.58,19.35,51.43,13.93,3.69,1.13,-19.6,Fyke Net
2019-SIL-120,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2019,06-06-2019,19-07-2019,08-09-2022,13.3,Centimeters,14.279,Grams,-20.18,13.85,18.82,46.81,13.77,3.4,0.85,-20,Fyke Net
2019-SIL-125,Smolt,Cassilis,Fyke Net,Liver,2019,06-06-2019,22-07-2019,16-03-2020,12.1,Centimeters,17.2,Grams,-27.17,7.18,6.69,49.41,12.02,4.11,1.16,-26.2,Fyke Net
2019-SIL-126,Smolt,Cassilis,Fyke Net,Liver,2019,06-06-2019,22-07-2019,16-03-2020,12.6,Centimeters,20.784,Grams,-25.16,8.47,7.64,49.59,11.86,4.18,1.09,-24.1,Fyke Net
2019-SIL-127,Smolt,Cassilis,Fyke Net,Liver,2019,06-06-2019,22-07-2019,16-03-2020,12.9,Centimeters,20.619,Grams,-28.11,8.21,6.67,48.64,12.08,4.03,1.23,-27.2,Fyke Net
2019-SIL-128,Smolt,Cassilis,Fyke Net,Liver,2019,06-06-2019,22-07-2019,29-05-2020,13.4,Centimeters,24.23,Grams,-27.93,6.45,5.19,49.73,11.54,4.31,1.1,-26.7,Fyke Net
2019-SIL-129,Smolt,Cassilis,Fyke Net,Liver,2019,06-06-2019,22-07-2019,29-05-2020,11.5,Centimeters,15.516,Grams,-26.14,7.4,5.19,49.14,11.95,4.11,1.12,-25.1,Fyke Net
2019-SIL-130,Smolt,Cassilis,Fyke Net,Liver,2019,10-06-2019,22-07-2019,29-05-2020,11.4,Centimeters,14.653,Grams,-26.24,6.98,6.47,50.25,11.64,4.32,1.04,-25,Fyke Net
2019-SIL-131,Parr,Cassilis,Fyke Net,Liver,2019,10-06-2019,22-07-2019,26-10-2022,6,Centimeters,2.241,Grams,-24.87,7.97,11.41,45.66,11.85,3.85,0.9,-24.1,Fyke Net
2019-SIL-132,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,22-07-2019,26-10-2022,6,Centimeters,2.837,Grams,-24.53,9.31,13.41,49.27,10.99,4.48,0.76,-23.1,Fyke Net
2019-SIL-133,Smolt,Cassilis,Fyke Net,Liver,2019,06-06-2019,23-07-2019,29-05-2020,12.2,Centimeters,20.674,Grams,-24.37,9.36,8.27,48.65,11.75,4.14,1.07,-23.3,Fyke Net
2019-SIL-139,Smolt,Cassilis,Fyke Net,Liver,2019,06-06-2019,24-07-2019,26-10-2022,11.9,Centimeters,16.869,Grams,-26.55,6.85,10.5,47.67,10.97,4.35,0.72,-25.3,Fyke Net
2019-SIL-140,Smolt,Cassilis,Fyke Net,Liver,2019,06-06-2019,24-07-2019,26-10-2022,14.4,Centimeters,26.591,Grams,-25.5,7,9.93,47.03,10.07,4.67,0.67,-24,Fyke Net
2019-SIL-141,Smolt,Location Unknown,Fyke Net,Liver,2019,06-06-2019,24-07-2019,26-10-2022,12.4,Centimeters,19.78,Grams,-27.44,7.34,10.24,47.72,11.32,4.21,0.72,-26.3,Fyke Net
2019-SIL-142,Smolt,Location Unknown,Fyke Net,Liver,2019,06-06-2019,24-07-2019,26-10-2022,14.4,Centimeters,29.436,Grams,-27.47,7.89,9.3,47.03,11.65,4.04,0.85,-26.5,Fyke Net
2019-SIL-143,Smolt,Location Unknown,Fyke Net,Liver,2019,12-06-2019,24-07-2019,26-10-2022,14,Centimeters,23.719,Grams,-28.54,6.9,9.42,49.41,10.63,4.65,0.71,-27,Fyke Net
2019-SIL-144,Smolt,Location Unknown,Fyke Net,Liver,2019,06-06-2019,24-07-2019,26-10-2022,12.2,Centimeters,19.13,Grams,-29.25,5.96,9.25,48.27,11.32,4.26,0.75,-28.1,Fyke Net
2019-SIL-145,Smolt,Location Unknown,Fyke Net,Liver,2019,06-06-2019,25-07-2019,26-10-2022,14.1,Centimeters,27.411,Grams,-27.72,8.23,9.39,46.04,11.48,4.01,0.73,-26.8,Fyke Net
2019-SIL-146,Smolt,Location Unknown,Fyke Net,Liver,2019,06-06-2019,25-07-2019,26-10-2022,12.9,Centimeters,21.283,Grams,-25.34,6.57,9.06,45.63,10.84,4.21,0.7,-24.2,Fyke Net
2019-SIL-147,Smolt,Location Unknown,Fyke Net,Liver,2019,06-06-2019,25-07-2019,26-10-2022,13.1,Centimeters,21.422,Grams,-24.13,8.86,11.7,4.01,1.1,3.63,0.08,-23.7,Fyke Net
2019-SIL-148,Smolt,Location Unknown,Fyke Net,Liver,2019,30-05-2019,25-07-2019,26-10-2022,13,Centimeters,21.215,Grams,-27.05,6.3,9.39,49.84,11,4.53,0.73,-25.6,Fyke Net
2019-SIL-149,Smolt,Location Unknown,Fyke Net,Liver,2019,30-05-2019,26-07-2019,26-10-2022,11.4,Centimeters,15.983,Grams,-26.75,6.69,8.75,48.28,11.9,4.06,0.84,-25.8,Fyke Net
2019-SIL-150,Smolt,Location Unknown,Fyke Net,Liver,2019,30-05-2019,26-07-2019,26-10-2022,14,Centimeters,26.121,Grams,-24.13,7.33,9.7,47.98,10.35,4.63,0.74,-22.6,Fyke Net
2019-SIL-151,Smolt,Location Unknown,Fyke Net,Liver,2019,30-05-2019,26-07-2019,26-10-2022,12.3,Centimeters,18.529,Grams,-25.61,6.48,8.26,49.5,10.6,4.67,0.79,-24.1,Fyke Net
2019-SIL-152,Smolt,Location Unknown,Fyke Net,Liver,2019,10-06-2019,26-07-2019,26-10-2022,11.4,Centimeters,15.126,Grams,-26.64,7.83,9.4,46.62,11.66,4,0.95,-25.7,Fyke Net
2019-SIL-168,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,29-07-2019,27-11-2020,6.5,Centimeters,3.585,Grams,-25.48,7.59,8.76,47.48,8.74,5.44,0.97,-23.4,Fyke Net
2019-SIL-173,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,30-07-2019,20-10-2022,6.4,Centimeters,2.987,Grams,-26.08,7.44,11.98,42.29,9,4.7,0.62,-24.5,Fyke Net
2019-SIL-175,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,30-07-2019,20-10-2022,5.7,Centimeters,2.152,Grams,-25.56,8.54,14.26,44.33,8.12,5.46,0.62,-23.4,Fyke Net
2019-SIL-176,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,30-07-2019,20-10-2022,6.1,Centimeters,2.475,Grams,-23.87,9.33,14.62,44.45,8.93,4.98,0.64,-22.1,Fyke Net
2019-SIL-177,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,30-07-2019,20-10-2022,6.4,Centimeters,3.01,Grams,-27.19,7.61,12.52,46.05,8.69,5.3,0.6,-25.2,Fyke Net
2019-SIL-178,Parr,Cassilis,Fyke Net,Liver,2019,29-05-2019,30-07-2019,20-10-2022,6,Centimeters,2.165,Grams,-23.94,9.29,13.35,44.74,8.41,5.32,0.55,-21.9,Fyke Net
2019-SIL-179,Parr,Cassilis,Fyke Net,Liver,2019,09-05-2019,30-07-2019,20-10-2022,5.6,Centimeters,2.047,Grams,-25.83,7.42,11.51,41.43,8.34,4.97,0.59,-24,Fyke Net
