"cruise_number__numero_de_criosiere","year__annee","month__mois","day_jour","start_hour__heure_de_depart","start_minute__minute_de_depart","latitude","longitude","gear__equipement","species__espece","french_name__nom_francais","english_name__nom_anglais","latin_name__nom_latin","weight_caught__poids_pris","number_caught__quantite__attrape"
"030",2007,8,2,15,34,46.5931666666667,-64.3943333333333,"No. 286 otter trawl with rockhopper",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0.38,2
"030",2007,8,2,15,34,46.5931666666667,-64.3943333333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",2.99,9
"030",2007,8,2,15,34,46.5931666666667,-64.3943333333333,"No. 286 otter trawl with rockhopper",4511,"Encornet rouge nordique","Northern shortfin squid","Illex illecebrosus",0.03,1
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",12,"Merluche blanche","White hake","Urophycis tenuis",0.07,1
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",17,"Poulamon atlantique","Atlantic tomcod","Microgadus tomcod",0.09,1
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",42,"Limande à queue jaune","Yellowtail flounder","Limanda ferruginea",0.12,2
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",2.8,75
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.51,5
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",3.65,114
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.44,6
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0.22,3
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",0.65,5
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.13,2
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.94,10
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",13.8,31
"030",2007,8,2,15,36,46.677,-64.4398333333333,"No. 286 otter trawl with rockhopper",8010,"Méduse de lune","Moon jelly","Aurelia aurita",0,1
"030",2007,8,2,18,52,46.56975,-64.4786666666667,"No. 286 otter trawl with rockhopper",12,"Merluche blanche","White hake","Urophycis tenuis",0.76,1
"030",2007,8,2,18,52,46.56975,-64.4786666666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",6.3,123
"030",2007,8,2,18,52,46.56975,-64.4786666666667,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.45,5
"030",2007,8,2,18,52,46.56975,-64.4786666666667,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.08,3
"030",2007,8,2,18,52,46.56975,-64.4786666666667,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.46,7
"030",2007,8,2,18,52,46.56975,-64.4786666666667,"No. 286 otter trawl with rockhopper",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0.25,3
"030",2007,8,2,18,52,46.56975,-64.4786666666667,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",1.12,3
"030",2007,8,2,18,52,46.56975,-64.4786666666667,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.74,6
"030",2007,8,2,18,52,46.56975,-64.4786666666667,"No. 286 otter trawl with rockhopper",320,"Hémitriptère atlantique","Sea raven","Hemitripterus americanus",0.72,2
"030",2007,8,2,18,52,46.56975,-64.4786666666667,"No. 286 otter trawl with rockhopper",361,"Épinoche à trois épines","Three-spined stickleback","Gasterosteus aculeatus",0,2
"030",2007,8,2,18,52,46.56975,-64.4786666666667,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",17.3,49
"030",2007,8,2,18,52,46.56975,-64.4786666666667,"No. 286 otter trawl with rockhopper",8010,"Méduse de lune","Moon jelly","Aurelia aurita",0,1
"030",2007,8,3,7,55,46.3750833333333,-64.4729166666667,"No. 286 otter trawl with rockhopper",17,"Poulamon atlantique","Atlantic tomcod","Microgadus tomcod",0.52,4
"030",2007,8,3,7,55,46.3750833333333,-64.4729166666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.62,6
"030",2007,8,3,7,55,46.3750833333333,-64.4729166666667,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.45,4
"030",2007,8,3,7,55,46.3750833333333,-64.4729166666667,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",11.6,699
"030",2007,8,3,7,55,46.3750833333333,-64.4729166666667,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.33,7
"030",2007,8,3,7,55,46.3750833333333,-64.4729166666667,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",2.2,4
"030",2007,8,3,7,55,46.3750833333333,-64.4729166666667,"No. 286 otter trawl with rockhopper",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0.86,10
"030",2007,8,3,7,55,46.3750833333333,-64.4729166666667,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",9.75,33
"030",2007,8,3,9,21,46.4070833333333,-64.4781666666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",2,13
"030",2007,8,3,9,21,46.4070833333333,-64.4781666666667,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",2,19
"030",2007,8,3,9,21,46.4070833333333,-64.4781666666667,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.32,24
"030",2007,8,3,9,21,46.4070833333333,-64.4781666666667,"No. 286 otter trawl with rockhopper",70,"Maquereau bleu","Atlantic mackerel","Scomber scombrus",7.12,46
"030",2007,8,3,9,21,46.4070833333333,-64.4781666666667,"No. 286 otter trawl with rockhopper",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0.5,5
"030",2007,8,3,9,21,46.4070833333333,-64.4781666666667,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",12.4,28
"030",2007,8,3,9,21,46.4070833333333,-64.4781666666667,"No. 286 otter trawl with rockhopper",4511,"Encornet rouge nordique","Northern shortfin squid","Illex illecebrosus",0.01,1
"030",2007,8,3,11,36,46.4683333333333,-64.2835833333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",1.3,29
"030",2007,8,3,11,36,46.4683333333333,-64.2835833333333,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",1.93,23
"030",2007,8,3,11,36,46.4683333333333,-64.2835833333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",1.75,93
"030",2007,8,3,11,36,46.4683333333333,-64.2835833333333,"No. 286 otter trawl with rockhopper",70,"Maquereau bleu","Atlantic mackerel","Scomber scombrus",3.36,19
"030",2007,8,3,11,36,46.4683333333333,-64.2835833333333,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",0.15,1
"030",2007,8,3,11,36,46.4683333333333,-64.2835833333333,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.46,4
"030",2007,8,3,11,36,46.4683333333333,-64.2835833333333,"No. 286 otter trawl with rockhopper",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0.08,1
"030",2007,8,3,11,36,46.4683333333333,-64.2835833333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",15,23
"030",2007,8,3,14,34,46.4235833333333,-64.1963333333333,"No. 286 otter trawl with rockhopper",17,"Poulamon atlantique","Atlantic tomcod","Microgadus tomcod",0.77,6
"030",2007,8,3,14,34,46.4235833333333,-64.1963333333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",1.33,35
"030",2007,8,3,14,34,46.4235833333333,-64.1963333333333,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.01,1
"030",2007,8,3,14,34,46.4235833333333,-64.1963333333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",9.98,449
"030",2007,8,3,14,34,46.4235833333333,-64.1963333333333,"No. 286 otter trawl with rockhopper",70,"Maquereau bleu","Atlantic mackerel","Scomber scombrus",0.3,2
"030",2007,8,3,14,34,46.4235833333333,-64.1963333333333,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.28,5
"030",2007,8,3,14,34,46.4235833333333,-64.1963333333333,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.32,2
"030",2007,8,3,14,34,46.4235833333333,-64.1963333333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",3.8,10
"030",2007,8,3,14,34,46.4235833333333,-64.1963333333333,"No. 286 otter trawl with rockhopper",4511,"Encornet rouge nordique","Northern shortfin squid","Illex illecebrosus",0.24,1
"030",2007,8,4,7,48,46.2728333333333,-64.3740833333333,"No. 286 otter trawl with rockhopper",17,"Poulamon atlantique","Atlantic tomcod","Microgadus tomcod",2.7,29
"030",2007,8,4,7,48,46.2728333333333,-64.3740833333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.58,12
"030",2007,8,4,7,48,46.2728333333333,-64.3740833333333,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.05,13
"030",2007,8,4,7,48,46.2728333333333,-64.3740833333333,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.02,2
"030",2007,8,4,7,48,46.2728333333333,-64.3740833333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",31.1,1931
"030",2007,8,4,7,48,46.2728333333333,-64.3740833333333,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.1,11
"030",2007,8,4,7,48,46.2728333333333,-64.3740833333333,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",1.54,3
"030",2007,8,4,7,48,46.2728333333333,-64.3740833333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",12.4,35
"030",2007,8,4,8,46,46.264,-64.3234166666667,"No. 286 otter trawl with rockhopper",17,"Poulamon atlantique","Atlantic tomcod","Microgadus tomcod",0.14,2
"030",2007,8,4,8,46,46.264,-64.3234166666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.35,9
"030",2007,8,4,8,46,46.264,-64.3234166666667,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",2.4,92
"030",2007,8,4,8,46,46.264,-64.3234166666667,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",1.33,2
"030",2007,8,4,8,46,46.264,-64.3234166666667,"No. 286 otter trawl with rockhopper",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0.3,2
"030",2007,8,4,8,46,46.264,-64.3234166666667,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",7,18
"030",2007,8,4,9,38,46.2648333333333,-64.2275833333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.01,1
"030",2007,8,4,9,38,46.2648333333333,-64.2275833333333,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.01,2
"030",2007,8,4,9,38,46.2648333333333,-64.2275833333333,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",1.38,4
"030",2007,8,4,9,38,46.2648333333333,-64.2275833333333,"No. 286 otter trawl with rockhopper",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",2.3,16
"030",2007,8,4,9,38,46.2648333333333,-64.2275833333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",0.87,2
"030",2007,8,4,10,12,46.2674166666667,-64.1788333333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.25,5
"030",2007,8,4,10,12,46.2674166666667,-64.1788333333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",9,304
"030",2007,8,4,10,12,46.2674166666667,-64.1788333333333,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.3,3
"030",2007,8,4,10,12,46.2674166666667,-64.1788333333333,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",3.5,6
"030",2007,8,4,10,12,46.2674166666667,-64.1788333333333,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.3,3
"030",2007,8,4,10,12,46.2674166666667,-64.1788333333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",8.79,14
"030",2007,8,4,10,12,46.2674166666667,-64.1788333333333,"No. 286 otter trawl with rockhopper",4511,"Encornet rouge nordique","Northern shortfin squid","Illex illecebrosus",0.04,1
"030",2007,8,4,11,5,46.29975,-64.1340833333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.05,2
"030",2007,8,4,11,5,46.29975,-64.1340833333333,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.01,1
"030",2007,8,4,11,5,46.29975,-64.1340833333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.1,9
"030",2007,8,4,11,5,46.29975,-64.1340833333333,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.05,7
"030",2007,8,4,11,5,46.29975,-64.1340833333333,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",2.08,2
"030",2007,8,4,11,5,46.29975,-64.1340833333333,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.01,1
"030",2007,8,4,11,5,46.29975,-64.1340833333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",11,21
"030",2007,8,4,11,5,46.29975,-64.1340833333333,"No. 286 otter trawl with rockhopper",4511,"Encornet rouge nordique","Northern shortfin squid","Illex illecebrosus",0.01,1
"030",2007,8,4,11,51,46.3245,-64.19425,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.61,13
"030",2007,8,4,11,51,46.3245,-64.19425,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.53,10
"030",2007,8,4,11,51,46.3245,-64.19425,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",1.12,36
"030",2007,8,4,11,51,46.3245,-64.19425,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.27,4
"030",2007,8,4,11,51,46.3245,-64.19425,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",5.35,11
"030",2007,8,4,14,27,46.4025833333333,-64.3375833333333,"No. 286 otter trawl with rockhopper",12,"Merluche blanche","White hake","Urophycis tenuis",0.15,1
"030",2007,8,4,14,27,46.4025833333333,-64.3375833333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",1.64,33
"030",2007,8,4,14,27,46.4025833333333,-64.3375833333333,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.01,1
"030",2007,8,4,14,27,46.4025833333333,-64.3375833333333,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.08,1
"030",2007,8,4,14,27,46.4025833333333,-64.3375833333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",3.76,132
"030",2007,8,4,14,27,46.4025833333333,-64.3375833333333,"No. 286 otter trawl with rockhopper",70,"Maquereau bleu","Atlantic mackerel","Scomber scombrus",0.7,4
"030",2007,8,4,14,27,46.4025833333333,-64.3375833333333,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.01,1
"030",2007,8,4,14,27,46.4025833333333,-64.3375833333333,"No. 286 otter trawl with rockhopper",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0.02,1
"030",2007,8,4,14,27,46.4025833333333,-64.3375833333333,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",5.3,7
"030",2007,8,4,14,27,46.4025833333333,-64.3375833333333,"No. 286 otter trawl with rockhopper",320,"Hémitriptère atlantique","Sea raven","Hemitripterus americanus",0.42,1
"030",2007,8,4,14,27,46.4025833333333,-64.3375833333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",8.9,19
"030",2007,8,4,15,36,46.3005833333333,-64.34925,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",2.12,34
"030",2007,8,4,15,36,46.3005833333333,-64.34925,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.57,4
"030",2007,8,4,15,36,46.3005833333333,-64.34925,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.2,8
"030",2007,8,4,15,36,46.3005833333333,-64.34925,"No. 286 otter trawl with rockhopper",70,"Maquereau bleu","Atlantic mackerel","Scomber scombrus",9.25,55
"030",2007,8,4,15,36,46.3005833333333,-64.34925,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",2.6,58
"030",2007,8,4,15,36,46.3005833333333,-64.34925,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",0.78,2
"030",2007,8,4,15,36,46.3005833333333,-64.34925,"No. 286 otter trawl with rockhopper",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0.19,1
"030",2007,8,4,15,36,46.3005833333333,-64.34925,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",9.42,20
"030",2007,8,5,8,25,46.4939166666667,-64.5185,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.9,18
"030",2007,8,5,8,25,46.4939166666667,-64.5185,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",2.8,39
"030",2007,8,5,8,25,46.4939166666667,-64.5185,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.01,4
"030",2007,8,5,8,25,46.4939166666667,-64.5185,"No. 286 otter trawl with rockhopper",70,"Maquereau bleu","Atlantic mackerel","Scomber scombrus",0.55,3
"030",2007,8,5,8,25,46.4939166666667,-64.5185,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.7,15
"030",2007,8,5,8,25,46.4939166666667,-64.5185,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",0.2,2
"030",2007,8,5,8,25,46.4939166666667,-64.5185,"No. 286 otter trawl with rockhopper",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0.9,8
"030",2007,8,5,8,25,46.4939166666667,-64.5185,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",4.7,21
"030",2007,8,5,9,17,46.5315,-64.4724166666667,"No. 286 otter trawl with rockhopper",42,"Limande à queue jaune","Yellowtail flounder","Limanda ferruginea",0.2,2
"030",2007,8,5,9,17,46.5315,-64.4724166666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",1.6,13
"030",2007,8,5,9,17,46.5315,-64.4724166666667,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.05,1
"030",2007,8,5,9,17,46.5315,-64.4724166666667,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.2,15
"030",2007,8,5,9,17,46.5315,-64.4724166666667,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.1,2
"030",2007,8,5,9,17,46.5315,-64.4724166666667,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",2.8,6
"030",2007,8,5,9,17,46.5315,-64.4724166666667,"No. 286 otter trawl with rockhopper",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0.5,2
"030",2007,8,5,9,17,46.5315,-64.4724166666667,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",5.15,15
"030",2007,8,5,10,23,46.5593333333333,-64.5188333333333,"No. 286 otter trawl with rockhopper",42,"Limande à queue jaune","Yellowtail flounder","Limanda ferruginea",0.1,2
"030",2007,8,5,10,23,46.5593333333333,-64.5188333333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",15.5,303
"030",2007,8,5,10,23,46.5593333333333,-64.5188333333333,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.01,3
"030",2007,8,5,10,23,46.5593333333333,-64.5188333333333,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.13,3
"030",2007,8,5,10,23,46.5593333333333,-64.5188333333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.15,6
"030",2007,8,5,10,23,46.5593333333333,-64.5188333333333,"No. 286 otter trawl with rockhopper",70,"Maquereau bleu","Atlantic mackerel","Scomber scombrus",14.5,79
"030",2007,8,5,10,23,46.5593333333333,-64.5188333333333,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.65,11
"030",2007,8,5,10,23,46.5593333333333,-64.5188333333333,"No. 286 otter trawl with rockhopper",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0.05,1
"030",2007,8,5,10,23,46.5593333333333,-64.5188333333333,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",3.64,11
"030",2007,8,5,10,23,46.5593333333333,-64.5188333333333,"No. 286 otter trawl with rockhopper",361,"Épinoche à trois épines","Three-spined stickleback","Gasterosteus aculeatus",0.01,1
"030",2007,8,5,10,23,46.5593333333333,-64.5188333333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",17.3,60
"030",2007,8,5,10,23,46.5593333333333,-64.5188333333333,"No. 286 otter trawl with rockhopper",8010,"Méduse de lune","Moon jelly","Aurelia aurita",0.08,1
"030",2007,8,5,11,33,46.5301666666667,-64.3746666666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",5.35,94
"030",2007,8,5,11,33,46.5301666666667,-64.3746666666667,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.05,1
"030",2007,8,5,11,33,46.5301666666667,-64.3746666666667,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",6.58,280
"030",2007,8,5,11,33,46.5301666666667,-64.3746666666667,"No. 286 otter trawl with rockhopper",70,"Maquereau bleu","Atlantic mackerel","Scomber scombrus",0.2,2
"030",2007,8,5,11,33,46.5301666666667,-64.3746666666667,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",1.03,12
"030",2007,8,5,11,33,46.5301666666667,-64.3746666666667,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",8.72,13
"030",2007,8,5,11,33,46.5301666666667,-64.3746666666667,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.52,5
"030",2007,8,5,11,33,46.5301666666667,-64.3746666666667,"No. 286 otter trawl with rockhopper",320,"Hémitriptère atlantique","Sea raven","Hemitripterus americanus",0.56,1
"030",2007,8,5,11,33,46.5301666666667,-64.3746666666667,"No. 286 otter trawl with rockhopper",640,"Loquette d'Amérique","Ocean pout","Zoarces americanus",0.35,1
"030",2007,8,5,11,33,46.5301666666667,-64.3746666666667,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.1,2
"030",2007,8,5,11,33,46.5301666666667,-64.3746666666667,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",22,56
"030",2007,8,5,14,3,46.5019166666667,-64.3880833333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",4.66,93
"030",2007,8,5,14,3,46.5019166666667,-64.3880833333333,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.14,1
"030",2007,8,5,14,3,46.5019166666667,-64.3880833333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",6.63,257
"030",2007,8,5,14,3,46.5019166666667,-64.3880833333333,"No. 286 otter trawl with rockhopper",70,"Maquereau bleu","Atlantic mackerel","Scomber scombrus",1.49,9
"030",2007,8,5,14,3,46.5019166666667,-64.3880833333333,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.47,6
"030",2007,8,5,14,3,46.5019166666667,-64.3880833333333,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",0.54,2
"030",2007,8,5,14,3,46.5019166666667,-64.3880833333333,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.36,2
"030",2007,8,5,14,3,46.5019166666667,-64.3880833333333,"No. 286 otter trawl with rockhopper",640,"Loquette d'Amérique","Ocean pout","Zoarces americanus",0.43,1
