stand,stand.number,date,time,julian date,hour,time.of.day,tide.level.m,sw.ph,do,temp,salinity,turbidity
Inside,2547,2023-08-09,5:00 AM,221,5,Day,0.708,7.952937624,7.71,20.52516667,25.73,11.63
Inside,2547,2023-08-09,6:00 AM,221,6,Day,0.637,7.987334784,7.91,20.52766667,25.535,19.39
Inside,2547,2023-08-09,7:00 AM,221,7,Day,0.62,8.001895914,8.01,20.491,25.38,35.87
Inside,2547,2023-08-09,8:00 AM,221,8,Day,0.649,8.009732133,7.94,20.34183333,25.005,23.98
Inside,2547,2023-08-09,9:00 AM,221,9,Day,0.703,8.030892463,8.01,20.22883333,24.765,30.71
Inside,2547,2023-08-09,10:00 AM,221,10,Day,0.761,8.033235547,8.09,20.16216667,25.23,31.2
Inside,2547,2023-08-09,11:00 AM,221,11,Day,0.809,8.034675347,8.11,20.14866667,24.955,20.59
Inside,2547,2023-08-09,12:00 PM,221,12,Day,0.838,8.036800598,8.18,20.19766667,24.34,15.8
Inside,2547,2023-08-09,1:00 PM,221,13,Day,0.849,8.041809798,8.44,20.29,24.815,8.87
Inside,2547,2023-08-09,2:00 PM,221,14,Day,0.845,8.043257081,8.54,20.37316667,24.595,6.41
Inside,2547,2023-08-09,3:00 PM,221,15,Day,0.825,8.047488574,8.67,20.4515,25.255,3.29
Inside,2547,2023-08-09,4:00 PM,221,16,Day,0.79,8.032483855,9.01,20.4295,25.57,2.95
Inside,2547,2023-08-09,5:00 PM,221,17,Day,0.754,8.022812449,9.4,20.4295,25.78,8.04
Inside,2547,2023-08-09,6:00 PM,221,18,Day,0.747,8.019711952,9.44,20.472,25.805,3.22
Inside,2547,2023-08-09,7:00 PM,221,19,Day,0.79,8.018273343,9.21,20.53916667,25.77,5.93
Inside,2547,2023-08-09,8:00 PM,221,20,Night,0.879,8.016313064,8.77,20.58233333,25.7,12.38
Inside,2547,2023-08-09,9:00 PM,221,21,Night,0.993,8.00278735,8.54,20.68316667,25.68,4.87
Inside,2547,2023-08-09,10:00 PM,221,22,Night,1.105,7.989921373,8.19,20.64833333,25.68,4.82
Inside,2547,2023-08-10,11:00 PM,221,23,Night,1.192,7.978417356,8.01,20.58233333,25.69,10.44
Inside,2547,2023-08-10,12:00 AM,222,0,Night,1.237,7.968134119,7.9,20.5325,25.68,2.74
Inside,2547,2023-08-10,1:00 AM,222,1,Night,1.237,7.957667783,7.82,20.4755,25.675,3.24
Inside,2547,2023-08-10,2:00 AM,222,2,Night,1.196,7.943869668,7.7,20.41716667,25.7,4.47
Inside,2547,2023-08-10,3:00 AM,222,3,Night,1.119,7.935590447,7.62,20.32666667,25.705,2.78
Inside,2547,2023-08-10,4:00 AM,222,4,Night,1.012,7.929849077,7.61,20.22166667,25.675,3.4
Inside,2547,2023-08-10,5:00 AM,222,5,Day,0.89,7.92137385,7.62,20.10933333,25.645,1.9
Inside,2547,2023-08-10,6:00 AM,222,6,Day,0.781,7.913247384,7.59,20.002,25.595,2.39
Inside,2547,2023-08-10,7:00 AM,222,7,Day,0.71,7.905968782,7.6,19.90283333,25.595,3.27
Inside,2547,2023-08-10,8:00 AM,222,8,Day,0.683,7.903064566,7.62,19.87633333,25.54,4.37
Inside,2547,2023-08-10,9:00 AM,222,9,Day,0.692,7.915638447,7.9,19.89133333,25.55,1.74
Inside,2547,2023-08-10,10:00 AM,222,10,Day,0.721,7.950082744,8.35,20.01866667,25.535,10.67
Inside,2547,2023-08-10,11:00 AM,222,11,Day,0.756,8.031139505,9.41,20.19033333,25.525,3.68
Inside,2547,2023-08-10,12:00 PM,222,12,Day,0.789,8.089253216,10.4,20.34,25.515,3.46
Inside,2547,2023-08-10,1:00 PM,222,13,Day,0.816,8.086698753,9.93,20.62983333,25.655,2.76
Inside,2547,2023-08-10,2:00 PM,222,14,Day,0.839,8.086063307,9.76,20.71966667,25.725,3.13
Inside,2547,2023-08-10,3:00 PM,222,15,Day,0.853,8.084161262,9.61,20.70966667,25.7,3.43
Inside,2547,2023-08-10,4:00 PM,222,16,Day,0.85,8.085471721,9.7,20.72983333,25.725,1.94
Inside,2547,2023-08-10,5:00 PM,222,17,Day,0.834,8.103226885,9.89,20.7775,25.72,3.67
Inside,2547,2023-08-10,6:00 PM,222,18,Day,0.823,8.132937564,10.32,20.83966667,25.71,2.05
Inside,2547,2023-08-10,7:00 PM,222,19,Day,0.839,8.162531639,10.79,20.8185,25.71,3.75
Inside,2547,2023-08-10,8:00 PM,222,20,Night,0.895,8.115676397,10.29,20.5355,25.725,4.55
Inside,2547,2023-08-10,9:00 PM,222,21,Night,0.987,7.992484892,8.9,19.74683333,25.8,6.56
Inside,2547,2023-08-10,10:00 PM,222,22,Night,1.098,7.959084492,8.5,19.5525,25.875,3.71
Inside,2547,2023-08-11,11:00 PM,222,23,Night,1.205,7.951130698,8.41,19.57533333,25.91,5.84
Inside,2547,2023-08-11,12:00 AM,223,0,Night,1.287,7.935556927,8.14,19.6195,25.91,1.87
Inside,2547,2023-08-11,1:00 AM,223,1,Night,1.329,7.932409767,7.82,19.611,25.91,2.61
Inside,2547,2023-08-11,2:00 AM,223,2,Night,1.329,7.928016045,7.73,19.55266667,25.88,1.55
Inside,2547,2023-08-11,3:00 AM,223,3,Night,1.286,7.932616117,7.38,19.47383333,25.895,2.1
Inside,2547,2023-08-11,4:00 AM,223,4,Night,1.201,7.9714356,7.96,19.46316667,25.87,4.4
Inside,2547,2023-08-11,5:00 AM,223,5,Day,1.085,8.022291456,8.19,19.5545,25.775,2.29
Inside,2547,2023-08-11,6:00 AM,223,6,Day,0.962,8.01908719,8.24,19.579,25.69,3.23
Inside,2547,2023-08-11,7:00 AM,223,7,Day,0.855,7.99561644,7.79,19.577,25.685,3.54
Inside,2547,2023-08-11,8:00 AM,223,8,Day,0.779,8.048219364,8.01,19.291,25.615,2.04
Inside,2547,2023-08-11,9:00 AM,223,9,Day,0.739,8.111625004,8.39,19.00133333,25.555,2.23
Inside,2547,2023-08-11,10:00 AM,223,10,Day,0.727,8.123106122,8.47,18.94866667,25.55,1.81
Inside,2547,2023-08-11,11:00 AM,223,11,Day,0.735,8.130783686,8.6,18.915,25.525,2.06
Inside,2547,2023-08-11,12:00 PM,223,12,Day,0.753,8.140825752,8.79,18.9115,25.465,2.07
Inside,2547,2023-08-11,1:00 PM,223,13,Day,0.78,8.146331015,8.88,18.903,25.435,1.68
Inside,2547,2023-08-11,2:00 PM,223,14,Day,0.814,8.152609414,8.93,18.92333333,25.365,2.12
Inside,2547,2023-08-11,3:00 PM,223,15,Day,0.85,8.157947971,9.07,19.00733333,25.37,3.04
Inside,2547,2023-08-11,4:00 PM,223,16,Day,0.876,8.169133462,9.06,19.0435,25.36,1.85
Inside,2547,2023-08-11,5:00 PM,223,17,Day,0.885,8.169038639,8.93,19.09633333,25.28,7.26
Inside,2547,2023-08-11,6:00 PM,223,18,Day,0.885,8.167719941,8.83,19.14633333,25.27,1.83
Inside,2547,2023-08-11,7:00 PM,223,19,Day,0.891,8.16438879,8.81,19.1555,25.23,1.61
Inside,2547,2023-08-11,8:00 PM,223,20,Night,0.919,8.162909017,8.93,19.15283333,25.19,2.87
Inside,2547,2023-08-11,9:00 PM,223,21,Night,0.98,8.143514703,8.82,19.074,25.085,4.64
Inside,2547,2023-08-11,10:00 PM,223,22,Night,1.072,8.050960987,8.53,19.1895,25.115,5.1
Inside,2547,2023-08-12,11:00 PM,223,23,Night,1.183,7.991342654,8.66,19.2955,25.35,9.04
Inside,2547,2023-08-12,12:00 AM,224,0,Night,1.29,7.969736353,8.52,19.303,25.49,3.8
Inside,2547,2023-08-12,1:00 AM,224,1,Night,1.373,7.963718919,8.49,19.28783333,25.52,5.28
Inside,2547,2023-08-12,2:00 AM,224,2,Night,1.419,7.958493787,8.4,19.25433333,25.55,6.19
Inside,2547,2023-08-12,3:00 AM,224,3,Night,1.419,7.948702505,8.23,19.222,25.555,4.13
Inside,2547,2023-08-12,4:00 AM,224,4,Night,1.368,7.927531926,8.1,19.19633333,25.565,3.08
Inside,2547,2023-08-12,5:00 AM,224,5,Day,1.272,7.919927016,8,19.1165,25.565,2.88
Inside,2547,2023-08-12,6:00 AM,224,6,Day,1.149,7.91716932,7.89,19.05016667,25.58,1.86
Inside,2547,2023-08-12,7:00 AM,224,7,Day,1.024,7.928859766,7.93,18.85383333,25.565,1.57
Inside,2547,2023-08-12,8:00 AM,224,8,Day,0.914,7.953719226,8.14,18.69966667,25.355,0.96
Inside,2547,2023-08-12,9:00 AM,224,9,Day,0.83,7.967540322,8.44,18.84083333,25.325,1.58
Inside,2547,2023-08-12,10:00 AM,224,10,Day,0.775,7.999928088,8.82,19.05733333,25.41,1.74
Inside,2547,2023-08-12,11:00 AM,224,11,Day,0.747,8.051875482,9.25,19.21216667,25.24,1.77
Inside,2547,2023-08-12,12:00 PM,224,12,Day,0.741,8.101015199,9.62,19.43616667,25.1,1.46
Inside,2547,2023-08-12,1:00 PM,224,13,Day,0.752,8.142503125,10.31,19.66933333,25.08,1.45
Inside,2547,2023-08-12,2:00 PM,224,14,Day,0.781,8.185385764,10.95,20.17633333,25.07,1.31
Inside,2547,2023-08-12,3:00 PM,224,15,Day,0.825,8.164456709,10.88,20.4885,25.085,0.51
Inside,2547,2023-08-12,4:00 PM,224,16,Day,0.869,8.224451571,11.86,20.80983333,25.055,0.44
Inside,2547,2023-08-12,5:00 PM,224,17,Day,0.9,8.292881362,13.35,21.04866667,25.125,0.49
Inside,2547,2023-08-12,6:00 PM,224,18,Day,0.914,8.343358613,14.26,21.13733333,25.19,0.54
Inside,2547,2023-08-12,7:00 PM,224,19,Day,0.922,8.388618035,14.66,21.28816667,25.18,1.68
Inside,2547,2023-08-12,8:00 PM,224,20,Night,0.937,8.39877773,14.81,21.1845,25.21,1.59
Inside,2547,2023-08-12,9:00 PM,224,21,Night,0.969,8.244345231,13.08,20.50116667,25.29,2.98
Inside,2547,2023-08-12,10:00 PM,224,22,Night,1.031,8.024829258,9.75,19.66366667,25.52,2.79
Inside,2547,2023-08-13,11:00 PM,224,23,Night,1.127,7.980529977,9.02,19.616,25.53,3.08
Inside,2547,2023-08-13,12:00 AM,225,0,Night,1.243,7.980569853,9.08,19.57366667,25.525,3.42
Inside,2547,2023-08-13,1:00 AM,225,1,Night,1.357,7.981874784,9.15,19.595,25.525,4.37
Inside,2547,2023-08-13,2:00 AM,225,2,Night,1.447,7.963067369,8.94,19.5475,25.505,8
Inside,2547,2023-08-13,3:00 AM,225,3,Night,1.498,7.949487704,8.7,19.48316667,25.475,3.74
Inside,2547,2023-08-13,4:00 AM,225,4,Night,1.494,7.929128944,8.46,19.43566667,25.48,3.36
Inside,2547,2023-08-13,5:00 AM,225,5,Day,1.431,7.914081385,8.27,19.36483333,25.49,2.03
Inside,2547,2023-08-13,6:00 AM,225,6,Day,1.321,7.92309833,8.21,19.28683333,25.445,2.48
Inside,2547,2023-08-13,7:00 AM,225,7,Day,1.191,7.926482189,8.14,19.27,25.47,1.83
Inside,2547,2023-08-13,8:00 AM,225,8,Day,1.062,7.918820469,8.22,19.32083333,25.45,1.77
Inside,2547,2023-08-13,9:00 AM,225,9,Day,0.947,7.951475868,8.6,19.49083333,25.47,1.86
Inside,2547,2023-08-13,10:00 AM,225,10,Day,0.853,8.00777896,9.42,19.82866667,25.435,1.16
Inside,2547,2023-08-13,11:00 AM,225,11,Day,0.787,8.06642656,10.29,20.33,25.435,1.33
Inside,2547,2023-08-13,12:00 PM,225,12,Day,0.751,8.11820467,11.1,20.855,25.455,2
Inside,2547,2023-08-13,1:00 PM,225,13,Day,0.741,8.130027214,11.42,21.07433333,25.485,0.84
Inside,2547,2023-08-13,2:00 PM,225,14,Day,0.756,8.099848711,10.82,21.03766667,25.485,1.02
Inside,2547,2023-08-13,3:00 PM,225,15,Day,0.794,8.129194306,11.15,21.17616667,25.49,0.86
Inside,2547,2023-08-13,4:00 PM,225,16,Day,0.844,8.179654916,11.97,21.1825,25.415,1.18
Inside,2547,2023-08-13,5:00 PM,225,17,Day,0.888,8.184630528,11.97,21.206,25.46,2.17
Inside,2547,2023-08-13,6:00 PM,225,18,Day,0.913,8.196086766,11.96,21.255,25.45,2.42
Inside,2547,2023-08-13,7:00 PM,225,19,Day,0.925,8.189808316,11.81,21.23266667,25.44,3.8
Inside,2547,2023-08-13,8:00 PM,225,20,Night,0.933,8.138239203,10.97,21.12633333,25.445,2.14
Inside,2547,2023-08-13,9:00 PM,225,21,Night,0.948,8.090916744,9.99,21.03516667,25.425,1.71
Inside,2547,2023-08-13,10:00 PM,225,22,Night,0.981,8.117931657,10.03,21.007,25.41,3.88
Inside,2547,2023-08-14,11:00 PM,225,23,Night,1.046,8.017393565,9.03,20.70633333,25.265,6.51
Inside,2547,2023-08-14,12:00 AM,226,0,Night,1.15,7.986315184,8.68,20.39266667,25.03,4.02
Inside,2547,2023-08-14,1:00 AM,226,1,Night,1.277,7.998102095,9.07,20.18266667,24.825,6.22
Inside,2547,2023-08-14,2:00 AM,226,2,Night,1.403,7.993367644,9.04,20.14533333,24.52,4.76
Inside,2547,2023-08-14,3:00 AM,226,3,Night,1.503,7.994011206,9.01,20.07283333,24.685,4.15
Inside,2547,2023-08-14,4:00 AM,226,4,Night,1.555,7.981453874,8.89,20.026,24.74,3.55
Inside,2547,2023-08-14,5:00 AM,226,5,Day,1.542,7.964500207,8.69,19.951,25.015,2.47
Inside,2547,2023-08-14,6:00 AM,226,6,Day,1.463,7.952093138,8.53,19.81083333,25.125,2.75
Inside,2547,2023-08-14,7:00 AM,226,7,Day,1.34,7.953606384,8.47,19.73016667,25.21,2.05
Inside,2547,2023-08-14,8:00 AM,226,8,Day,1.202,7.946847574,8.27,19.7775,25.26,1.73
Inside,2547,2023-08-14,9:00 AM,226,9,Day,1.068,7.970458797,8.4,20.08583333,25.175,1.91
Inside,2547,2023-08-14,10:00 AM,226,10,Day,0.946,7.98995223,8.66,20.461,24.985,1.24
Inside,2547,2023-08-14,11:00 AM,226,11,Day,0.845,8.027676268,9.21,20.90166667,24.93,1.23
Inside,2547,2023-08-14,12:00 PM,226,12,Day,0.777,8.065221817,9.77,21.22783333,24.92,1.44
Inside,2547,2023-08-14,1:00 PM,226,13,Day,0.745,8.102463968,10.43,21.43066667,24.925,0.79
Inside,2547,2023-08-14,2:00 PM,226,14,Day,0.746,8.152821269,10.8,21.61133333,24.915,1.5
Inside,2547,2023-08-14,3:00 PM,226,15,Day,0.773,8.145126742,10.55,21.68133333,24.905,0.53
Inside,2547,2023-08-14,4:00 PM,226,16,Day,0.82,8.179937133,11.18,21.8235,24.865,1.16
Inside,2547,2023-08-14,5:00 PM,226,17,Day,0.869,8.226037107,11.96,21.89083333,24.87,0.93
Inside,2547,2023-08-14,6:00 PM,226,18,Day,0.902,8.176728524,12.14,21.2545,25.135,0.69
Inside,2547,2023-08-14,7:00 PM,226,19,Day,0.914,8.135303152,11.46,20.97483333,25.31,1.11
Inside,2547,2023-08-14,8:00 PM,226,20,Night,0.915,8.094430966,10.92,20.80233333,25.315,1.73
Inside,2547,2023-08-14,9:00 PM,226,21,Night,0.917,8.045246754,10.17,20.65533333,25.35,0.68
Inside,2547,2023-08-14,10:00 PM,226,22,Night,0.927,8.00820714,9.34,20.6065,25.385,1.28
Inside,2547,2023-08-15,11:00 PM,226,23,Night,0.959,7.966240125,8.91,20.572,25.365,3.56
Inside,2547,2023-08-15,12:00 AM,227,0,Night,1.03,7.985850047,8.96,20.24033333,25.32,3.49
Inside,2547,2023-08-15,1:00 AM,227,1,Night,1.145,7.863246174,7.57,19.1845,25.585,3.85
Inside,2547,2023-08-15,2:00 AM,227,2,Night,1.288,7.907622215,8.25,19.173,25.625,2.76
Inside,2547,2023-08-15,3:00 AM,227,3,Night,1.426,7.937021328,8.53,19.25583333,25.595,3.11
Inside,2547,2023-08-15,4:00 AM,227,4,Night,1.532,7.929839092,8.46,19.275,25.56,3.87
Inside,2547,2023-08-15,5:00 AM,227,5,Day,1.579,7.935060534,8.46,19.25833333,25.55,3.09
Inside,2547,2023-08-15,6:00 AM,227,6,Day,1.552,7.91715003,8.29,19.2205,25.58,4.24
Inside,2547,2023-08-15,7:00 AM,227,7,Day,1.456,7.905208998,8.04,19.26766667,25.585,2.09
Inside,2547,2023-08-15,8:00 AM,227,8,Day,1.32,7.907154176,7.77,19.324,25.555,2.13
Inside,2547,2023-08-15,9:00 AM,227,9,Day,1.176,7.938392413,7.93,19.40516667,25.535,3.23
Inside,2547,2023-08-15,10:00 AM,227,10,Day,1.038,7.980496235,8.61,19.65233333,25.52,0.97
Inside,2547,2023-08-15,11:00 AM,227,11,Day,0.911,8.102674099,8.86,20.53816667,25.42,1.19
Inside,2547,2023-08-15,12:00 PM,227,12,Day,0.812,8.211310621,9.9,21.099,25.24,1.43
Inside,2547,2023-08-15,1:00 PM,227,13,Day,0.756,8.261333796,10.75,21.36983333,25.21,1.2
Inside,2547,2023-08-15,2:00 PM,227,14,Day,0.744,8.302159948,11.31,21.64916667,25.215,1.26
Inside,2547,2023-08-15,3:00 PM,227,15,Day,0.764,8.33075279,11.74,21.88883333,25.235,1.3
Inside,2547,2023-08-15,4:00 PM,227,16,Day,0.806,8.361121736,12.3,21.95816667,25.245,1.09
Inside,2547,2023-08-15,5:00 PM,227,17,Day,0.857,8.38904554,12.62,21.93466667,25.265,1.34
Inside,2547,2023-08-15,6:00 PM,227,18,Day,0.897,8.401309086,12.78,21.83333333,25.295,1.81
Inside,2547,2023-08-15,7:00 PM,227,19,Day,0.911,8.387378189,12.35,21.6915,25.315,3.22
Inside,2547,2023-08-15,8:00 PM,227,20,Night,0.902,8.361878721,11.56,21.473,25.32,3.47
Inside,2547,2023-08-15,9:00 PM,227,21,Night,0.889,8.321500596,10.67,21.16633333,25.265,2.24
Inside,2547,2023-08-15,10:00 PM,227,22,Night,0.882,8.277744267,9.71,20.86416667,25.3,1.56
Inside,2547,2023-08-16,11:00 PM,227,23,Night,0.885,8.246352427,9.03,20.694,25.305,3.16
Inside,2547,2023-08-16,12:00 AM,228,0,Night,0.915,8.219396625,8.63,20.58566667,25.29,1.16
Inside,2547,2023-08-16,1:00 AM,228,1,Night,0.994,8.196925167,8.56,20.51266667,25.305,2.85
Inside,2547,2023-08-16,2:00 AM,228,2,Night,1.124,8.147590295,7.98,20.40333333,25.315,2.99
Inside,2547,2023-08-16,3:00 AM,228,3,Night,1.28,8.078196139,8.5,20.021,25.32,2.84
Inside,2547,2023-08-16,4:00 AM,228,4,Night,1.425,8.042343507,8.91,19.80183333,25.455,3.37
Inside,2547,2023-08-16,5:00 AM,228,5,Day,1.528,7.996765601,8.74,19.683,25.535,1.74
Inside,2547,2023-08-16,6:00 AM,228,6,Day,1.564,7.985705184,8.54,19.61066667,25.49,1.88
Inside,2547,2023-08-16,7:00 AM,228,7,Day,1.519,7.974069458,8.34,19.55633333,25.51,1.95
Inside,2547,2023-08-16,8:00 AM,228,8,Day,1.406,7.977729884,8.25,19.51366667,25.505,1.55
Inside,2547,2023-08-16,9:00 AM,228,9,Day,1.262,8.027439892,7.81,19.697,25.5,1.37
Inside,2547,2023-08-16,10:00 AM,228,10,Day,1.115,8.145930199,7.63,20.05333333,25.31,1.13
Inside,2547,2023-08-16,11:00 AM,228,11,Day,0.975,8.278473632,8.53,20.41816667,25.145,1.19
Inside,2547,2023-08-16,12:00 PM,228,12,Day,0.853,8.321809837,9.31,20.67466667,25.325,2.1
Inside,2547,2023-08-16,1:00 PM,228,13,Day,0.769,8.315537538,10.39,20.93116667,25.285,0.93
Inside,2547,2023-08-16,2:00 PM,228,14,Day,0.74,8.321073397,11.35,21.22516667,25.36,1.4
Inside,2547,2023-08-16,3:00 PM,228,15,Day,0.758,8.344447065,12.04,21.73783333,25.405,2.09
Inside,2547,2023-08-16,4:00 PM,228,16,Day,0.802,8.36724702,12.5,22.16083333,25.445,1.53
Inside,2547,2023-08-16,5:00 PM,228,17,Day,0.856,8.383857393,12.79,22.27033333,25.45,1.33
Inside,2547,2023-08-16,6:00 PM,228,18,Day,0.905,8.408489375,12.92,22.21083333,25.43,1.56
Inside,2547,2023-08-16,7:00 PM,228,19,Day,0.927,8.414363516,12.87,22.07066667,25.455,2.66
Inside,2547,2023-08-16,8:00 PM,228,20,Night,0.915,8.395235243,12.29,21.85016667,25.47,1.75
Inside,2547,2023-08-16,9:00 PM,228,21,Night,0.886,8.381984981,11.53,21.55916667,25.49,2.95
Inside,2547,2023-08-16,10:00 PM,228,22,Night,0.859,8.361488855,10.93,21.191,25.505,2.82
Inside,2547,2023-08-17,11:00 PM,228,23,Night,0.841,8.305253777,9.99,20.72816667,25.49,1.93
Inside,2547,2023-08-17,12:00 AM,229,0,Night,0.836,8.265832101,9.28,20.47416667,25.36,1.42
Inside,2547,2023-08-17,1:00 AM,229,1,Night,0.866,8.269328753,9.24,20.49466667,25.455,2.74
Inside,2547,2023-08-17,2:00 AM,229,2,Night,0.956,8.253012144,8.87,20.49566667,24.785,2.85
Inside,2547,2023-08-17,3:00 AM,229,3,Night,1.099,8.172254794,8.46,20.3355,25.34,4.13
Inside,2547,2023-08-17,4:00 AM,229,4,Night,1.259,8.027004267,8.8,19.87533333,24.895,3.53
Inside,2547,2023-08-17,5:00 AM,229,5,Day,1.4,7.971032853,8.5,19.71033333,24.965,2.85
Inside,2547,2023-08-17,6:00 AM,229,6,Day,1.492,7.969525464,8.54,19.7515,25.305,3.23
Inside,2547,2023-08-17,7:00 AM,229,7,Day,1.511,7.978129662,8.54,19.80583333,25.305,3.58
Inside,2547,2023-08-17,8:00 AM,229,8,Day,1.446,7.996465496,8.67,19.90333333,25.32,2.25
Inside,2547,2023-08-17,9:00 AM,229,9,Day,1.32,8.005626903,8.87,19.98016667,25.2,1.87
Inside,2547,2023-08-17,10:00 AM,229,10,Day,1.173,8.029490689,9.23,20.144,25.285,1.79
Inside,2547,2023-08-17,11:00 AM,229,11,Day,1.029,8.070078627,9.81,20.4765,25.275,1.79
Inside,2547,2023-08-17,12:00 PM,229,12,Day,0.894,8.11926757,10.61,20.96433333,25.28,1.16
Inside,2547,2023-08-17,1:00 PM,229,13,Day,0.787,8.164710495,11.29,21.534,25.28,0.99
Inside,2547,2023-08-17,2:00 PM,229,14,Day,0.735,8.209844005,11.67,22.18516667,25.235,1.42
Inside,2547,2023-08-17,3:00 PM,229,15,Day,0.746,8.248167372,11.87,22.81966667,24.875,0.78
Inside,2547,2023-08-17,4:00 PM,229,16,Day,0.797,8.276722392,12.25,23.252,25.23,0.7
Inside,2547,2023-08-17,5:00 PM,229,17,Day,0.861,8.303616987,12.69,23.48766667,25.415,2.87
Inside,2547,2023-08-17,6:00 PM,229,18,Day,0.92,8.331362434,13.22,23.53216667,24.67,0.54
Inside,2547,2023-08-17,7:00 PM,229,19,Day,0.957,8.33544476,13.15,23.42783333,25.34,0.76
Inside,2547,2023-08-17,8:00 PM,229,20,Night,0.956,8.3149892,12.79,23.29533333,25.475,2.09
Inside,2547,2023-08-17,9:00 PM,229,21,Night,0.919,8.300806398,12.25,23.18,25.465,1.88
Inside,2547,2023-08-17,10:00 PM,229,22,Night,0.873,8.302343455,12.07,23.04883333,25.475,2.49
Inside,2547,2023-08-18,11:00 PM,229,23,Night,0.836,8.285262752,11.46,22.861,25.48,1.29
Inside,2547,2023-08-18,12:00 AM,230,0,Night,0.809,8.250410502,10.7,22.58466667,25.47,1.43
Inside,2547,2023-08-18,1:00 AM,230,1,Night,0.797,8.22488008,10.15,22.3885,25.475,1.77
Inside,2547,2023-08-18,2:00 AM,230,2,Night,0.832,8.213745372,9.47,22.35583333,25.51,3.37
Inside,2547,2023-08-18,3:00 AM,230,3,Night,0.933,8.171550201,8.55,22.21466667,25.55,6.85
Inside,2547,2023-08-18,4:00 AM,230,4,Night,1.079,8.050383504,8.48,21.26316667,25.46,5.34
Inside,2547,2023-08-18,5:00 AM,230,5,Day,1.232,7.989383338,8.72,20.70533333,25.31,3.93
Inside,2547,2023-08-18,6:00 AM,230,6,Day,1.359,7.983881951,8.66,20.72,25.28,5.81
Inside,2547,2023-08-18,7:00 AM,230,7,Day,1.433,7.980312433,8.56,20.712,25.27,4.26
Inside,2547,2023-08-18,8:00 AM,230,8,Day,1.429,7.97761655,8.48,20.6925,25.28,16.38
Inside,2547,2023-08-18,9:00 AM,230,9,Day,1.344,7.973919195,8.43,20.67,25.25,2.29
Inside,2547,2023-08-18,10:00 AM,230,10,Day,1.211,7.966847146,8.36,20.699,25.27,2.33
Inside,2547,2023-08-18,11:00 AM,230,11,Day,1.069,7.984455566,8.63,20.74016667,25.255,1.77
Inside,2547,2023-08-18,12:00 PM,230,12,Day,0.935,8.000009477,8.92,20.7925,25.24,1.43
Inside,2547,2023-08-18,1:00 PM,230,13,Day,0.815,8.015292879,9.1,20.83066667,25.22,2.92
Inside,2547,2023-08-18,2:00 PM,230,14,Day,0.738,8.027108252,9.2,20.86583333,25.225,1.77
Inside,2547,2023-08-18,3:00 PM,230,15,Day,0.731,8.036591915,9.31,20.9385,25.245,2.68
Inside,2547,2023-08-18,4:00 PM,230,16,Day,0.784,8.051879289,9.42,21.118,25.225,1.08
Inside,2547,2023-08-18,5:00 PM,230,17,Day,0.862,8.077907224,9.49,21.3195,25.245,2.11
Inside,2547,2023-08-18,6:00 PM,230,18,Day,0.937,8.086989912,10.14,21.26983333,25.18,2.83
Inside,2547,2023-08-18,7:00 PM,230,19,Day,0.991,8.052460858,9.37,21.15133333,25.265,3.52
Inside,2547,2023-08-18,8:00 PM,230,20,Night,1.01,8.040990104,8.87,21.14666667,25.375,3.34
Inside,2547,2023-08-18,9:00 PM,230,21,Night,0.981,8.020688436,8.61,21.11883333,25.415,4.51
Inside,2547,2023-08-18,10:00 PM,230,22,Night,0.924,8.014690274,8.37,21.16966667,25.18,2.71
Inside,2547,2023-08-19,11:00 PM,230,23,Night,0.87,7.982786239,8.25,21.12966667,25.325,2.41
Inside,2547,2023-08-19,12:00 AM,231,0,Night,0.828,7.925407607,7.64,21.08,24.655,1.57
Inside,2547,2023-08-19,1:00 AM,231,1,Night,0.793,7.894135564,7.29,21.06833333,25,3.96
Inside,2547,2023-08-19,2:00 AM,231,2,Night,0.782,7.857648551,7.06,21.051,25.09,2.07
Inside,2547,2023-08-19,3:00 AM,231,3,Night,0.826,7.846623892,6.88,21.0475,25.39,2.74
Inside,2547,2023-08-19,4:00 AM,231,4,Night,0.933,7.841294498,6.67,21.11833333,25.375,17.34
Inside,2547,2023-08-19,5:00 AM,231,5,Day,1.072,7.899821783,7.58,20.89683333,25.33,4.45
Inside,2547,2023-08-19,6:00 AM,231,6,Day,1.206,7.944009056,8.15,20.77916667,25.35,5.15
Inside,2547,2023-08-19,7:00 AM,231,7,Day,1.31,7.945912403,8.16,20.75566667,25.34,5.29
Inside,2547,2023-08-19,8:00 AM,231,8,Day,1.359,7.946278275,8.16,20.78533333,25.37,4.53
Inside,2547,2023-08-19,9:00 AM,231,9,Day,1.33,7.949955157,8.26,20.90016667,25.335,5.32
Inside,2547,2023-08-19,10:00 AM,231,10,Day,1.23,7.954210548,8.39,21.03466667,25.365,4.28
Inside,2547,2023-08-19,11:00 AM,231,11,Day,1.101,7.965650405,8.59,21.2035,25.365,10.03
Inside,2547,2023-08-19,12:00 PM,231,12,Day,0.972,7.960045022,8.77,21.52783333,25.355,9.61
Inside,2547,2023-08-19,1:00 PM,231,13,Day,0.853,8.000315348,9.21,21.85583333,25.35,25.38
Inside,2547,2023-08-19,2:00 PM,231,14,Day,0.76,8.083474158,10.07,22.16866667,25.31,20.45
Inside,2547,2023-08-19,3:00 PM,231,15,Day,0.728,8.103538468,10.15,22.42283333,25.355,17.1
