stand,stand.number,date,time,julian date,hour,time.of.day,tide.level.m,do
Inside,2547,2023-07-28,6:00 AM,209,6,Day,1.122,6.61
Inside,2547,2023-07-28,7:00 AM,209,7,Day,1.031,6.46
Inside,2547,2023-07-28,8:00 AM,209,8,Day,0.974,6.7
Inside,2547,2023-07-28,9:00 AM,209,9,Day,0.951,7.1
Inside,2547,2023-07-28,10:00 AM,209,10,Day,0.951,7.4
Inside,2547,2023-07-28,11:00 AM,209,11,Day,0.965,7.83
Inside,2547,2023-07-28,12:00 PM,209,12,Day,0.987,8.34
Inside,2547,2023-07-28,1:00 PM,209,13,Day,1.01,8.74
Inside,2547,2023-07-28,2:00 PM,209,14,Day,1.027,9.02
Inside,2547,2023-07-28,3:00 PM,209,15,Day,1.034,9.58
Inside,2547,2023-07-28,4:00 PM,209,16,Day,1.03,9.38
Inside,2547,2023-07-28,5:00 PM,209,17,Day,1.017,10.46
Inside,2547,2023-07-28,6:00 PM,209,18,Day,1.004,12.49
Inside,2547,2023-07-28,7:00 PM,209,19,Day,1.009,13.49
Inside,2547,2023-07-28,8:00 PM,209,20,Night,1.055,13.32
Inside,2547,2023-07-28,9:00 PM,209,21,Night,1.147,9.95
Inside,2547,2023-07-28,10:00 PM,209,22,Night,1.274,8
Inside,2547,2023-07-28,11:00 PM,209,23,Night,1.414,7.78
Inside,2547,2023-07-29,12:00 AM,210,0,Night,1.541,7.77
Inside,2547,2023-07-29,1:00 AM,210,1,Night,1.631,7.87
Inside,2547,2023-07-29,2:00 AM,210,2,Night,1.667,7.76
Inside,2547,2023-07-29,3:00 AM,210,3,Night,1.641,7.59
Inside,2547,2023-07-29,4:00 AM,210,4,Night,1.56,7.56
Inside,2547,2023-07-29,5:00 AM,210,5,Day,1.438,7.54
Inside,2547,2023-07-29,6:00 AM,210,6,Day,1.293,7.42
Inside,2547,2023-07-29,7:00 AM,210,7,Day,1.15,7.18
Inside,2547,2023-07-29,8:00 AM,210,8,Day,1.03,6.96
Inside,2547,2023-07-29,9:00 AM,210,9,Day,0.946,7.29
Inside,2547,2023-07-29,10:00 AM,210,10,Day,0.896,7.64
Inside,2547,2023-07-29,11:00 AM,210,11,Day,0.874,8.1
Inside,2547,2023-07-29,12:00 PM,210,12,Day,0.876,9.66
Inside,2547,2023-07-29,1:00 PM,210,13,Day,0.898,10.4
Inside,2547,2023-07-29,2:00 PM,210,14,Day,0.932,10.22
Inside,2547,2023-07-29,3:00 PM,210,15,Day,0.968,10.3
Inside,2547,2023-07-29,4:00 PM,210,16,Day,0.996,10.74
Inside,2547,2023-07-29,5:00 PM,210,17,Day,1.009,11.21
Inside,2547,2023-07-29,6:00 PM,210,18,Day,1.007,11.62
Inside,2547,2023-07-29,7:00 PM,210,19,Day,1,11.65
Inside,2547,2023-07-29,8:00 PM,210,20,Night,1.013,11.27
Inside,2547,2023-07-29,9:00 PM,210,21,Night,1.065,9.23
Inside,2547,2023-07-29,10:00 PM,210,22,Night,1.162,8.22
Inside,2547,2023-07-29,11:00 PM,210,23,Night,1.296,8.1
Inside,2547,2023-07-30,12:00 AM,211,0,Night,1.448,8.09
Inside,2547,2023-07-30,1:00 AM,211,1,Night,1.593,8.13
Inside,2547,2023-07-30,2:00 AM,211,2,Night,1.701,8.15
Inside,2547,2023-07-30,3:00 AM,211,3,Night,1.749,7.85
Inside,2547,2023-07-30,4:00 AM,211,4,Night,1.727,7.49
Inside,2547,2023-07-30,5:00 AM,211,5,Day,1.638,7.29
Inside,2547,2023-07-30,6:00 AM,211,6,Day,1.497,7.06
Inside,2547,2023-07-30,7:00 AM,211,7,Day,1.327,6.98
Inside,2547,2023-07-30,8:00 AM,211,8,Day,1.157,7.03
Inside,2547,2023-07-30,9:00 AM,211,9,Day,1.011,7.51
Inside,2547,2023-07-30,10:00 AM,211,10,Day,0.898,7.95
Inside,2547,2023-07-30,11:00 AM,211,11,Day,0.82,8.44
Inside,2547,2023-07-30,12:00 PM,211,12,Day,0.779,8.91
Inside,2547,2023-07-30,1:00 PM,211,13,Day,0.777,9.7
Inside,2547,2023-07-30,2:00 PM,211,14,Day,0.807,10.43
Inside,2547,2023-07-30,3:00 PM,211,15,Day,0.856,10.87
Inside,2547,2023-07-30,4:00 PM,211,16,Day,0.911,10.9
Inside,2547,2023-07-30,5:00 PM,211,17,Day,0.955,10.39
Inside,2547,2023-07-30,6:00 PM,211,18,Day,0.977,10.26
Inside,2547,2023-07-30,7:00 PM,211,19,Day,0.976,10.14
Inside,2547,2023-07-30,8:00 PM,211,20,Night,0.969,10.01
Inside,2547,2023-07-30,9:00 PM,211,21,Night,0.982,9.89
Inside,2547,2023-07-30,10:00 PM,211,22,Night,1.033,10.35
Inside,2547,2023-07-30,11:00 PM,211,23,Night,1.129,9.3
Inside,2547,2023-07-31,12:00 AM,212,0,Night,1.268,8.32
Inside,2547,2023-07-31,1:00 AM,212,1,Night,1.434,8.06
Inside,2547,2023-07-31,2:00 AM,212,2,Night,1.598,7.98
Inside,2547,2023-07-31,3:00 AM,212,3,Night,1.723,7.98
Inside,2547,2023-07-31,4:00 AM,212,4,Night,1.782,7.85
Inside,2547,2023-07-31,5:00 AM,212,5,Day,1.763,7.72
Inside,2547,2023-07-31,6:00 AM,212,6,Day,1.669,7.47
Inside,2547,2023-07-31,7:00 AM,212,7,Day,1.514,7.34
Inside,2547,2023-07-31,8:00 AM,212,8,Day,1.326,7.41
Inside,2547,2023-07-31,9:00 AM,212,9,Day,1.137,7.68
Inside,2547,2023-07-31,10:00 AM,212,10,Day,0.968,8.25
Inside,2547,2023-07-31,11:00 AM,212,11,Day,0.83,8.97
Inside,2547,2023-07-31,12:00 PM,212,12,Day,0.73,9.5
Inside,2547,2023-07-31,1:00 PM,212,13,Day,0.681,9.93
Inside,2547,2023-07-31,2:00 PM,212,14,Day,0.684,10.17
Inside,2547,2023-07-31,3:00 PM,212,15,Day,0.728,10.36
Inside,2547,2023-07-31,4:00 PM,212,16,Day,0.794,10.89
Inside,2547,2023-07-31,5:00 PM,212,17,Day,0.862,11.71
Inside,2547,2023-07-31,6:00 PM,212,18,Day,0.914,11.39
Inside,2547,2023-07-31,7:00 PM,212,19,Day,0.934,10.28
Inside,2547,2023-07-31,8:00 PM,212,20,Night,0.926,9.47
Inside,2547,2023-07-31,9:00 PM,212,21,Night,0.913,8.83
Inside,2547,2023-07-31,10:00 PM,212,22,Night,0.919,8.24
Inside,2547,2023-07-31,11:00 PM,212,23,Night,0.963,7.92
Inside,2547,2023-08-01,12:00 AM,212,0,Night,1.054,7.37
Inside,2547,2023-08-01,1:00 AM,213,1,Night,1.196,8.03
Inside,2547,2023-08-01,2:00 AM,213,2,Night,1.375,8.03
Inside,2547,2023-08-01,3:00 AM,213,3,Night,1.554,7.97
Inside,2547,2023-08-01,4:00 AM,213,4,Night,1.691,7.9
Inside,2547,2023-08-01,5:00 AM,213,5,Day,1.757,7.42
Inside,2547,2023-08-01,6:00 AM,213,6,Day,1.741,7.23
Inside,2547,2023-08-01,7:00 AM,213,7,Day,1.644,7.46
Inside,2547,2023-08-01,8:00 AM,213,8,Day,1.481,7.44
Inside,2547,2023-08-01,9:00 AM,213,9,Day,1.284,7.12
Inside,2547,2023-08-01,10:00 AM,213,10,Day,1.085,7.61
Inside,2547,2023-08-01,11:00 AM,213,11,Day,0.902,8.28
Inside,2547,2023-08-01,12:00 PM,213,12,Day,0.747,8.89
Inside,2547,2023-08-01,1:00 PM,213,13,Day,0.64,9.25
Inside,2547,2023-08-01,2:00 PM,213,14,Day,0.598,9.51
Inside,2547,2023-08-01,3:00 PM,213,15,Day,0.617,9.57
Inside,2547,2023-08-01,4:00 PM,213,16,Day,0.678,9.84
Inside,2547,2023-08-01,5:00 PM,213,17,Day,0.756,11.09
Inside,2547,2023-08-01,6:00 PM,213,18,Day,0.83,10.92
Inside,2547,2023-08-01,7:00 PM,213,19,Day,0.878,9.86
Inside,2547,2023-08-01,8:00 PM,213,20,Night,0.886,9.42
Inside,2547,2023-08-01,9:00 PM,213,21,Night,0.864,8.96
Inside,2547,2023-08-01,10:00 PM,213,22,Night,0.839,8.88
Inside,2547,2023-08-01,11:00 PM,213,23,Night,0.834,9.18
Inside,2547,2023-08-02,12:00 AM,214,0,Night,0.865,9.18
Inside,2547,2023-08-02,1:00 AM,214,1,Night,0.948,7.24
Inside,2547,2023-08-02,2:00 AM,214,2,Night,1.094,7.6
Inside,2547,2023-08-02,3:00 AM,214,3,Night,1.281,7.7
Inside,2547,2023-08-02,4:00 AM,214,4,Night,1.467,7.97
Inside,2547,2023-08-02,5:00 AM,214,5,Day,1.607,7.94
Inside,2547,2023-08-02,6:00 AM,214,6,Day,1.675,7.79
Inside,2547,2023-08-02,7:00 AM,214,7,Day,1.661,7.77
Inside,2547,2023-08-02,8:00 AM,214,8,Day,1.562,7.88
Inside,2547,2023-08-02,9:00 AM,214,9,Day,1.397,7.92
Inside,2547,2023-08-02,10:00 AM,214,10,Day,1.203,8.3
Inside,2547,2023-08-02,11:00 AM,214,11,Day,1.004,8.88
Inside,2547,2023-08-02,12:00 PM,214,12,Day,0.816,9.31
Inside,2547,2023-08-02,1:00 PM,214,13,Day,0.659,9.82
Inside,2547,2023-08-02,2:00 PM,214,14,Day,0.564,10.23
Inside,2547,2023-08-02,3:00 PM,214,15,Day,0.546,10.47
Inside,2547,2023-08-02,4:00 PM,214,16,Day,0.59,10.55
Inside,2547,2023-08-02,5:00 PM,214,17,Day,0.666,10.75
Inside,2547,2023-08-02,6:00 PM,214,18,Day,0.751,11.43
Inside,2547,2023-08-02,7:00 PM,214,19,Day,0.821,11.06
Inside,2547,2023-08-02,8:00 PM,214,20,Night,0.852,10.05
Inside,2547,2023-08-02,9:00 PM,214,21,Night,0.839,9.46
Inside,2547,2023-08-02,10:00 PM,214,22,Night,0.8,9.01
Inside,2547,2023-08-02,11:00 PM,214,23,Night,0.761,8.86
Inside,2547,2023-08-03,12:00 AM,215,0,Night,0.74,8.4
Inside,2547,2023-08-03,1:00 AM,215,1,Night,0.755,8.45
Inside,2547,2023-08-03,2:00 AM,215,2,Night,0.831,8.53
Inside,2547,2023-08-03,3:00 AM,215,3,Night,0.979,7.72
Inside,2547,2023-08-03,4:00 AM,215,4,Night,1.168,8.08
Inside,2547,2023-08-03,5:00 AM,215,5,Day,1.349,8.14
Inside,2547,2023-08-03,6:00 AM,215,6,Day,1.483,8.23
Inside,2547,2023-08-03,7:00 AM,215,7,Day,1.549,8.29
Inside,2547,2023-08-03,8:00 AM,215,8,Day,1.532,8.34
Inside,2547,2023-08-03,9:00 AM,215,9,Day,1.432,8.52
Inside,2547,2023-08-03,10:00 AM,215,10,Day,1.273,8.75
Inside,2547,2023-08-03,11:00 AM,215,11,Day,1.09,9.24
Inside,2547,2023-08-03,12:00 PM,215,12,Day,0.9,9.71
Inside,2547,2023-08-03,1:00 PM,215,13,Day,0.72,10
Inside,2547,2023-08-03,2:00 PM,215,14,Day,0.582,10.27
Inside,2547,2023-08-03,3:00 PM,215,15,Day,0.521,10.71
Inside,2547,2023-08-03,4:00 PM,215,16,Day,0.539,11
Inside,2547,2023-08-03,5:00 PM,215,17,Day,0.607,10.82
Inside,2547,2023-08-03,6:00 PM,215,18,Day,0.695,10.76
Inside,2547,2023-08-03,7:00 PM,215,19,Day,0.778,10.91
Inside,2547,2023-08-03,8:00 PM,215,20,Night,0.833,10.21
Inside,2547,2023-08-03,9:00 PM,215,21,Night,0.84,9.61
Inside,2547,2023-08-03,10:00 PM,215,22,Night,0.803,9.17
Inside,2547,2023-08-03,11:00 PM,215,23,Night,0.747,8.87
Inside,2547,2023-08-04,12:00 AM,216,0,Night,0.692,8.54
Inside,2547,2023-08-04,1:00 AM,216,1,Night,0.652,8.09
Inside,2547,2023-08-04,2:00 AM,216,2,Night,0.651,7.71
Inside,2547,2023-08-04,3:00 AM,216,3,Night,0.724,7.77
Inside,2547,2023-08-04,4:00 AM,216,4,Night,0.87,7.54
Inside,2547,2023-08-04,5:00 AM,216,5,Day,1.05,7.83
Inside,2547,2023-08-04,6:00 AM,216,6,Day,1.217,7.98
Inside,2547,2023-08-04,7:00 AM,216,7,Day,1.339,8.16
Inside,2547,2023-08-04,8:00 AM,216,8,Day,1.396,8.21
Inside,2547,2023-08-04,9:00 AM,216,9,Day,1.372,8.42
Inside,2547,2023-08-04,10:00 AM,216,10,Day,1.273,8.72
Inside,2547,2023-08-04,11:00 AM,216,11,Day,1.128,9.07
Inside,2547,2023-08-04,12:00 PM,216,12,Day,0.963,9.76
Inside,2547,2023-08-04,1:00 PM,216,13,Day,0.79,10.4
Inside,2547,2023-08-04,2:00 PM,216,14,Day,0.633,10.79
Inside,2547,2023-08-04,3:00 PM,216,15,Day,0.534,11.19
Inside,2547,2023-08-04,4:00 PM,216,16,Day,0.52,11.4
Inside,2547,2023-08-04,5:00 PM,216,17,Day,0.576,11.12
Inside,2547,2023-08-04,6:00 PM,216,18,Day,0.666,10.9
Inside,2547,2023-08-04,7:00 PM,216,19,Day,0.758,10.82
Inside,2547,2023-08-04,8:00 PM,216,20,Night,0.833,10.13
Inside,2547,2023-08-04,9:00 PM,216,21,Night,0.865,9.33
Inside,2547,2023-08-04,10:00 PM,216,22,Night,0.843,8.5
Inside,2547,2023-08-04,11:00 PM,216,23,Night,0.785,8.1
Inside,2547,2023-08-05,12:00 AM,217,0,Night,0.714,8
Inside,2547,2023-08-05,1:00 AM,217,1,Night,0.641,7.66
Inside,2547,2023-08-05,2:00 AM,217,2,Night,0.582,7.19
Inside,2547,2023-08-05,3:00 AM,217,3,Night,0.572,6.89
Inside,2547,2023-08-05,4:00 AM,217,4,Night,0.643,7.17
Inside,2547,2023-08-05,5:00 AM,217,5,Day,0.781,6.81
Inside,2547,2023-08-05,6:00 AM,217,6,Day,0.944,7.3
Inside,2547,2023-08-05,7:00 AM,217,7,Day,1.09,8
Inside,2547,2023-08-05,8:00 AM,217,8,Day,1.195,8.14
Inside,2547,2023-08-05,9:00 AM,217,9,Day,1.237,8.18
Inside,2547,2023-08-05,10:00 AM,217,10,Day,1.205,8.23
Inside,2547,2023-08-05,11:00 AM,217,11,Day,1.112,8.42
Inside,2547,2023-08-05,12:00 PM,217,12,Day,0.986,8.91
Inside,2547,2023-08-05,1:00 PM,217,13,Day,0.843,9.34
Inside,2547,2023-08-05,2:00 PM,217,14,Day,0.694,9.26
Inside,2547,2023-08-05,3:00 PM,217,15,Day,0.575,8.82
Inside,2547,2023-08-05,4:00 PM,217,16,Day,0.528,8.47
Inside,2547,2023-08-05,5:00 PM,217,17,Day,0.564,8.34
Inside,2547,2023-08-05,6:00 PM,217,18,Day,0.653,8.29
Inside,2547,2023-08-05,7:00 PM,217,19,Day,0.756,8.4
Inside,2547,2023-08-05,8:00 PM,217,20,Night,0.847,8.87
Inside,2547,2023-08-05,9:00 PM,217,21,Night,0.905,8.5
Inside,2547,2023-08-05,10:00 PM,217,22,Night,0.909,8.2
Inside,2547,2023-08-05,11:00 PM,217,23,Night,0.864,7.97
Inside,2547,2023-08-06,12:00 AM,218,0,Night,0.791,7.73
Inside,2547,2023-08-06,1:00 AM,218,1,Night,0.706,7.56
Inside,2547,2023-08-06,2:00 AM,218,2,Night,0.615,6.97
Inside,2547,2023-08-06,3:00 AM,218,3,Night,0.543,6.63
Inside,2547,2023-08-06,4:00 AM,218,4,Night,0.53,6.46
Inside,2547,2023-08-06,5:00 AM,218,5,Day,0.598,6.67
Inside,2547,2023-08-06,6:00 AM,218,6,Day,0.722,6.42
Inside,2547,2023-08-06,7:00 AM,218,7,Day,0.86,7.36
Inside,2547,2023-08-06,8:00 AM,218,8,Day,0.982,7.38
Inside,2547,2023-08-06,9:00 AM,218,9,Day,1.065,7.98
Inside,2547,2023-08-06,10:00 AM,218,10,Day,1.09,8.38
Inside,2547,2023-08-06,11:00 AM,218,11,Day,1.053,8.66
Inside,2547,2023-08-06,12:00 PM,218,12,Day,0.973,8.96
Inside,2547,2023-08-06,1:00 PM,218,13,Day,0.87,9.4
Inside,2547,2023-08-06,2:00 PM,218,14,Day,0.751,10.06
Inside,2547,2023-08-06,3:00 PM,218,15,Day,0.635,10.45
Inside,2547,2023-08-06,4:00 PM,218,16,Day,0.563,10.51
Inside,2547,2023-08-06,5:00 PM,218,17,Day,0.57,10.49
Inside,2547,2023-08-06,6:00 PM,218,18,Day,0.647,10.88
Inside,2547,2023-08-06,7:00 PM,218,19,Day,0.756,10.23
Inside,2547,2023-08-06,8:00 PM,218,20,Night,0.864,8.76
Inside,2547,2023-08-06,9:00 PM,218,21,Night,0.947,8.71
Inside,2547,2023-08-06,10:00 PM,218,22,Night,0.983,8.46
Inside,2547,2023-08-06,11:00 PM,218,23,Night,0.965,7.91
Inside,2547,2023-08-07,12:00 AM,219,0,Night,0.904,7.55
Inside,2547,2023-08-07,1:00 AM,219,1,Night,0.821,7
Inside,2547,2023-08-07,2:00 AM,219,2,Night,0.723,7.29
Inside,2547,2023-08-07,3:00 AM,219,3,Night,0.618,7.53
Inside,2547,2023-08-07,4:00 AM,219,4,Night,0.541,7.53
Inside,2547,2023-08-07,5:00 AM,219,5,Day,0.53,7.5
Inside,2547,2023-08-07,6:00 AM,219,6,Day,0.59,7.76
Inside,2547,2023-08-07,7:00 AM,219,7,Day,0.692,7.77
Inside,2547,2023-08-07,8:00 AM,219,8,Day,0.804,7
Inside,2547,2023-08-07,9:00 AM,219,9,Day,0.9,7.88
Inside,2547,2023-08-07,10:00 AM,219,10,Day,0.961,8.54
Inside,2547,2023-08-07,11:00 AM,219,11,Day,0.972,9.25
Inside,2547,2023-08-07,12:00 PM,219,12,Day,0.938,9.68
Inside,2547,2023-08-07,1:00 PM,219,13,Day,0.877,10.15
Inside,2547,2023-08-07,2:00 PM,219,14,Day,0.797,10.17
Inside,2547,2023-08-07,3:00 PM,219,15,Day,0.705,10.16
Inside,2547,2023-08-07,4:00 PM,219,16,Day,0.626,10.58
Inside,2547,2023-08-07,5:00 PM,219,17,Day,0.603,11.19
Inside,2547,2023-08-07,6:00 PM,219,18,Day,0.653,11.3
Inside,2547,2023-08-07,7:00 PM,219,19,Day,0.755,10.98
Inside,2547,2023-08-07,8:00 PM,219,20,Night,0.874,10.01
Inside,2547,2023-08-07,9:00 PM,219,21,Night,0.978,9.1
Inside,2547,2023-08-07,10:00 PM,219,22,Night,1.047,8.72
Inside,2547,2023-08-07,11:00 PM,219,23,Night,1.064,8.4
Inside,2547,2023-08-08,12:00 AM,220,0,Night,1.031,8.04
Inside,2547,2023-08-08,1:00 AM,220,1,Night,0.963,7.75
Inside,2547,2023-08-08,2:00 AM,220,2,Night,0.872,7.24
Inside,2547,2023-08-08,3:00 AM,220,3,Night,0.762,6.95
Inside,2547,2023-08-08,4:00 AM,220,4,Night,0.651,7.08
Inside,2547,2023-08-08,5:00 AM,220,5,Day,0.575,7.37
Inside,2547,2023-08-08,6:00 AM,220,6,Day,0.564,7.01
Inside,2547,2023-08-08,7:00 AM,220,7,Day,0.611,6.79
Inside,2547,2023-08-08,8:00 AM,220,8,Day,0.689,7.17
Inside,2547,2023-08-08,9:00 AM,220,9,Day,0.773,7.2
Inside,2547,2023-08-08,10:00 AM,220,10,Day,0.844,7.77
Inside,2547,2023-08-08,11:00 AM,220,11,Day,0.885,8.61
Inside,2547,2023-08-08,12:00 PM,220,12,Day,0.891,9.09
Inside,2547,2023-08-08,1:00 PM,220,13,Day,0.869,9.47
Inside,2547,2023-08-08,2:00 PM,220,14,Day,0.83,10.12
Inside,2547,2023-08-08,3:00 PM,220,15,Day,0.772,10.91
Inside,2547,2023-08-08,4:00 PM,220,16,Day,0.708,11.35
Inside,2547,2023-08-08,5:00 PM,220,17,Day,0.668,11.25
Inside,2547,2023-08-08,6:00 PM,220,18,Day,0.685,10.82
Inside,2547,2023-08-08,7:00 PM,220,19,Day,0.762,10.38
Inside,2547,2023-08-08,8:00 PM,220,20,Night,0.875,10.47
Inside,2547,2023-08-08,9:00 PM,220,21,Night,0.993,10.11
Inside,2547,2023-08-08,10:00 PM,220,22,Night,1.089,9.24
Inside,2547,2023-08-08,11:00 PM,220,23,Night,1.144,8.9
Inside,2547,2023-08-09,12:00 AM,221,0,Night,1.148,8.69
Inside,2547,2023-08-09,1:00 AM,221,1,Night,1.108,8.38
Inside,2547,2023-08-09,2:00 AM,221,2,Night,1.037,7.84
Inside,2547,2023-08-09,3:00 AM,221,3,Night,0.938,7.71
Inside,2547,2023-08-09,4:00 AM,221,4,Night,0.82,7.67
Inside,2547,2023-08-09,5:00 AM,221,5,Day,0.708,7.71
Inside,2547,2023-08-09,6:00 AM,221,6,Day,0.637,7.91
Inside,2547,2023-08-09,7:00 AM,221,7,Day,0.62,8.01
Inside,2547,2023-08-09,8:00 AM,221,8,Day,0.649,7.94
Inside,2547,2023-08-09,9:00 AM,221,9,Day,0.703,8.01
Inside,2547,2023-08-09,10:00 AM,221,10,Day,0.761,8.09
Inside,2547,2023-08-09,11:00 AM,221,11,Day,0.809,8.11
Inside,2547,2023-08-09,12:00 PM,221,12,Day,0.838,8.18
Inside,2547,2023-08-09,1:00 PM,221,13,Day,0.849,8.44
Inside,2547,2023-08-09,2:00 PM,221,14,Day,0.845,8.54
Inside,2547,2023-08-09,3:00 PM,221,15,Day,0.825,8.67
Inside,2547,2023-08-09,4:00 PM,221,16,Day,0.79,9.01
Inside,2547,2023-08-09,5:00 PM,221,17,Day,0.754,9.4
Inside,2547,2023-08-09,6:00 PM,221,18,Day,0.747,9.44
Inside,2547,2023-08-09,7:00 PM,221,19,Day,0.79,9.21
Inside,2547,2023-08-09,8:00 PM,221,20,Night,0.879,8.77
Inside,2547,2023-08-09,9:00 PM,221,21,Night,0.993,8.54
Inside,2547,2023-08-09,10:00 PM,221,22,Night,1.105,8.19
Inside,2547,2023-08-09,11:00 PM,221,23,Night,1.192,8.01
Inside,2547,2023-08-10,12:00 AM,222,0,Night,1.237,7.9
Inside,2547,2023-08-10,1:00 AM,222,1,Night,1.237,7.82
Inside,2547,2023-08-10,2:00 AM,222,2,Night,1.196,7.7
Inside,2547,2023-08-10,3:00 AM,222,3,Night,1.119,7.62
Inside,2547,2023-08-10,4:00 AM,222,4,Night,1.012,7.61
Inside,2547,2023-08-10,5:00 AM,222,5,Day,0.89,7.62
Inside,2547,2023-08-10,6:00 AM,222,6,Day,0.781,7.59
Inside,2547,2023-08-10,7:00 AM,222,7,Day,0.71,7.6
Inside,2547,2023-08-10,8:00 AM,222,8,Day,0.683,7.62
Inside,2547,2023-08-10,9:00 AM,222,9,Day,0.692,7.9
Inside,2547,2023-08-10,10:00 AM,222,10,Day,0.721,8.35
Inside,2547,2023-08-10,11:00 AM,222,11,Day,0.756,9.41
Inside,2547,2023-08-10,12:00 PM,222,12,Day,0.789,10.4
Inside,2547,2023-08-10,1:00 PM,222,13,Day,0.816,9.93
Inside,2547,2023-08-10,2:00 PM,222,14,Day,0.839,9.76
Inside,2547,2023-08-10,3:00 PM,222,15,Day,0.853,9.61
Inside,2547,2023-08-10,4:00 PM,222,16,Day,0.85,9.7
Inside,2547,2023-08-10,5:00 PM,222,17,Day,0.834,9.89
Inside,2547,2023-08-10,6:00 PM,222,18,Day,0.823,10.32
Inside,2547,2023-08-10,7:00 PM,222,19,Day,0.839,10.79
Inside,2547,2023-08-10,8:00 PM,222,20,Night,0.895,10.29
Inside,2547,2023-08-10,9:00 PM,222,21,Night,0.987,8.9
Inside,2547,2023-08-10,10:00 PM,222,22,Night,1.098,8.5
Inside,2547,2023-08-10,11:00 PM,222,23,Night,1.205,8.41
Inside,2547,2023-08-11,12:00 AM,223,0,Night,1.287,8.14
Inside,2547,2023-08-11,1:00 AM,223,1,Night,1.329,7.82
Inside,2547,2023-08-11,2:00 AM,223,2,Night,1.329,7.73
Inside,2547,2023-08-11,3:00 AM,223,3,Night,1.286,7.38
Inside,2547,2023-08-11,4:00 AM,223,4,Night,1.201,7.96
Inside,2547,2023-08-11,5:00 AM,223,5,Day,1.085,8.19
Inside,2547,2023-08-11,6:00 AM,223,6,Day,0.962,8.24
Inside,2547,2023-08-11,7:00 AM,223,7,Day,0.855,7.79
Inside,2547,2023-08-11,8:00 AM,223,8,Day,0.779,8.01
Inside,2547,2023-08-11,9:00 AM,223,9,Day,0.739,8.39
Inside,2547,2023-08-11,10:00 AM,223,10,Day,0.727,8.47
Inside,2547,2023-08-11,11:00 AM,223,11,Day,0.735,8.6
Inside,2547,2023-08-11,12:00 PM,223,12,Day,0.753,8.79
Inside,2547,2023-08-11,1:00 PM,223,13,Day,0.78,8.88
Inside,2547,2023-08-11,2:00 PM,223,14,Day,0.814,8.93
Inside,2547,2023-08-11,3:00 PM,223,15,Day,0.85,9.07
Inside,2547,2023-08-11,4:00 PM,223,16,Day,0.876,9.06
Inside,2547,2023-08-11,5:00 PM,223,17,Day,0.885,8.93
Inside,2547,2023-08-11,6:00 PM,223,18,Day,0.885,8.83
Inside,2547,2023-08-11,7:00 PM,223,19,Day,0.891,8.81
Inside,2547,2023-08-11,8:00 PM,223,20,Night,0.919,8.93
Inside,2547,2023-08-11,9:00 PM,223,21,Night,0.98,8.82
Inside,2547,2023-08-11,10:00 PM,223,22,Night,1.072,8.53
Inside,2547,2023-08-11,11:00 PM,223,23,Night,1.183,8.66
Inside,2547,2023-08-12,12:00 AM,224,0,Night,1.29,8.52
Inside,2547,2023-08-12,1:00 AM,224,1,Night,1.373,8.49
Inside,2547,2023-08-12,2:00 AM,224,2,Night,1.419,8.4
Inside,2547,2023-08-12,3:00 AM,224,3,Night,1.419,8.23
Inside,2547,2023-08-12,4:00 AM,224,4,Night,1.368,8.1
Inside,2547,2023-08-12,5:00 AM,224,5,Day,1.272,8
Inside,2547,2023-08-12,6:00 AM,224,6,Day,1.149,7.89
Inside,2547,2023-08-12,7:00 AM,224,7,Day,1.024,7.93
Inside,2547,2023-08-12,8:00 AM,224,8,Day,0.914,8.14
Inside,2547,2023-08-12,9:00 AM,224,9,Day,0.83,8.44
Inside,2547,2023-08-12,10:00 AM,224,10,Day,0.775,8.82
Inside,2547,2023-08-12,11:00 AM,224,11,Day,0.747,9.25
Inside,2547,2023-08-12,12:00 PM,224,12,Day,0.741,9.62
Inside,2547,2023-08-12,1:00 PM,224,13,Day,0.752,10.31
Inside,2547,2023-08-12,2:00 PM,224,14,Day,0.781,10.95
Inside,2547,2023-08-12,3:00 PM,224,15,Day,0.825,10.88
Inside,2547,2023-08-12,4:00 PM,224,16,Day,0.869,11.86
Inside,2547,2023-08-12,5:00 PM,224,17,Day,0.9,13.35
Inside,2547,2023-08-12,6:00 PM,224,18,Day,0.914,14.26
Inside,2547,2023-08-12,7:00 PM,224,19,Day,0.922,14.66
Inside,2547,2023-08-12,8:00 PM,224,20,Night,0.937,14.81
Inside,2547,2023-08-12,9:00 PM,224,21,Night,0.969,13.08
Inside,2547,2023-08-12,10:00 PM,224,22,Night,1.031,9.75
Inside,2547,2023-08-12,11:00 PM,224,23,Night,1.127,9.02
Inside,2547,2023-08-13,12:00 AM,225,0,Night,1.243,9.08
Inside,2547,2023-08-13,1:00 AM,225,1,Night,1.357,9.15
Inside,2547,2023-08-13,2:00 AM,225,2,Night,1.447,8.94
Inside,2547,2023-08-13,3:00 AM,225,3,Night,1.498,8.7
Inside,2547,2023-08-13,4:00 AM,225,4,Night,1.494,8.46
Inside,2547,2023-08-13,5:00 AM,225,5,Day,1.431,8.27
Inside,2547,2023-08-13,6:00 AM,225,6,Day,1.321,8.21
Inside,2547,2023-08-13,7:00 AM,225,7,Day,1.191,8.14
Inside,2547,2023-08-13,8:00 AM,225,8,Day,1.062,8.22
Inside,2547,2023-08-13,9:00 AM,225,9,Day,0.947,8.6
