date,set__trait,set_number__numéro_trait,species__espèces,species_name__nom_espèces,number_caught__quantité_capturé,weight_caught__poids_capturé,comment__commentaire
8/23/2022,GP173F,1,40,American_plaice__plie_americaine,88,5.8,Stable ~ 2.1 kts
8/23/2022,GP173F,1,42,Yellowtail_flounder__limande_a_queue_jaune,34,2.02,Stable ~ 2.1 kts
8/23/2022,GP173F,1,2521,Hyas_coarctatus,1,0.07,Stable ~ 2.1 kts
8/23/2022,GP171F,2,10,Atlantic_cod__morue_franche,3,1.15,Stable ~ 2.1 kts
8/23/2022,GP171F,2,40,American_plaice__plie_americaine,96,4.81,Stable ~ 2.1 kts
8/23/2022,GP171F,2,42,Yellowtail_flounder__limande_a_queue_jaune,10,0.54,Stable ~ 2.1 kts
8/23/2022,GP171F,2,2521,Hyas_coarctatus,1,0.03,Stable ~ 2.1 kts
8/23/2022,GP195F,3,10,Atlantic_cod__morue_franche,27,8.92,Stable ~ 2.2 kts
8/23/2022,GP195F,3,40,American_plaice__plie_americaine,206,9.9,Stable ~ 2.2 kts
8/23/2022,GP195F,3,42,Yellowtail_flounder__limande_a_queue_jaune,5,0.27,Stable ~ 2.2 kts
8/23/2022,GP209F,4,10,Atlantic_cod__morue_franche,2,0.34,Stable ~ 2.1 kts
8/23/2022,GP209F,4,40,American_plaice__plie_americaine,106,6.63,Stable ~ 2.1 kts
8/23/2022,GP209F,4,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.04,Stable ~ 2.1 kts
8/23/2022,GP204F,5,10,Atlantic_cod__morue_franche,9,2.44,Stable ~ 2.2 kts
8/23/2022,GP204F,5,40,American_plaice__plie_americaine,63,3.66,Stable ~ 2.2 kts
8/23/2022,GP204F,5,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.04,Stable ~ 2.2 kts
8/23/2022,GP193F,6,10,Atlantic_cod__morue_franche,10,2.71,Stable ~ 2.2 kts
8/23/2022,GP193F,6,40,American_plaice__plie_americaine,159,7.52,Stable ~ 2.2 kts
8/23/2022,GP193F,6,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.11,Stable ~ 2.2 kts
8/23/2022,GP178F,7,10,Atlantic_cod__morue_franche,3,0.64,Stable ~ 2.2 kts
8/23/2022,GP178F,7,40,American_plaice__plie_americaine,461,22.98,Stable ~ 2.2 kts
8/23/2022,GP178F,7,2521,Hyas_coarctatus,1,0.02,Stable ~ 2.2 kts
8/23/2022,GP175F,8,10,Atlantic_cod__morue_franche,3,0.92,Accroche et force ~ 2.2 kts
8/23/2022,GP175F,8,40,American_plaice__plie_americaine,100,5.99,Accroche et force ~ 2.2 kts
8/23/2022,GP175F,8,1823,sea_potato__patate_de_mer,1,0.18,Accroche et force ~ 2.2 kts
8/23/2022,GP175F,8,2521,Hyas_coarctatus,4,0.1,Accroche et force ~ 2.2 kts
8/23/2022,GP168F,9,10,Atlantic_cod__morue_franche,6,1.92,Stable ~ 2.2 kts
8/23/2022,GP168F,9,40,American_plaice__plie_americaine,200,12.83,Stable ~ 2.2 kts
8/23/2022,GP168F,9,1823,sea_potato__patate_de_mer,3,0.29,Stable ~ 2.2 kts
8/23/2022,GP145F,10,10,Atlantic_cod__morue_franche,1,0.42,Variable 2 a 2.4 noeuds
8/23/2022,GP145F,10,40,American_plaice__plie_americaine,217,13.66,Variable 2 a 2.4 noeuds
8/23/2022,GP155F,11,10,Atlantic_cod__morue_franche,3,1.09,Stable ~ 2.2 kts
8/23/2022,GP155F,11,40,American_plaice__plie_americaine,81,5.15,Stable ~ 2.2 kts
8/23/2022,GP155F,11,2521,Hyas_coarctatus,6,0.55,Stable ~ 2.2 kts
8/24/2022,GP137F,1,40,American_plaice__plie_americaine,305,17.48,Stable ~ 2.2 kts
8/24/2022,GP137F,1,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.04,Stable ~ 2.2 kts
8/24/2022,GP137F,1,1823,sea_potato__patate_de_mer,4,0.84,Stable ~ 2.2 kts
8/24/2022,GP137F,1,2521,Hyas_coarctatus,1,0.1,Stable ~ 2.2 kts
8/24/2022,GP131F,2,40,American_plaice__plie_americaine,406,24.92,Stable ~ 2.2 kts
8/24/2022,GP135F,3,40,American_plaice__plie_americaine,242,15.31,Variable 2 a 2.4 noeuds
8/24/2022,GP135F,3,1823,sea_potato__patate_de_mer,6,0.11,Variable 2 a 2.4 noeuds
8/24/2022,GP136FR1,5,10,Atlantic_cod__morue_franche,2,0.59,Stable ~ 2.2 kts
8/24/2022,GP136FR1,5,40,American_plaice__plie_americaine,61,2.99,Stable ~ 2.2 kts
8/24/2022,GP136FR1,5,42,Yellowtail_flounder__limande_a_queue_jaune,4,0.27,Stable ~ 2.2 kts
8/24/2022,GP136FR1,5,2521,Hyas_coarctatus,3,0.1,Stable ~ 2.2 kts
8/24/2022,GP144F,6,10,Atlantic_cod__morue_franche,6,2.29,Stable ~ 2.2 kts
8/24/2022,GP144F,6,40,American_plaice__plie_americaine,118,6.43,Stable ~ 2.2 kts
8/24/2022,GP144F,6,42,Yellowtail_flounder__limande_a_queue_jaune,14,0.83,Stable ~ 2.2 kts
8/24/2022,GP129F,7,10,Atlantic_cod__morue_franche,2,0.01,Stable ~ 2.2 kts
8/24/2022,GP129F,7,40,American_plaice__plie_americaine,67,3.62,Stable ~ 2.2 kts
8/24/2022,GP129F,7,42,Yellowtail_flounder__limande_a_queue_jaune,9,0.9,Stable ~ 2.2 kts
8/24/2022,GP129F,7,2521,Hyas_coarctatus,1,0.03,Stable ~ 2.2 kts
8/24/2022,GP110F,8,10,Atlantic_cod__morue_franche,4,1.72,Accroche et force ~ 2.2 kts
8/24/2022,GP110F,8,40,American_plaice__plie_americaine,63,4.86,Accroche et force ~ 2.2 kts
8/24/2022,GP110F,8,1823,sea_potato__patate_de_mer,24,1.89,Accroche et force ~ 2.2 kts
8/24/2022,GP110F,8,2521,Hyas_coarctatus,9,0.19,Accroche et force ~ 2.2 kts
8/24/2022,GP111F,9,10,Atlantic_cod__morue_franche,1,0.49,Stable ~ 2.2 kts
8/24/2022,GP111F,9,40,American_plaice__plie_americaine,221,14.35,Stable ~ 2.2 kts
8/24/2022,GP111F,9,1823,sea_potato__patate_de_mer,21,2.52,Stable ~ 2.2 kts
8/24/2022,GP095F,10,40,American_plaice__plie_americaine,227,14.41,Stable ~ 2.2 kts
8/24/2022,GP092F,11,10,Atlantic_cod__morue_franche,3,1.08,Stable ~ 2.2 kts
8/24/2022,GP092F,11,40,American_plaice__plie_americaine,286,15.5,Stable ~ 2.2 kts
8/24/2022,GP092F,11,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.04,Stable ~ 2.2 kts
8/24/2022,GP092F,11,2521,Hyas_coarctatus,1,0.01,Stable ~ 2.2 kts
8/24/2022,GP063F,12,10,Atlantic_cod__morue_franche,2,0.42,Accrochages ~ 2.2 kts
8/24/2022,GP063F,12,40,American_plaice__plie_americaine,73,4.12,Accrochages ~ 2.2 kts
8/24/2022,GP063F,12,1823,sea_potato__patate_de_mer,2,0.26,Accrochages ~ 2.2 kts
8/24/2022,GP063F,12,2521,Hyas_coarctatus,3,0.17,Accrochages ~ 2.2 kts
8/25/2022,GP070F,1,10,Atlantic_cod__morue_franche,2,1.16,Stable ~ 2.2 kts
8/25/2022,GP070F,1,40,American_plaice__plie_americaine,197,12.94,Stable ~ 2.2 kts
8/25/2022,GP093FR1,3,10,Atlantic_cod__morue_franche,1,0.44,Accroche et force ~ 2.2 kts
8/25/2022,GP093FR1,3,40,American_plaice__plie_americaine,46,3.46,Accroche et force ~ 2.2 kts
8/25/2022,GP093FR1,3,1823,sea_potato__patate_de_mer,19,1.55,Accroche et force ~ 2.2 kts
8/25/2022,GP093FR1,3,2521,Hyas_coarctatus,7,0.14,Accroche et force ~ 2.2 kts
8/25/2022,GP102F,4,40,American_plaice__plie_americaine,148,14.46,Force a cause de vase ~ 2.2 kts
8/25/2022,GP108F,5,40,American_plaice__plie_americaine,187,12.51,Stable ~ 2.2 kts
8/25/2022,GP108F,5,2521,Hyas_coarctatus,5,0.07,Stable ~ 2.2 kts
8/25/2022,GP119F,6,40,American_plaice__plie_americaine,178,17.77,Force a cause de vase ~ 2.2 kts
8/25/2022,GP132F,7,10,Atlantic_cod__morue_franche,4,0.97,Stable ~ 2.2 kts
8/25/2022,GP132F,7,40,American_plaice__plie_americaine,396,22.46,Stable ~ 2.2 kts
8/25/2022,GP186F,12,10,Atlantic_cod__morue_franche,1,0.44,Stable ~ 2.2 kts
8/25/2022,GP186F,12,40,American_plaice__plie_americaine,184,9.87,Stable ~ 2.2 kts
8/25/2022,GP186F,12,42,Yellowtail_flounder__limande_a_queue_jaune,13,0.89,Stable ~ 2.2 kts
8/25/2022,GP186F,12,2521,Hyas_coarctatus,9,0.94,Stable ~ 2.2 kts
8/26/2022,GP194F,1,40,American_plaice__plie_americaine,248,12.43,Stable ~ 2.2 kts
8/26/2022,GP194F,1,42,Yellowtail_flounder__limande_a_queue_jaune,11,0.62,Stable ~ 2.2 kts
8/26/2022,GP194F,1,2521,Hyas_coarctatus,1,0.04,Stable ~ 2.2 kts
8/26/2022,GP182F,2,10,Atlantic_cod__morue_franche,3,0.35,Stable ~ 2.1 kts
8/26/2022,GP182F,2,40,American_plaice__plie_americaine,242,13.02,Stable ~ 2.1 kts
8/26/2022,GP182F,2,42,Yellowtail_flounder__limande_a_queue_jaune,10,0.6,Stable ~ 2.1 kts
8/26/2022,GP182F,2,2521,Hyas_coarctatus,1,0.02,Stable ~ 2.1 kts
8/26/2022,GP188F,3,40,American_plaice__plie_americaine,422,23.5,Stable ~ 2.1 kts
8/26/2022,GP188F,3,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.08,Stable ~ 2.1 kts
8/26/2022,GP188F,3,2521,Hyas_coarctatus,1,0.01,Stable ~ 2.1 kts
8/26/2022,GP196F,4,40,American_plaice__plie_americaine,147,8.32,Accrochages ~ 2.2 kts
8/26/2022,GP196F,4,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.04,Accrochages ~ 2.2 kts
8/26/2022,GP196F,4,2521,Hyas_coarctatus,1,0.03,Accrochages ~ 2.2 kts
8/26/2022,GP190F,5,40,American_plaice__plie_americaine,257,13.48,Stable ~ 2.1 kts
8/26/2022,GP190F,5,42,Yellowtail_flounder__limande_a_queue_jaune,13,0.78,Stable ~ 2.1 kts
8/26/2022,GP191FR1,7,10,Atlantic_cod__morue_franche,3,1.24,Stable ~ 2.1 kts
8/26/2022,GP191FR1,7,40,American_plaice__plie_americaine,597,28.02,Stable ~ 2.1 kts
9/1/2022,GP285F,1,10,Atlantic_cod__morue_franche,511,311.32,Stable ~ 2.2 kts
9/1/2022,GP285F,1,40,American_plaice__plie_americaine,39,10.41,Stable ~ 2.2 kts
9/1/2022,GP285F,1,42,Yellowtail_flounder__limande_a_queue_jaune,68,4.01,Stable ~ 2.2 kts
9/1/2022,GP285F,1,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,5,1.45,Stable ~ 2.2 kts
9/1/2022,GP285F,1,2521,Hyas_coarctatus,12,0.14,Stable ~ 2.2 kts
9/1/2022,GP291F,2,10,Atlantic_cod__morue_franche,4,1.16,Stable ~ 2.2 kts
9/1/2022,GP291F,2,40,American_plaice__plie_americaine,96,5.15,Stable ~ 2.2 kts
9/1/2022,GP291F,2,42,Yellowtail_flounder__limande_a_queue_jaune,41,2.54,Stable ~ 2.2 kts
9/1/2022,GP291F,2,2521,Hyas_coarctatus,18,3.03,Stable ~ 2.2 kts
9/1/2022,GP297F,3,10,Atlantic_cod__morue_franche,15,1.49,Stable ~ 2.2 kts
9/1/2022,GP297F,3,40,American_plaice__plie_americaine,150,8.11,Stable ~ 2.2 kts
9/1/2022,GP297F,3,42,Yellowtail_flounder__limande_a_queue_jaune,46,1.88,Stable ~ 2.2 kts
9/1/2022,GP297F,3,2521,Hyas_coarctatus,22,3.01,Stable ~ 2.2 kts
9/1/2022,GP296F,4,10,Atlantic_cod__morue_franche,1,0.04,Stable ~ 2.2 kts
9/1/2022,GP296F,4,40,American_plaice__plie_americaine,92,6.79,Stable ~ 2.2 kts
9/1/2022,GP296F,4,42,Yellowtail_flounder__limande_a_queue_jaune,17,1.28,Stable ~ 2.2 kts
9/1/2022,GP296F,4,1823,sea_potato__patate_de_mer,64,8.27,Stable ~ 2.2 kts
9/1/2022,GP296F,4,2521,Hyas_coarctatus,8,0.99,Stable ~ 2.2 kts
9/1/2022,GP279F,5,10,Atlantic_cod__morue_franche,6,2.02,Stable ~ 2.2 kts
9/1/2022,GP279F,5,40,American_plaice__plie_americaine,86,7.36,Stable ~ 2.2 kts
9/1/2022,GP279F,5,42,Yellowtail_flounder__limande_a_queue_jaune,10,0.83,Stable ~ 2.2 kts
9/1/2022,GP279F,5,2521,Hyas_coarctatus,13,1.44,Stable ~ 2.2 kts
9/1/2022,GP255F,6,10,Atlantic_cod__morue_franche,22,5.34,Accroche et force ~ 2.2 kts
9/1/2022,GP255F,6,40,American_plaice__plie_americaine,28,2.6,Accroche et force ~ 2.2 kts
9/1/2022,GP255F,6,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.18,Accroche et force ~ 2.2 kts
9/1/2022,GP255F,6,1823,sea_potato__patate_de_mer,92,8.99,Accroche et force ~ 2.2 kts
9/1/2022,GP255F,6,2521,Hyas_coarctatus,5,0.92,Accroche et force ~ 2.2 kts
9/1/2022,GP244F,7,10,Atlantic_cod__morue_franche,18,5.47,Accroche et force ~ 2.2 kts
9/1/2022,GP244F,7,40,American_plaice__plie_americaine,7,0.34,Accroche et force ~ 2.2 kts
9/1/2022,GP244F,7,42,Yellowtail_flounder__limande_a_queue_jaune,3,0.22,Accroche et force ~ 2.2 kts
9/1/2022,GP244F,7,2521,Hyas_coarctatus,4,0.56,Accroche et force ~ 2.2 kts
9/1/2022,GP240F,8,10,Atlantic_cod__morue_franche,1,0.24,Accroche et force ~ 2.2 kts
9/1/2022,GP240F,8,40,American_plaice__plie_americaine,79,4.62,Accroche et force ~ 2.2 kts
9/1/2022,GP240F,8,1823,sea_potato__patate_de_mer,12,0.96,Accroche et force ~ 2.2 kts
9/1/2022,GP240F,8,2521,Hyas_coarctatus,5,0.65,Accroche et force ~ 2.2 kts
9/2/2022,GP210FR1,1,10,Atlantic_cod__morue_franche,26,9.13,Accroche et force ~ 2.2 kts
9/2/2022,GP210FR1,1,40,American_plaice__plie_americaine,138,7.46,Accroche et force ~ 2.2 kts
9/2/2022,GP210FR1,1,42,Yellowtail_flounder__limande_a_queue_jaune,5,0.32,Accroche et force ~ 2.2 kts
9/2/2022,GP210FR1,1,1823,sea_potato__patate_de_mer,24,3.05,Accroche et force ~ 2.2 kts
9/2/2022,GP210FR1,1,2521,Hyas_coarctatus,7,0.33,Accroche et force ~ 2.2 kts
9/2/2022,GP229F,2,10,Atlantic_cod__morue_franche,6,1.92,Accroche et force ~ 2.2 kts
9/2/2022,GP229F,2,40,American_plaice__plie_americaine,138,11.41,Accroche et force ~ 2.2 kts
9/2/2022,GP229F,2,42,Yellowtail_flounder__limande_a_queue_jaune,3,0.32,Accroche et force ~ 2.2 kts
9/2/2022,GP229F,2,1823,sea_potato__patate_de_mer,108,11.67,Accroche et force ~ 2.2 kts
9/2/2022,GP229F,2,2521,Hyas_coarctatus,46,2.78,Accroche et force ~ 2.2 kts
9/2/2022,GP246FR1,4,10,Atlantic_cod__morue_franche,6,1.99,Accroche et force ~ 2.2 kts
9/2/2022,GP246FR1,4,40,American_plaice__plie_americaine,20,2.24,Accroche et force ~ 2.2 kts
9/2/2022,GP246FR1,4,42,Yellowtail_flounder__limande_a_queue_jaune,2,0.23,Accroche et force ~ 2.2 kts
9/2/2022,GP246FR1,4,1823,sea_potato__patate_de_mer,7,0.41,Accroche et force ~ 2.2 kts
9/2/2022,GP252F,5,10,Atlantic_cod__morue_franche,30,11.06,Accroche et force ~ 2.2 kts
9/2/2022,GP252F,5,40,American_plaice__plie_americaine,153,9.47,Accroche et force ~ 2.2 kts
9/2/2022,GP252F,5,42,Yellowtail_flounder__limande_a_queue_jaune,21,1.45,Accroche et force ~ 2.2 kts
9/2/2022,GP252F,5,1823,sea_potato__patate_de_mer,1,0.13,Accroche et force ~ 2.2 kts
9/2/2022,GP252F,5,2521,Hyas_coarctatus,1,0.13,Accroche et force ~ 2.2 kts
9/2/2022,GP245F,6,10,Atlantic_cod__morue_franche,4,1.28,Accroche et force ~ 2.2 kts
9/2/2022,GP245F,6,40,American_plaice__plie_americaine,94,6.35,Accroche et force ~ 2.2 kts
9/2/2022,GP245F,6,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.11,Accroche et force ~ 2.2 kts
9/2/2022,GP245F,6,1823,sea_potato__patate_de_mer,97,10.18,Accroche et force ~ 2.2 kts
9/2/2022,GP245F,6,2521,Hyas_coarctatus,8,0.22,Accroche et force ~ 2.2 kts
9/2/2022,GP248F,7,10,Atlantic_cod__morue_franche,1,0.46,Accroche et force ~ 2.2 kts
9/2/2022,GP248F,7,40,American_plaice__plie_americaine,363,20.05,Accroche et force ~ 2.2 kts
9/2/2022,GP248F,7,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.11,Accroche et force ~ 2.2 kts
9/2/2022,GP248F,7,1823,sea_potato__patate_de_mer,7,0.86,Accroche et force ~ 2.2 kts
9/2/2022,GP248F,7,2521,Hyas_coarctatus,2,0.15,Accroche et force ~ 2.2 kts
9/2/2022,GP263F,8,10,Atlantic_cod__morue_franche,23,10.04,Stable ~ 2.2 kts
9/2/2022,GP263F,8,40,American_plaice__plie_americaine,182,12.53,Stable ~ 2.2 kts
9/2/2022,GP263F,8,1823,sea_potato__patate_de_mer,29,3.99,Stable ~ 2.2 kts
9/2/2022,GP275FR1,10,10,Atlantic_cod__morue_franche,27,9.17,Accroche et force ~ 2.1 kts
9/2/2022,GP275FR1,10,40,American_plaice__plie_americaine,64,4.54,Accroche et force ~ 2.1 kts
9/2/2022,GP275FR1,10,1823,sea_potato__patate_de_mer,114,10.18,Accroche et force ~ 2.1 kts
9/2/2022,GP275FR1,10,2521,Hyas_coarctatus,3,0.01,Accroche et force ~ 2.1 kts
9/2/2022,GP283F,11,10,Atlantic_cod__morue_franche,7,2.99,Stable ~ 2.2 kts
9/2/2022,GP283F,11,40,American_plaice__plie_americaine,284,17.46,Stable ~ 2.2 kts
9/3/2022,GP268F,1,10,Atlantic_cod__morue_franche,1,0.18,Accroche et force ~ 2.2 kts
9/3/2022,GP268F,1,40,American_plaice__plie_americaine,81,4.78,Accroche et force ~ 2.2 kts
9/3/2022,GP268F,1,1823,sea_potato__patate_de_mer,59,6.16,Accroche et force ~ 2.2 kts
9/3/2022,GP268F,1,2521,Hyas_coarctatus,21,1.56,Accroche et force ~ 2.2 kts
9/3/2022,GP259F,2,10,Atlantic_cod__morue_franche,1,0.24,Accroche et force ~ 2.2 kts
9/3/2022,GP259F,2,40,American_plaice__plie_americaine,48,3.39,Accroche et force ~ 2.2 kts
9/3/2022,GP259F,2,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.11,Accroche et force ~ 2.2 kts
9/3/2022,GP259F,2,2521,Hyas_coarctatus,6,0.43,Accroche et force ~ 2.2 kts
9/3/2022,GP292FR1,4,10,Atlantic_cod__morue_franche,3,1.13,Accroche et force ~ 2.2 kts
9/3/2022,GP292FR1,4,40,American_plaice__plie_americaine,24,4.66,Accroche et force ~ 2.2 kts
9/3/2022,GP292FR1,4,1823,sea_potato__patate_de_mer,457,32.19,Accroche et force ~ 2.2 kts
9/3/2022,GP292FR1,4,2521,Hyas_coarctatus,17,1.3,Accroche et force ~ 2.2 kts
9/3/2022,GP274F,5,10,Atlantic_cod__morue_franche,7,1.46,Stable ~ 2.2 kts
9/3/2022,GP274F,5,40,American_plaice__plie_americaine,98,6.83,Stable ~ 2.2 kts
9/3/2022,GP274F,5,42,Yellowtail_flounder__limande_a_queue_jaune,31,2.65,Stable ~ 2.2 kts
9/3/2022,GP274F,5,1823,sea_potato__patate_de_mer,98,9.19,Stable ~ 2.2 kts
9/3/2022,GP274F,5,2521,Hyas_coarctatus,22,1.17,Stable ~ 2.2 kts
9/3/2022,GP272F,6,40,American_plaice__plie_americaine,79,7.74,Stable ~ 2.2 kts
9/3/2022,GP272F,6,42,Yellowtail_flounder__limande_a_queue_jaune,191,9.38,Stable ~ 2.2 kts
9/3/2022,GP272F,6,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,7,1.06,Stable ~ 2.2 kts
9/3/2022,GP272F,6,2521,Hyas_coarctatus,1,0.01,Stable ~ 2.2 kts
9/3/2022,GP267F,7,40,American_plaice__plie_americaine,52,1.5,Stable ~ 2.2 kts
9/3/2022,GP267F,7,42,Yellowtail_flounder__limande_a_queue_jaune,47,3.26,Stable ~ 2.2 kts
9/3/2022,GP267F,7,43,winter_flounder__plie_rouge,9,1.78,Stable ~ 2.2 kts
9/3/2022,GP254F,8,40,American_plaice__plie_americaine,10,1.16,Force a cause de vase ~ 2.2 kts
9/3/2022,GP254F,8,43,winter_flounder__plie_rouge,1,0.31,Force a cause de vase ~ 2.2 kts
9/3/2022,GP256F,9,40,American_plaice__plie_americaine,54,7.64,Force a cause de vase ~ 2.2 kts
9/3/2022,GP256F,9,42,Yellowtail_flounder__limande_a_queue_jaune,5,0.34,Force a cause de vase ~ 2.2 kts
9/3/2022,GP256F,9,43,winter_flounder__plie_rouge,57,10.32,Force a cause de vase ~ 2.2 kts
9/3/2022,GP241F,10,40,American_plaice__plie_americaine,84,3.59,Force a cause de vase ~ 2.2 kts
9/3/2022,GP241F,10,42,Yellowtail_flounder__limande_a_queue_jaune,8,0.85,Force a cause de vase ~ 2.2 kts
9/3/2022,GP241F,10,43,winter_flounder__plie_rouge,10,2.05,Force a cause de vase ~ 2.2 kts
9/3/2022,GP241F,10,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.12,Force a cause de vase ~ 2.2 kts
9/3/2022,GP231F,11,10,Atlantic_cod__morue_franche,3,0.21,Stable ~ 2.2 kts
9/3/2022,GP231F,11,40,American_plaice__plie_americaine,27,0.68,Stable ~ 2.2 kts
9/3/2022,GP231F,11,43,winter_flounder__plie_rouge,52,5.7,Stable ~ 2.2 kts
9/3/2022,GP238F,12,40,American_plaice__plie_americaine,37,2.47,Stable ~ 2.2 kts
9/3/2022,GP238F,12,42,Yellowtail_flounder__limande_a_queue_jaune,2,0.14,Stable ~ 2.2 kts
9/3/2022,GP238F,12,43,winter_flounder__plie_rouge,4,0.63,Stable ~ 2.2 kts
9/3/2022,GP238F,12,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,10,1.4,Stable ~ 2.2 kts
9/3/2022,GP262F,13,40,American_plaice__plie_americaine,19,1.48,Force a cause de vase ~ 2.2 kts
9/3/2022,GP262F,13,43,winter_flounder__plie_rouge,1,0.18,Force a cause de vase ~ 2.2 kts
9/3/2022,GP264F,14,40,American_plaice__plie_americaine,20,1.96,Force a cause de vase ~ 2.2 kts
9/3/2022,GP264F,14,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.1,Force a cause de vase ~ 2.2 kts
9/4/2022,GP271F,1,40,American_plaice__plie_americaine,20,1.22,Force a cause de vase ~ 2.2 kts
9/4/2022,GP270F,2,40,American_plaice__plie_americaine,19,1.62,Force a cause de vase ~ 2.2 kts
9/4/2022,GP266F,3,40,American_plaice__plie_americaine,14,2.08,Force a cause de vase ~ 2.2 kts
9/4/2022,GP277F,4,40,American_plaice__plie_americaine,30,1.48,Stable ~ 2.2 kts
9/4/2022,GP277F,4,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.17,Stable ~ 2.2 kts
9/4/2022,GP294F,5,10,Atlantic_cod__morue_franche,14,0.66,Stable ~ 2.2 kts
9/4/2022,GP294F,5,40,American_plaice__plie_americaine,71,3.62,Stable ~ 2.2 kts
9/4/2022,GP294F,5,42,Yellowtail_flounder__limande_a_queue_jaune,2,0.11,Stable ~ 2.2 kts
9/4/2022,GP294F,5,43,winter_flounder__plie_rouge,15,2.31,Stable ~ 2.2 kts
9/4/2022,GP294F,5,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,3,0.36,Stable ~ 2.2 kts
9/4/2022,GP284F,6,40,American_plaice__plie_americaine,16,2.01,Force a cause de vase ~ 2.2 kts
9/4/2022,GP284F,6,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.26,Force a cause de vase ~ 2.2 kts
9/4/2022,GP276F,7,40,American_plaice__plie_americaine,7,1.51,Force a cause de vase ~ 2.2 kts
9/4/2022,GP276F,7,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.12,Force a cause de vase ~ 2.2 kts
9/4/2022,GP280F,8,40,American_plaice__plie_americaine,46,3.74,Force a cause de vase ~ 2.2 kts
9/4/2022,GP301F,9,40,American_plaice__plie_americaine,29,1.65,Stable ~ 2.2 kts
9/4/2022,GP301F,9,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.38,Stable ~ 2.2 kts
9/4/2022,GP301F,9,2521,Hyas_coarctatus,1,0.01,Stable ~ 2.2 kts
9/4/2022,GP289F,10,40,American_plaice__plie_americaine,17,1.3,Force a cause de vase ~ 2.2 kts
9/4/2022,GP298F,11,40,American_plaice__plie_americaine,38,2.02,Stable ~ 2.1 kts
9/4/2022,GP286F,12,10,Atlantic_cod__morue_franche,2,0.49,Stable ~ 2.2 kts
9/4/2022,GP286F,12,40,American_plaice__plie_americaine,196,7.34,Stable ~ 2.2 kts
9/4/2022,GP286F,12,42,Yellowtail_flounder__limande_a_queue_jaune,4,0.42,Stable ~ 2.2 kts
9/4/2022,GP286F,12,1823,sea_potato__patate_de_mer,9,1.92,Stable ~ 2.2 kts
9/4/2022,GP286F,12,2521,Hyas_coarctatus,5,0.05,Stable ~ 2.2 kts
9/4/2022,GP306F,13,10,Atlantic_cod__morue_franche,8,1.42,Stable ~ 2.2 kts
9/4/2022,GP306F,13,40,American_plaice__plie_americaine,67,3.38,Stable ~ 2.2 kts
9/4/2022,GP306F,13,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.06,Stable ~ 2.2 kts
9/4/2022,GP306F,13,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.44,Stable ~ 2.2 kts
9/4/2022,GP306F,13,1823,sea_potato__patate_de_mer,58,12.81,Stable ~ 2.2 kts
9/4/2022,GP306F,13,2521,Hyas_coarctatus,4,0.06,Stable ~ 2.2 kts
9/5/2022,GP308F,1,10,Atlantic_cod__morue_franche,74,3.82,Stable ~ 2.2 kts
9/5/2022,GP308F,1,40,American_plaice__plie_americaine,257,10.72,Stable ~ 2.2 kts
9/5/2022,GP308F,1,42,Yellowtail_flounder__limande_a_queue_jaune,152,9.65,Stable ~ 2.2 kts
9/5/2022,GP308F,1,201,thorny_skate__raie_epineuse,1,0.42,Stable ~ 2.2 kts
9/5/2022,GP308F,1,2521,Hyas_coarctatus,1,0.03,Stable ~ 2.2 kts
9/5/2022,GP314F,2,10,Atlantic_cod__morue_franche,27,3.26,Stable ~ 2.2 kts
9/5/2022,GP314F,2,40,American_plaice__plie_americaine,242,11.52,Stable ~ 2.2 kts
9/5/2022,GP314F,2,42,Yellowtail_flounder__limande_a_queue_jaune,65,4.58,Stable ~ 2.2 kts
9/5/2022,GP314F,2,201,thorny_skate__raie_epineuse,1,0.29,Stable ~ 2.2 kts
9/5/2022,GP314F,2,2521,Hyas_coarctatus,1,0.22,Stable ~ 2.2 kts
9/5/2022,GP310F,3,10,Atlantic_cod__morue_franche,15,0.49,Stable ~ 2.2 kts
9/5/2022,GP310F,3,40,American_plaice__plie_americaine,65,4.2,Stable ~ 2.2 kts
