Sampling year,Station code,Station name,Date in,Date out,Weeks,Station Description,Collector Latitude,Collector Longitude,Collector ID,Surface Type,Surface ID,Probe Type,Probe Sample Date/Time,Probe Depth,Temperture C,Sal ppt,O2 percent,O2 mg-l,SpCond - mS,Spc - mS,pH,Turbidity,Weather Notes,Samplers,Other species,B. violaceus % cover,B. violaceus Color Notes,C. intestinalis % cover,S. clava % cover,B. schlosseri % cover,B. schlosseri Color Notes,C. mutica % cover,M. membranacea % cover,C. fragile fragile % cover
2018,32,"Summerside, PE",2018-06-12,2018-10-02,16.0,,46.3888,-63.78569,946,Petri dish,Petri dish 3,YSI Pro+,2018-10-02 18:45,1.0,14.3,28.19,99.8,8.57,43700.0,34730.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Common Atlantic slipper (Crepidula fornicata),25,"orange, rust and burgundy colonies.",0,0,15,grey and black and black and purple colonies.,0,0,0
2018,32,"Summerside, PE",2018-06-12,2018-10-02,16.0,,46.3888,-63.78569,946,Plate,Plate 1,YSI Pro+,2018-10-02 18:45,1.0,14.3,28.19,99.8,8.57,43700.0,34730.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Eastern white slippersn (Crepidula plana)",25,"Orange, burgundy and rust colonies.",0,0,35,"black and white, black and purple, brown and green and brown and black colonies.",0,0,0
2018,32,"Summerside, PE",2018-06-12,2018-10-02,16.0,,46.38829,-63.78554,947,Petri dish,Petri dish 1,YSI Pro+,2018-10-02 18:45,1.0,14.3,28.19,99.8,8.57,43700.0,34730.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Barnacle (Cirripedia),80,rust and orange orange colonies.,0,0,10,black and white colonies.,0,0,0
2018,32,"Summerside, PE",2018-06-12,2018-10-02,16.0,,46.38829,-63.78554,947,Petri dish,Petri dish 2,YSI Pro+,2018-10-02 18:45,1.0,14.3,28.19,99.8,8.57,43700.0,34730.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,60,"rust, orange, burgundy colonies.",0,0,25,black and purple and grey and black colonies.,0,0,0
2018,32,"Summerside, PE",2018-06-12,2018-10-02,16.0,,46.38829,-63.78554,947,Petri dish,Petri dish 3,YSI Pro+,2018-10-02 18:45,1.0,14.3,28.19,99.8,8.57,43700.0,34730.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Barnacle (Cirripedia),75,"rust, orange and burgundy colonies.",0,0,15,"black and white, grey and black and brown and black colonies.",0,0,0
2018,32,"Summerside, PE",2018-06-12,2018-10-02,16.0,,46.38829,-63.78554,947,Plate,Plate 1,YSI Pro+,2018-10-02 18:45,1.0,14.3,28.19,99.8,8.57,43700.0,34730.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Barnacle (Cirripedia),50,orange and rust colonies.,0,0,10,black and purple colonies.,0,0,0
2018,32,"Summerside, PE",2018-06-12,2018-10-02,16.0,,46.38824,-63.78522,948,Plate,Plate 1,YSI Pro+,2018-10-02 18:45,1.0,14.3,28.19,99.8,8.57,43700.0,34730.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,40,"orange, beige and rust colonies.",0,0,50,black and purple and black and yellow.,0,0,0
2018,32,"Summerside, PE",2018-06-12,2018-10-02,16.0,,46.38838,-63.78603,950,Plate,Plate 1,YSI Pro+,2018-10-02 18:45,1.0,14.3,28.19,99.8,8.57,43700.0,34730.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Eastern Oyster (Crassostrea virginica),50,orange and rust colonies.,0,0,5,black and white colonies.,0,0,0
2018,32,"Summerside, PE",2018-06-12,2018-10-02,16.0,,46.3887,-63.78523,945,Plate,Plate 1,YSI Pro+,2018-10-02 18:45,1.0,14.3,28.19,99.8,8.57,43700.0,34730.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,40,orange colonies.,0,0,50,"black and grey, black and purple, black and brown and black and yellow colonies.",0,0,0
2018,32,"Summerside, PE",2018-06-12,2018-10-02,16.0,,46.38883,-63.78598,949,Plate,Plate 1,YSI Pro+,2018-10-02 18:45,1.0,14.3,28.19,99.8,8.57,43700.0,34730.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,80,orange and burgundy colonies.,0,0,15,"black and yellow, black and grey and brown and black colonies.",0,0,0
2018,32,"Summerside, PE",2018-06-12,2018-10-02,16.0,,46.38943,-63.79247,951,Plate,Plate 1,YSI Pro+,2018-10-02 18:45,1.0,14.3,28.19,99.8,8.57,43700.0,34730.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Eastern Oyster (Crassostrea virginica)",3,burgundy colonies.,0,0,0,,0,0,0
2018,32,"Summerside, PE",2018-06-12,2018-10-02,16.0,,46.38885,-63.7923,952,Plate,Plate 1,YSI Pro+,2018-10-02 18:45,1.0,14.3,28.19,99.8,8.57,43700.0,34730.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,1,orange colony.,0,0,0,,0,0,0
2018,33,"Borden, PE",2018-06-12,2018-10-01,15.86,,46.24944,-63.70118,940,Petri dish,Petri dish 1,YSI Pro+,2018-10-01 14:40,1.0,15.4,29.43,95.5,7.97,45401.0,37104.0,,,sunny and windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,10,"orange, violet, cream and rust colonies",0,0,0,,0,0,0
2018,33,"Borden, PE",2018-06-12,2018-10-01,15.86,,46.24944,-63.70118,940,Petri dish,Petri dish 2,YSI Pro+,2018-10-01 14:40,1.0,15.4,29.43,95.5,7.97,45401.0,37104.0,,,sunny and windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,20,"orange, violet, cream and rust colonies.",0,0,0,,0,0,0
2018,33,"Borden, PE",2018-06-12,2018-10-01,15.86,,46.24944,-63.70118,940,Petri dish,Petri dish 3,YSI Pro+,2018-10-01 14:40,1.0,15.4,29.43,95.5,7.97,45401.0,37104.0,,,sunny and windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,10,"orange, violet, cream and rust colonies.",0,0,5,black and white colonies.,0,0,0
2018,33,"Borden, PE",2018-06-12,2018-10-01,15.86,,46.24944,-63.70118,940,Plate,Plate 1,YSI Pro+,2018-10-01 14:40,1.0,15.4,29.43,95.5,7.97,45401.0,37104.0,,,sunny and windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Common Atlantic slipper (Crepidula fornicata),2,violet and rust colonies.,0,0,0,,0,0,0
2018,33,"Borden, PE",2018-06-12,2018-10-01,15.86,,46.24951,-63.701,937,Petri dish,Petri dish 1,YSI Pro+,2018-10-01 14:40,1.0,15.4,29.43,95.5,7.97,45401.0,37104.0,,,sunny and windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Bryozoans (Ectoprocta), Fan ectoproct (Bugula spp)",10,"cream, rust, orange and violet colonies.",0,0,2,grey and white colonies.,0,0,0
2018,33,"Borden, PE",2018-06-12,2018-10-01,15.86,,46.24951,-63.701,937,Petri dish,Petri dish 2,YSI Pro+,2018-10-01 14:40,1.0,15.4,29.43,95.5,7.97,45401.0,37104.0,,,sunny and windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Bryozoans (Ectoprocta), Fan ectoproct (Bugula spp)",20,"orange, rust and violet colonies.",0,0,10,black and purple and black and white colonies.,0,0,0
2018,33,"Borden, PE",2018-06-12,2018-10-01,15.86,,46.24951,-63.701,937,Petri dish,Petri dish 3,YSI Pro+,2018-10-01 14:40,1.0,15.4,29.43,95.5,7.97,45401.0,37104.0,,,sunny and windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Bryozoans (Ectoprocta), Fan ectoproct (Bugula spp)",10,"rust, orange, violet and cream colonies.",0,0,15,black and white colonies.,0,0,0
2018,33,"Borden, PE",2018-06-12,2018-10-01,15.86,,46.24951,-63.701,937,Plate,Plate 1,YSI Pro+,2018-10-01 14:40,1.0,15.4,29.43,95.5,7.97,45401.0,37104.0,,,sunny and windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Common Atlantic slipper (Crepidula fornicata),1,rust,0,0,0,,0,0,0
2018,33,"Borden, PE",2018-06-12,2018-10-01,15.86,,46.2439,-63.70116,935,Plate,Plate 1,YSI Pro+,2018-10-01 14:40,1.0,15.4,29.43,95.5,7.97,45401.0,37104.0,,,sunny and windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Fan ectoproct (Bugula spp),25,"orange, rust, cream and violet colonies.",0,0,10,black and yellow colonies.,0,0,0
2018,33,"Borden, PE",2018-06-12,2018-10-01,15.86,,46.24917,-63.70064,939,Plate,Plate 1,YSI Pro+,2018-10-01 14:40,1.0,15.4,29.43,95.5,7.97,45401.0,37104.0,,,sunny and windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,15,"cream, rust, orange and violet colonies.",0,0,15,"black and yellow, brown and yellow, black and grey and brown and green colonies.",0,0,0
2018,34,"New London, PE",2018-06-12,2018-10-02,16.0,,46.46907,-63.51349,974,Plate,Plate 1,YSI Pro+,2018-10-02 09:40,1.0,13.7,26.84,96.8,8.54,41819.0,32802.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Barnacle (Cirripedia),0,,0,0,50,black and purple colonies.,0,0,0
2018,34,"New London, PE",2018-06-12,2018-10-02,16.0,,46.46945,-63.51397,973,Plate,Plate 1,YSI Pro+,2018-10-02 09:40,1.0,13.7,26.84,96.8,8.54,41819.0,32802.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Bryozoans (Ectoprocta),0,,0,0,0,,0,0,0
2018,34,"New London, PE",2018-06-12,2018-10-02,16.0,,46.4696,-63.51384,976,Plate,Plate 1,YSI Pro+,2018-10-02 09:40,1.0,13.7,26.84,96.8,8.54,41819.0,32802.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Sea grapes (Molgula sp)",0,,0,0,75,"black and white, black and green, grey and black and black and purple colonies.",0,0,0
2018,34,"New London, PE",2018-06-12,2018-10-02,16.0,,46.4696,-63.51384,975,Plate,Plate 1,YSI Pro+,2018-10-02 09:40,1.0,13.7,26.84,96.8,8.54,41819.0,32802.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Bryozoans (Ectoprocta), Sea grapes (Molgula sp)",0,,0,0,20,brown and black and black and purple colonies.,0,0,0
2018,35,"Stanley Bridge, PE",2018-06-12,2018-10-02,16.0,,46.46384,-63.4587,931,Petri dish,Petri dish 1,YSI Pro+,2018-10-02 09:00,1.0,13.9,26.65,93.8,8.2,41504.0,32715.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Sponge (Porifera),1,orange colonies.,0,0,0,,0,0,0
2018,35,"Stanley Bridge, PE",2018-06-12,2018-10-02,16.0,,46.46384,-63.4587,931,Petri dish,Petri dish 2,YSI Pro+,2018-10-02 09:00,1.0,13.9,26.65,93.8,8.2,41504.0,32715.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Sponge (Porifera),1,orange colonies.,0,0,0,,0,0,0
2018,35,"Stanley Bridge, PE",2018-06-12,2018-10-02,16.0,,46.46384,-63.4587,931,Petri dish,Petri dish 3,YSI Pro+,2018-10-02 09:00,1.0,13.9,26.65,93.8,8.2,41504.0,32715.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Sponge (Porifera),1,orange colonies.,0,0,0,,0,0,0
2018,35,"Stanley Bridge, PE",2018-06-12,2018-10-02,16.0,,46.46384,-63.4587,931,Plate,Plate 1,YSI Pro+,2018-10-02 09:00,1.0,13.9,26.65,93.8,8.2,41504.0,32715.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,0,,0,0,10,black and white and black and purple colonies.,0,0,0
2018,35,"Stanley Bridge, PE",2018-06-12,2018-10-02,16.0,,46.46359,-63.45938,932,Petri dish,Petri dish 1,YSI Pro+,2018-10-02 09:00,1.0,13.9,26.65,93.8,8.2,41504.0,32715.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Fan ectoproct (Bugula spp),60,orange and yellow colonies.,0,0,15,black and purple colonies.,0,0,0
2018,35,"Stanley Bridge, PE",2018-06-12,2018-10-02,16.0,,46.46359,-63.45938,932,Petri dish,Petri dish 2,YSI Pro+,2018-10-02 09:00,1.0,13.9,26.65,93.8,8.2,41504.0,32715.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Fan ectoproct (Bugula spp), Sea grapes (Molgula sp)",75,orange and beige colonies.,0,0,10,black and red and black and white colonies.,0,0,0
2018,35,"Stanley Bridge, PE",2018-06-12,2018-10-02,16.0,,46.46359,-63.45938,932,Petri dish,Petri dish 3,YSI Pro+,2018-10-02 09:00,1.0,13.9,26.65,93.8,8.2,41504.0,32715.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Fan ectoproct (Bugula spp),20,"orange, violet and beige colonies.",0,0,75,"black and white, black and grey, black and yellow, brown and green colonies.",0,0,0
2018,35,"Stanley Bridge, PE",2018-06-12,2018-10-02,16.0,,46.46359,-63.45938,932,Plate,Plate 1,YSI Pro+,2018-10-02 09:00,1.0,13.9,26.65,93.8,8.2,41504.0,32715.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Blue mussel (Mytilus edulis), Fan ectoproct (Bugula spp), Sponge (Porifera)",0,,0,5,50,black and purple and black and grey colonies.,0,0,0
2018,35,"Stanley Bridge, PE",2018-06-12,2018-10-02,16.0,,46.46326,-63.46007,933,Plate,Plate 1,YSI Pro+,2018-10-02 09:00,1.0,13.9,26.65,93.8,8.2,41504.0,32715.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Bryozoans (Ectoprocta), Fan ectoproct (Bugula spp), Sea star (Asteroidea), Skeleton shrimp (Caprellida), Tubularian hydroid (Tubulariidae)",0,,0,10,40,"grey and black, brown and yellow, black and yellow, black and white and black and purple colonies.",0,0,0
2018,35,"Stanley Bridge, PE",2018-06-12,2018-10-02,16.0,,46.4639,-63.45917,961,Plate,Plate 1,YSI Pro+,2018-10-02 09:00,1.0,13.9,26.65,93.8,8.2,41504.0,32715.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Bryozoans (Ectoprocta),5,orange colonies.,0,0,0,,0,0,0
2018,35,"Stanley Bridge, PE",2018-06-12,2018-10-02,16.0,,46.46354,-63.45845,934,Plate,Plate 1,YSI Pro+,2018-10-02 09:00,1.0,13.9,26.65,93.8,8.2,41504.0,32715.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Fan ectoproct (Bugula spp), Sponge (Porifera)",0,,0,0,60,"black and purple, black and yellow, black and grey colonies.",0,0,0
2018,35,"Stanley Bridge, PE",2018-06-12,2018-10-02,16.0,,46.46315,-63.45876,962,Plate,Plate 1,YSI Pro+,2018-10-02 09:00,1.0,13.9,26.65,93.8,8.2,41504.0,32715.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,0,,0,0,0,,0,0,0
2018,36,"North Rustico, PE",2018-06-12,2018-10-02,16.0,,46.45673,-63.31058,963,Petri dish,Petri dish 1,YSI Pro+,2018-10-02 08:30,,,,,,,,,,,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Barnacle (Cirripedia),0,,0,0,75,"Black and yellow, green and orange, orange and yellow and clear colonies",0,0,0
2018,36,"North Rustico, PE",2018-06-12,2018-10-02,16.0,,46.45673,-63.31058,963,Petri dish,Petri dish 2,YSI Pro+,2018-10-02 08:30,,,,,,,,,,,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Barnacle (Cirripedia),0,,0,0,90,"Black and purple, yellow and brown and black and white colonies",0,0,0
2018,36,"North Rustico, PE",2018-06-12,2018-10-02,16.0,,46.45673,-63.31058,963,Petri dish,Petri dish 3,YSI Pro+,2018-10-02 08:30,,,,,,,,,,,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Barnacle (Cirripedia),0,,0,0,90,"Black and yellow, black and purple, brown and black and green and cream colonies",0,0,0
2018,36,"North Rustico, PE",2018-06-12,2018-10-02,16.0,,46.45673,-63.31058,963,Plate,Plate 1,YSI Pro+,2018-10-02 08:30,,,,,,,,,,,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Barnacle (Cirripedia),0,,0,0,40,"Black and white, black and cream, black and yellow, orange and brown and green and purple colonies",0,0,0
2018,36,"North Rustico, PE",2018-06-12,2018-10-02,16.0,,46.45652,-63.31107,964,Petri dish,Petri dish 1,YSI Pro+,2018-10-02 08:30,,,,,,,,,,,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Blue mussel (Mytilus edulis)",0,,0,0,15,"Green and brown, grey and black and yellow and black colonies",0,0,0
2018,36,"North Rustico, PE",2018-06-12,2018-10-02,16.0,,46.45652,-63.31107,964,Petri dish,Petri dish 2,YSI Pro+,2018-10-02 08:30,,,,,,,,,,,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Blue mussel (Mytilus edulis)",0,,0,0,15,Black and purple and grey and brown colonies,0,0,0
2018,36,"North Rustico, PE",2018-06-12,2018-10-02,16.0,,46.45652,-63.31107,964,Petri dish,Petri dish 3,YSI Pro+,2018-10-02 08:30,,,,,,,,,,,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Sea grapes (Molgula sp), Sponge (Porifera)",0,,0,0,30,"Green and brown, black and grey and black and yellow colonies",0,0,0
2018,36,"North Rustico, PE",2018-06-12,2018-10-02,16.0,,46.45652,-63.31107,964,Plate,Plate 1,YSI Pro+,2018-10-02 08:30,,,,,,,,,,,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Blue mussel (Mytilus edulis), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,36,"North Rustico, PE",2018-06-12,2018-10-02,16.0,,46.45642,-63.31118,941,Plate,Plate 1,YSI Pro+,2018-10-02 08:30,,,,,,,,,,,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Sponge (Porifera)",0,,0,0,85,"Black and yellow, grey and brown, black and purple and halt and brown colonies",0,0,0
2018,36,"North Rustico, PE",2018-06-12,2018-10-02,16.0,,46.45635,-63.31134,944,Plate,Plate 1,YSI Pro+,2018-10-02 08:30,,,,,,,,,,,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Sea grapes (Molgula sp)",0,,0,0,25,black and purple colonies,0,0,0
2018,36,"North Rustico, PE",2018-06-12,2018-10-02,16.0,,46.45688,-63.31035,943,Plate,Plate 1,YSI Pro+,2018-10-02 08:30,,,,,,,,,,,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Barnacle (Cirripedia),0,,0,0,45,"Black and white, black and grey, green and orange and black and orange colonies.",0,0,0
2018,37,"Nine Mile Creek, PE",2018-06-12,2018-10-01,15.86,,46.14837,-63.21826,971,Petri dish,Petri dish 1,YSI Pro+,2018-10-01 15:24,1.0,14.4,29.6,102.0,8.69,45669.0,36391.0,,,Sun / wind,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Sea grapes (Molgula sp),2,Orange,0,0,90,Black and white colonies,0,0,0
2018,37,"Nine Mile Creek, PE",2018-06-12,2018-10-01,15.86,,46.14837,-63.21826,971,Petri dish,Petri dish 2,YSI Pro+,2018-10-01 15:24,1.0,14.4,29.6,102.0,8.69,45669.0,36391.0,,,Sun / wind,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Blue mussel (Mytilus edulis), Bryozoans (Ectoprocta), Sea grapes (Molgula sp)",10,Orange / Violet,0,0,0,,0,0,0
2018,37,"Nine Mile Creek, PE",2018-06-12,2018-10-01,15.86,,46.14837,-63.21826,971,Petri dish,Petri dish 3,YSI Pro+,2018-10-01 15:24,1.0,14.4,29.6,102.0,8.69,45669.0,36391.0,,,Sun / wind,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Sea grapes (Molgula sp),2,Orange / Violet,0,0,75,Black and purple colonies,0,0,0
2018,37,"Nine Mile Creek, PE",2018-06-12,2018-10-01,15.86,,46.14837,-63.21826,971,Plate,Plate 1,YSI Pro+,2018-10-01 15:24,1.0,14.4,29.6,102.0,8.69,45669.0,36391.0,,,Sun / wind,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Sea grapes (Molgula sp)",10,Rust / Orange,0,0,30,Black and purple and grey and purple colonies,0,0,0
2018,37,"Nine Mile Creek, PE",2018-06-12,2018-10-01,15.86,,46.14838,-63.21833,972,Plate,Plate 1,YSI Pro+,2018-10-01 15:24,1.0,14.4,29.6,102.0,8.69,45669.0,36391.0,,,Sun / wind,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Anemones (Actiniaria), Barnacle (Cirripedia), Blue mussel (Mytilus edulis)",5,Orange/ violet / Cream,0,0,40,Black and white and black and purple colonies,0,0,0
2018,37,"Nine Mile Creek, PE",2018-06-12,2018-10-01,15.86,,46.14801,-63.21856,954,Plate,Plate 1,YSI Pro+,2018-10-01 15:24,1.0,14.4,29.6,102.0,8.69,45669.0,36391.0,,,Sun / wind,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Anemones (Actiniaria), Blue mussel (Mytilus edulis), Sponge (Porifera)",40,Orange,0,0,0,,0,0,0
2018,37,"Nine Mile Creek, PE",2018-06-12,2018-10-01,15.86,,46.14807,-63.21876,953,Plate,Plate 1,YSI Pro+,2018-10-01 15:24,1.0,14.4,29.6,102.0,8.69,45669.0,36391.0,,,Sun / wind,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Anemones (Actiniaria),15,"violet, orange and cream",0,0,20,Black and purple and black and white colonies,0,0,0
2018,37,"Nine Mile Creek, PE",2018-06-12,2018-10-01,15.86,,46.14832,-63.21817,938,Plate,Plate 1,YSI Pro+,2018-10-01 15:24,1.0,14.4,29.6,102.0,8.69,45669.0,36391.0,,,Sun / wind,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Sea grapes (Molgula sp), Sponge (Porifera)",25,Violet and cream,0,0,40,"Grey and black, black and red, black and yellow and black and purple colonies",0,0,0
2018,37,"Nine Mile Creek, PE",2018-06-12,2018-10-01,15.86,,46.14833,-63.21806,936,Plate,Plate 1,YSI Pro+,2018-10-01 15:24,1.0,14.4,29.6,102.0,8.69,45669.0,36391.0,,,Sun / wind,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Blue mussel (Mytilus edulis), Sea grapes (Molgula sp)",5,"Orange, violet and rust",0,0,20,Black and white and black and purple,0,0,0
2018,30,"Conway Narrows, PE",2018-06-13,2018-10-20,18.43,,46.6551,-63.91162,912,Petri dish,Petri dish 1,YSI Pro+,2018-10-02 16:45,1.0,13.6,29.21,100.3,8.73,45166.0,35302.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Bryozoans (Ectoprocta), Sponge (Porifera)",20,"violet, burgundy and beige colonies.",0,0,0,,0,0,0
2018,30,"Conway Narrows, PE",2018-06-13,2018-10-20,18.43,,46.6551,-63.91162,912,Plate,Plate 1,YSI Pro+,2018-10-02 16:45,1.0,13.6,29.21,100.3,8.73,45166.0,35302.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Bryozoans (Ectoprocta), Sponge (Porifera)",40,"beige, burgundy, orange and rust colonies.",0,0,0,,0,0,0
2018,30,"Conway Narrows, PE",2018-06-13,2018-10-20,18.43,,46.6553,-63.91109,913,Petri dish,Petri dish 1,YSI Pro+,2018-10-02 16:45,1.0,13.6,29.21,100.3,8.73,45166.0,35302.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Bryozoans (Ectoprocta), Sea grapes (Molgula sp), Sponge (Porifera)",5,orange colonies,0,0,2,black and grey colonies.,0,0,0
2018,30,"Conway Narrows, PE",2018-06-13,2018-10-20,18.43,,46.6553,-63.91109,913,Petri dish,Petri dish 2,YSI Pro+,2018-10-02 16:45,1.0,13.6,29.21,100.3,8.73,45166.0,35302.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Bryozoans (Ectoprocta), Sea grapes (Molgula sp), Sponge (Porifera)",25,beige and violet colonies.,0,0,5,black and purple colonies.,0,0,0
2018,30,"Conway Narrows, PE",2018-06-13,2018-10-20,18.43,,46.6553,-63.91109,913,Petri dish,Petri dish 3,YSI Pro+,2018-10-02 16:45,1.0,13.6,29.21,100.3,8.73,45166.0,35302.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Sea grapes (Molgula sp), Sponge (Porifera)",10,orange colonies.,0,0,0,,0,0,0
2018,30,"Conway Narrows, PE",2018-06-13,2018-10-20,18.43,,46.65583,-63.91153,916,Plate,Plate 1,YSI Pro+,2018-10-02 16:45,1.0,13.6,29.21,100.3,8.73,45166.0,35302.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Bryozoans (Ectoprocta), Sponge (Porifera)",20,orange and violet colonies.,0,0,0,,0,0,0
2018,30,"Conway Narrows, PE",2018-06-13,2018-10-20,18.43,,46.65548,-63.91093,915,Plate,Plate 1,YSI Pro+,2018-10-02 16:45,1.0,13.6,29.21,100.3,8.73,45166.0,35302.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Eastern Oyster (Crassostrea virginica)",5,"orange, violet and rust colonies.",0,0,0,,0,0,0
2018,30,"Conway Narrows, PE",2018-06-13,2018-10-20,18.43,,46.65519,-63.91162,914,Plate,Plate 1,YSI Pro+,2018-10-02 16:45,1.0,13.6,29.21,100.3,8.73,45166.0,35302.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Barnacle (Cirripedia),2,orange colonies.,0,0,0,,0,0,0
2018,30,"Conway Narrows, PE",2018-06-13,2018-10-20,18.43,,46.65521,-63.91119,911,Plate,Plate 1,YSI Pro+,2018-10-02 16:45,1.0,13.6,29.21,100.3,8.73,45166.0,35302.0,,,overcast,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Sea grapes (Molgula sp)",10,"violet, orange, beige colonies.",0,0,0,,0,0,0
2018,39,"Wood Islands, PE",2018-06-13,2018-09-19,14.0,,45.95342,-62.74847,799,Petri dish,Petri dish 1,YSI Pro+,2018-09-19 14:05,1.0,17.3,29.14,,,44972.0,38336.0,,,Rain and wind,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Fan ectoproct (Bugula spp), Spirorbis sp. (Spirorbis sp)",0,,0,0,0,,0,0,0
