Sample.ID,River,Year,Month,Day,Angler.ID,Rod.days,Pools.visited,Is.dummy.date,Specimen.ID,Species,Life.stage,Code,Adipose.condition,Tag.number
34182,Margaree River (SFA18),1996,7,18,zVNHd,0,TIDA,No,2737964,Atlantic salmon,grilse,R,,
34182,Margaree River (SFA18),1996,7,18,zVNHd,0,TIDA,No,2738124,Atlantic salmon,grilse,RL,,
33900,Margaree River (SFA18),1996,7,12,zVNHd,0,TIDA,No,2736693,Atlantic salmon,salmon,R,,
46672,Margaree River (SFA18),1996,8,30,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
53188,Margaree River (SFA18),1997,7,22,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
46828,Margaree River (SFA18),1996,8,2,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
46873,Margaree River (SFA18),1996,7,29,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
33900,Margaree River (SFA18),1996,7,12,zVNHd,0,TIDA,No,2737070,Atlantic salmon,salmon,RL,,
46739,Margaree River (SFA18),1996,8,28,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
47551,Margaree River (SFA18),1996,7,13,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
46767,Margaree River (SFA18),1996,7,23,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
53217,Margaree River (SFA18),1997,7,15,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
53433,Margaree River (SFA18),1997,6,30,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
52570,Margaree River (SFA18),1997,1,19,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
52487,Margaree River (SFA18),1997,8,25,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
53342,Margaree River (SFA18),1997,6,25,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
47460,Margaree River (SFA18),1996,6,17,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
47511,Margaree River (SFA18),1996,6,11,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
47488,Margaree River (SFA18),1996,6,19,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
46616,Margaree River (SFA18),1996,8,20,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
47476,Margaree River (SFA18),1996,6,20,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
53416,Margaree River (SFA18),1997,7,10,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
53307,Margaree River (SFA18),1997,8,1,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
46783,Margaree River (SFA18),1996,7,15,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
53457,Margaree River (SFA18),1997,7,3,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
47072,Margaree River (SFA18),1996,5,19,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
46654,Margaree River (SFA18),1996,8,16,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
46875,Margaree River (SFA18),1996,7,30,zVNHd,1,TIDA,No,2736694,Atlantic salmon,salmon,R,,
47586,Margaree River (SFA18),1996,6,25,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
46753,Margaree River (SFA18),1996,7,19,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
47529,Margaree River (SFA18),1996,6,21,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
52363,Margaree River (SFA18),1997,6,19,zVNHd,1,,No,NA,NA,NA,NA,NA,NA
33900,Margaree River (SFA18),1996,7,12,zVNHd,0,TIDA,No,2737962,Atlantic salmon,grilse,R,,
41662,Margaree River (SFA18),2019,10,10,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
42779,Margaree River (SFA18),2021,10,9,iAZUl,1,Gillis,No,NA,NA,NA,NA,NA,NA
42791,Margaree River (SFA18),2021,10,10,iAZUl,1,Gillis,No,NA,NA,NA,NA,NA,NA
42761,Margaree River (SFA18),2021,10,13,iAZUl,1,Gillis,No,NA,NA,NA,NA,NA,NA
41847,Margaree River (SFA18),2019,10,5,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
42784,Margaree River (SFA18),2021,10,12,iAZUl,1,Gillis,No,NA,NA,NA,NA,NA,NA
41762,Margaree River (SFA18),2019,10,9,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
42787,Margaree River (SFA18),2021,10,11,iAZUl,1,Gillis,No,NA,NA,NA,NA,NA,NA
55123,Margaree River (SFA18),2024,10,18,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
41865,Margaree River (SFA18),2019,10,7,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
41857,Margaree River (SFA18),2019,10,8,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
55124,Margaree River (SFA18),2024,10,20,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
55122,Margaree River (SFA18),2024,10,17,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
55121,Margaree River (SFA18),2024,10,16,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
42332,Margaree River (SFA18),2023,10,13,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
41841,Margaree River (SFA18),2019,10,6,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
42735,Margaree River (SFA18),2021,10,14,iAZUl,1,Wash,No,NA,NA,NA,NA,NA,NA
55125,Margaree River (SFA18),2024,10,21,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
42278,Margaree River (SFA18),2023,10,12,iAZUl,1,,No,NA,NA,NA,NA,NA,NA
43392,Margaree River (SFA18),2014,8,12,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
52508,Margaree River (SFA18),1997,8,14,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
43344,Margaree River (SFA18),2013,6,22,WeAPC,1,Big MacDaniel,No,NA,NA,NA,NA,NA,NA
38358,River Philip (SFA18),2008,10,12,WeAPC,1,Strawberry,No,2741121,Atlantic salmon,salmon,RL,,
51408,Margaree River (SFA18),2003,10,8,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
39824,Margaree River (SFA18),2007,8,1,WeAPC,1,Big MacDaniel,No,NA,NA,NA,NA,NA,NA
37498,Margaree River (SFA18),2010,8,20,WeAPC,1,Big Macdaniel,No,NA,NA,NA,NA,NA,NA
37876,River Philip (SFA18),2009,10,18,WeAPC,1,Strawberry Run,No,2740877,Atlantic salmon,salmon,R,,
39327,Margaree River (SFA18),2005,6,30,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
44364,Margaree River (SFA18),2017,8,24,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
43216,Margaree River (SFA18),2013,8,14,WeAPC,1,Snag,No,2742336,Atlantic salmon,grilse,R,,
45093,Margaree River (SFA18),2015,7,5,WeAPC,1,Doyles Bridge,No,NA,NA,NA,NA,NA,NA
53961,Margaree River (SFA18),2000,8,10,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
40312,Margaree River (SFA18),2006,8,3,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
43098,Margaree River (SFA18),2013,7,26,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
37512,Margaree River (SFA18),2009,8,14,WeAPC,1,B.Mac DANIEL,No,NA,NA,NA,NA,NA,NA
42620,Wallace River (SFA18),2021,10,31,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
50270,Margaree River (SFA18),2002,7,11,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
41039,Margaree River (SFA18),2021,7,6,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
51591,Margaree River (SFA18),2004,7,28,WeAPC,1,Snag,No,2738812,Atlantic salmon,salmon,R,Present,
38359,Margaree River (SFA18),2010,8,28,WeAPC,1,Big Macdaniel,No,2742103,Atlantic salmon,grilse,R,Present,
37806,River Philip (SFA18),2008,10,19,WeAPC,1,Strawberry,No,2741122,Atlantic salmon,salmon,RL,,
44968,Margaree River (SFA18),2015,2,20,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
44974,Margaree River (SFA18),2015,8,20,WeAPC,1,Big MacDaniel,No,2742293,Atlantic salmon,grilse,R,,
40191,Margaree River (SFA18),2006,8,30,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
38613,Margaree River (SFA18),2005,8,31,WeAPC,1,Big MacDaniel,No,2741816,Atlantic salmon,grilse,R,Present,
50139,Margaree River (SFA18),2002,1,20,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
50261,Margaree River (SFA18),2002,7,4,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
40307,Margaree River (SFA18),2006,8,4,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
36567,Margaree River (SFA18),2005,8,4,WeAPC,1,Snag,No,2738896,Atlantic salmon,salmon,R,Present,
43095,Margaree River (SFA18),2013,7,27,WeAPC,1,Snag,No,2740884,Atlantic salmon,salmon,R,,
51042,Margaree River (SFA18),2001,8,26,WeAPC,1,BMCD,No,2742129,Atlantic salmon,grilse,R,Absent (hatchery),
50682,Margaree River (SFA18),2001,7,24,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
52502,Margaree River (SFA18),1997,8,15,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
36843,Margaree River (SFA18),2003,8,1,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
37381,Margaree River (SFA18),2010,8,22,WeAPC,1,Big Macdaniel,No,NA,NA,NA,NA,NA,NA
51588,Margaree River (SFA18),2004,7,27,WeAPC,1,Snag,No,2741790,Atlantic salmon,grilse,R,Present,
41032,Margaree River (SFA18),2021,7,8,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
41407,Margaree River (SFA18),2019,8,20,WeAPC,1,Big macdaniel,No,NA,NA,NA,NA,NA,NA
38602,Margaree River (SFA18),2005,8,30,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
45000,Margaree River (SFA18),2015,8,18,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
43215,Margaree River (SFA18),2013,8,15,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
39362,River Philip (SFA18),2004,10,30,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
41405,Margaree River (SFA18),2019,8,21,WeAPC,1,forks,No,NA,NA,NA,NA,NA,NA
34472,Margaree River (SFA18),2010,8,30,WeAPC,1,Big Macdaniel,No,2742111,Atlantic salmon,grilse,RL,Present,
45383,Margaree River (SFA18),2015,10,8,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
41199,Wallace River (SFA18),2020,10,29,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
44419,Margaree River (SFA18),2017,8,11,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
51593,Margaree River (SFA18),2004,7,29,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
44361,Margaree River (SFA18),2017,8,25,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
39331,Margaree River (SFA18),2005,6,29,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
39496,River Philip (SFA18),2004,10,23,WeAPC,1,Town,No,2740613,Atlantic salmon,salmon,R,,
39738,Margaree River (SFA18),2007,6,25,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
38196,Margaree River (SFA18),2010,6,29,WeAPC,1,Big Macdaniel,No,2740401,Atlantic salmon,salmon,R,Present,
51033,Margaree River (SFA18),2001,8,27,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
39736,Margaree River (SFA18),2007,6,26,WeAPC,1,Snag,No,2741094,Atlantic salmon,salmon,RL,,
53904,Margaree River (SFA18),2000,8,16,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
44360,Margaree River (SFA18),2017,8,26,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
43994,Margaree River (SFA18),2012,8,9,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
44357,Margaree River (SFA18),2017,1,20,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
44358,Margaree River (SFA18),2017,8,31,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
44359,Margaree River (SFA18),2017,8,30,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
39930,Margaree River (SFA18),2008,8,5,WeAPC,1,Big MacDaniels,No,2742335,Atlantic salmon,grilse,R,,
37735,Margaree River (SFA18),2010,7,30,WeAPC,1,Big Macdaniel,No,NA,NA,NA,NA,NA,NA
40532,Wallace River (SFA18),2006,10,31,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
41402,Margaree River (SFA18),2019,8,22,WeAPC,1,forks,No,NA,NA,NA,NA,NA,NA
44977,Margaree River (SFA18),2015,8,19,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
41411,Margaree River (SFA18),2019,8,27,WeAPC,1,Big macdaniel,No,NA,NA,NA,NA,NA,NA
50688,Margaree River (SFA18),2001,7,23,WeAPC,1,SNAG,No,2742127,Atlantic salmon,grilse,R,Absent (hatchery),
37713,Margaree River (SFA18),2010,7,28,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
41873,Wallace River (SFA18),2019,10,3,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
39353,Margaree River (SFA18),2005,7,1,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
34500,Margaree River (SFA18),2011,7,27,WeAPC,1,Big MacDaniel,No,2739224,Atlantic salmon,salmon,R,Present,
46839,Margaree River (SFA18),1996,8,6,WeAPC,1,BMCD,No,2735917,Atlantic salmon,salmon,R,Present,
51039,Margaree River (SFA18),2001,8,28,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
50312,Margaree River (SFA18),2002,7,2,WeAPC,1,SNAG,No,2740543,Atlantic salmon,salmon,R,,
38737,Margaree River (SFA18),2006,6,27,WeAPC,1,Snag,No,2741829,Atlantic salmon,grilse,R,Present,
40424,Margaree River (SFA18),2006,8,11,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
37442,Margaree River (SFA18),2009,7,28,WeAPC,1,SNAG,No,NA,NA,NA,NA,NA,NA
51100,Margaree River (SFA18),2001,8,13,WeAPC,1,SNAG,No,2742128,Atlantic salmon,grilse,R,Absent (hatchery),
43217,Margaree River (SFA18),2013,8,13,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
37624,Margaree River (SFA18),2009,7,30,WeAPC,1,B.Mac DANIEL,No,NA,NA,NA,NA,NA,NA
39809,Margaree River (SFA18),2007,7,31,WeAPC,1,Big MacDaniel,No,NA,NA,NA,NA,NA,NA
41037,Margaree River (SFA18),2021,7,7,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
54158,Margaree River (SFA18),1998,7,23,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
51077,Margaree River (SFA18),2001,8,12,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
34472,Margaree River (SFA18),2010,8,30,WeAPC,0,Big Macdaniel,No,2742580,Atlantic salmon,adult,RL,,
37935,River Philip (SFA18),2009,10,12,WeAPC,1,Berry Pool,No,NA,NA,NA,NA,NA,NA
39802,Margaree River (SFA18),2007,8,16,WeAPC,1,Big MacDaniel,No,2741095,Atlantic salmon,salmon,RL,,
37741,Margaree River (SFA18),2009,8,26,WeAPC,1,B.Mac DANIEL,No,NA,NA,NA,NA,NA,NA
52068,River Philip (SFA18),2003,8,31,WeAPC,1,Strawberry,No,2738712,Atlantic salmon,salmon,R,Present,
38832,River Philip (SFA18),2005,10,16,WeAPC,1,Bridge,No,NA,NA,NA,NA,NA,NA
43422,Margaree River (SFA18),2014,8,22,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
39734,Margaree River (SFA18),2007,6,27,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
43745,Margaree River (SFA18),2011,8,19,WeAPC,1,Big MacDaniel,No,2739230,Atlantic salmon,salmon,R,Present,
36837,Margaree River (SFA18),2003,8,2,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
52076,West River Antigonish (SFA18),2003,8,25,WeAPC,1,Bridge,No,2738711,Atlantic salmon,salmon,R,Present,
39794,Margaree River (SFA18),2007,8,18,WeAPC,1,Big MacDaniel,No,NA,NA,NA,NA,NA,NA
52476,Margaree River (SFA18),1997,8,19,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
34727,Margaree River (SFA18),2011,8,14,WeAPC,1,Big MacDaniel,No,2741901,Atlantic salmon,grilse,R,Present,
42778,Wallace River (SFA18),2021,10,8,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
34390,Margaree River (SFA18),2007,8,29,WeAPC,1,Big MacDaniel,No,2742550,Atlantic salmon,adult,RL,,
39860,Margaree River (SFA18),2008,7,18,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
44969,Margaree River (SFA18),2015,1,20,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
43420,Margaree River (SFA18),2014,8,27,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
41123,Margaree River (SFA18),2021,2,20,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
43432,Margaree River (SFA18),2014,6,26,WeAPC,1,Forks Pool,No,2742624,Atlantic salmon,adult,RL,,
44039,Margaree River (SFA18),2012,7,25,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
39589,Margaree River (SFA18),2007,8,27,WeAPC,1,Big MacDaniel,No,2741096,Atlantic salmon,salmon,RL,,
43867,Margaree River (SFA18),2011,6,30,WeAPC,1,Forks,No,2739223,Atlantic salmon,salmon,R,Present,
54021,Margaree River (SFA18),2000,8,29,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
43991,Margaree River (SFA18),2012,8,11,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
34697,Margaree River (SFA18),2011,8,12,WeAPC,1,Big MacDaniel,No,2739228,Atlantic salmon,salmon,R,Present,
40366,Margaree River (SFA18),2006,8,18,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
45328,Margaree River (SFA18),2015,10,6,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
41451,Margaree River (SFA18),2019,8,15,WeAPC,1,forks,No,NA,NA,NA,NA,NA,NA
38102,River Philip (SFA18),2009,10,31,WeAPC,1,Berry Pool,No,NA,NA,NA,NA,NA,NA
38139,Margaree River (SFA18),2010,6,30,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
34500,Margaree River (SFA18),2011,7,27,WeAPC,0,Big MacDaniel,No,2739226,Atlantic salmon,salmon,R,Present,
43935,Margaree River (SFA18),2011,8,3,WeAPC,1,Big MacDaniel,No,NA,NA,NA,NA,NA,NA
43701,Margaree River (SFA18),2011,2,20,WeAPC,1,Big MacDaniel,No,2739231,Atlantic salmon,salmon,R,Present,
36833,Margaree River (SFA18),2010,8,21,WeAPC,1,Big Macdaniel,No,2742579,Atlantic salmon,adult,RL,,
44950,Margaree River (SFA18),2015,8,25,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
44959,Margaree River (SFA18),2015,3,20,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
51701,Margaree River (SFA18),2004,7,1,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
54089,Margaree River (SFA18),1998,7,14,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
42727,Wallace River (SFA18),2021,10,15,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
50117,Margaree River (SFA18),2002,2,20,WeAPC,1,SNAG,No,2742235,Atlantic salmon,grilse,R,,
34390,Margaree River (SFA18),2007,8,29,WeAPC,0,Big MacDaniel,No,2742548,Atlantic salmon,adult,RL,,
34472,Margaree River (SFA18),2010,8,30,WeAPC,0,Big Macdaniel,No,2742105,Atlantic salmon,grilse,R,Present,
34390,Margaree River (SFA18),2007,8,29,WeAPC,0,Big MacDaniel,No,2742549,Atlantic salmon,adult,RL,,
51401,Margaree River (SFA18),2003,10,11,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
51399,Margaree River (SFA18),2003,10,12,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
51554,Margaree River (SFA18),2004,8,12,WeAPC,1,Snag,No,2738813,Atlantic salmon,salmon,R,Present,
36833,Margaree River (SFA18),2010,8,21,WeAPC,0,Big Macdaniel,No,2742578,Atlantic salmon,adult,RL,,
41429,Margaree River (SFA18),2019,8,16,WeAPC,1,forks,No,NA,NA,NA,NA,NA,NA
38955,Margaree River (SFA18),2005,7,6,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
44946,Margaree River (SFA18),2015,8,26,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
39119,Margaree River (SFA18),2004,8,31,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
37730,Margaree River (SFA18),2010,7,29,WeAPC,1,Big Macdaniel,No,2742576,Atlantic salmon,adult,RL,,
37709,Margaree River (SFA18),2009,8,25,WeAPC,1,B.Mac DANIEL,No,NA,NA,NA,NA,NA,NA
54476,Margaree River (SFA18),1998,8,30,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
43993,Margaree River (SFA18),2012,8,10,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
39978,Margaree River (SFA18),2008,8,3,WeAPC,1,Big MacDaniels,No,NA,NA,NA,NA,NA,NA
39800,Margaree River (SFA18),2007,8,17,WeAPC,1,Big MacDaniel,No,NA,NA,NA,NA,NA,NA
41127,Margaree River (SFA18),2021,1,20,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
55930,Margaree River (SFA18),1999,1,19,WeAPC,1,Big McDaniel,No,2749717,Atlantic salmon,grilse,R,,
44034,Margaree River (SFA18),2012,6,29,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
41412,Margaree River (SFA18),2019,8,28,WeAPC,1,Big macdaniel,No,2739493,Atlantic salmon,salmon,R,Present,
42769,Wallace River (SFA18),2021,10,5,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
37667,Margaree River (SFA18),2009,7,29,WeAPC,1,SNAG,No,2740702,Atlantic salmon,salmon,R,,
43688,Margaree River (SFA18),2011,8,31,WeAPC,1,Big MacDaniel,No,NA,NA,NA,NA,NA,NA
39844,Margaree River (SFA18),2008,7,17,WeAPC,1,Big MacDaniels,No,NA,NA,NA,NA,NA,NA
40036,River Philip (SFA18),2007,10,14,WeAPC,1,Town Pool,No,2742551,Atlantic salmon,adult,RL,,
41453,Margaree River (SFA18),2019,8,14,WeAPC,1,Big macdaniel,No,NA,NA,NA,NA,NA,NA
39913,Margaree River (SFA18),2008,7,3,WeAPC,1,Snag,No,2740399,Atlantic salmon,salmon,R,Present,
44413,Margaree River (SFA18),2017,8,10,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
39974,Margaree River (SFA18),2008,8,4,WeAPC,1,Big MacDaniels,No,NA,NA,NA,NA,NA,NA
41788,Wallace River (SFA18),2019,9,26,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
38953,Margaree River (SFA18),2005,7,7,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
43941,Margaree River (SFA18),2011,7,26,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
43938,Margaree River (SFA18),2011,8,2,WeAPC,1,Big MacDaniel,No,2739227,Atlantic salmon,salmon,R,Present,
37745,Margaree River (SFA18),2009,8,27,WeAPC,1,B.Mac DANIEL,No,NA,NA,NA,NA,NA,NA
39848,Margaree River (SFA18),2008,7,16,WeAPC,1,Snag,No,2740876,Atlantic salmon,salmon,R,,
53893,Margaree River (SFA18),2000,8,17,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
51696,Margaree River (SFA18),2004,7,2,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
40450,West River Pictou (SFA18),2006,10,22,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
40180,Margaree River (SFA18),2006,8,29,WeAPC,1,Big MacDaniel,No,2741832,Atlantic salmon,grilse,R,Present,
43339,Margaree River (SFA18),2013,6,23,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
40815,Wallace River (SFA18),2020,10,16,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
36567,Margaree River (SFA18),2005,8,4,WeAPC,0,Snag,No,2741814,Atlantic salmon,grilse,R,Present,
43984,Margaree River (SFA18),2012,8,28,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
42523,Wallace River (SFA18),2021,10,29,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
53944,Margaree River (SFA18),2000,8,9,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
53263,Margaree River (SFA18),1997,8,5,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
51553,Margaree River (SFA18),2004,8,13,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
40358,Margaree River (SFA18),2006,8,5,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
39586,Margaree River (SFA18),2007,8,28,WeAPC,1,Big MacDaniel,No,2742547,Atlantic salmon,adult,RL,,
54023,Margaree River (SFA18),2000,8,30,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
40398,Margaree River (SFA18),2006,8,10,WeAPC,1,Big MacDaniel,No,2741830,Atlantic salmon,grilse,R,Present,
38804,Wallace River (SFA18),2005,10,31,WeAPC,1,,No,2741813,Atlantic salmon,grilse,R,Present,
44408,Margaree River (SFA18),2017,8,18,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
37095,Wallace River (SFA18),2020,10,19,WeAPC,1,,No,2739539,Atlantic salmon,salmon,R,Present,
44416,Margaree River (SFA18),2017,8,12,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
41421,Margaree River (SFA18),2019,8,29,WeAPC,1,forks,No,NA,NA,NA,NA,NA,NA
54054,Margaree River (SFA18),1998,7,21,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
37962,River Philip (SFA18),2009,10,11,WeAPC,1,Town Pool,No,NA,NA,NA,NA,NA,NA
37476,Margaree River (SFA18),2009,8,5,WeAPC,1,B.Mac DANIEL,No,NA,NA,NA,NA,NA,NA
44407,Margaree River (SFA18),2017,8,19,WeAPC,1,Forks,No,NA,NA,NA,NA,NA,NA
38625,Margaree River (SFA18),2005,8,10,WeAPC,1,Snag,No,NA,NA,NA,NA,NA,NA
42552,Wallace River (SFA18),2021,10,19,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
37526,Margaree River (SFA18),2008,8,19,WeAPC,1,Big MacDaniels,No,NA,NA,NA,NA,NA,NA
43983,Margaree River (SFA18),2012,8,29,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
52591,Margaree River (SFA18),1997,8,30,WeAPC,1,SNAG,No,2736135,Atlantic salmon,salmon,R,Present,
37900,River Philip (SFA18),2008,10,31,WeAPC,1,Strawberry,No,NA,NA,NA,NA,NA,NA
38639,Margaree River (SFA18),2005,8,12,WeAPC,1,Big MacDaniel,No,NA,NA,NA,NA,NA,NA
39776,Margaree River (SFA18),2007,8,9,WeAPC,1,Big MacDaniel,No,NA,NA,NA,NA,NA,NA
36653,Margaree River (SFA18),2010,8,15,WeAPC,1,Big Macdaniel,No,2742102,Atlantic salmon,grilse,R,Present,
53265,Margaree River (SFA18),1997,8,7,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
52597,Margaree River (SFA18),1997,8,31,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
52315,River Philip (SFA18),2003,8,11,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
40206,Margaree River (SFA18),2006,8,31,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
44019,Margaree River (SFA18),2012,6,27,WeAPC,1,,No,NA,NA,NA,NA,NA,NA
45352,Margaree River (SFA18),2015,9,14,WeAPC,1,Doyles Bridge,No,NA,NA,NA,NA,NA,NA
43737,Margaree River (SFA18),2011,8,13,WeAPC,1,Big MacDaniel,No,2741900,Atlantic salmon,grilse,R,Present,
