"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","structure.type__type.de.structures","total.number_nombre.total"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,7,"otolith",449
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,8,"otolith",411
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,9,"otolith",26
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,10,"otolith",54
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,11,"otolith",301
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,12,"otolith",170
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,1,"otolith",441
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,2,"otolith",187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,4,"otolith",118
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,5,"otolith",178
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,6,"otolith",88
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,7,"otolith",101
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,8,"otolith",116
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,9,"otolith",68
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,10,"otolith",82
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,12,"otolith",50
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,1,"otolith",618
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,4,"otolith",93
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,5,"otolith",655
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,6,"otolith",658
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,7,"otolith",441
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,8,"otolith",574
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,9,"otolith",222
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,10,"otolith",279
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,1,"otolith",354
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,2,"otolith",410
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,5,"otolith",470
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,6,"otolith",626
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,7,"otolith",373
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,8,"otolith",237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,9,"otolith",140
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,10,"otolith",244
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,11,"otolith",302
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,1,"otolith",341
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,2,"otolith",141
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,3,"otolith",11
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,4,"otolith",32
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,5,"otolith",179
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,6,"otolith",237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,7,"otolith",205
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,8,"otolith",162
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,9,"otolith",110
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,10,"otolith",314
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,11,"otolith",98
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,12,"otolith",46
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,1,"otolith",309
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,2,"otolith",92
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,3,"otolith",54
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,4,"otolith",27
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,5,"otolith",207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,6,"otolith",250
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,7,"otolith",300
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,8,"otolith",122
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,9,"otolith",22
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,10,"otolith",291
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,11,"otolith",148
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,1,"otolith",313
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,2,"otolith",134
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,4,"otolith",38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,5,"otolith",262
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,6,"otolith",190
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,7,"otolith",285
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,8,"otolith",114
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,9,"otolith",96
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,10,"otolith",309
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,11,"otolith",141
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,1,"otolith",318
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,2,"otolith",80
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,3,"otolith",23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,4,"otolith",34
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,5,"otolith",207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,6,"otolith",165
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,7,"otolith",238
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,8,"otolith",89
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,9,"otolith",83
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,10,"otolith",291
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,11,"otolith",135
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,1,"otolith",270
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,2,"otolith",154
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,4,"otolith",299
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,5,"otolith",1435
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,6,"otolith",968
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,7,"otolith",744
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,8,"otolith",1008
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,9,"otolith",192
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,10,"otolith",756
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,11,"otolith",602
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,1,"otolith",384
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,2,"otolith",95
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,3,"otolith",77
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,4,"otolith",468
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,5,"otolith",1531
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,6,"otolith",1249
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,7,"otolith",516
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,8,"otolith",940
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,9,"otolith",344
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,10,"otolith",933
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,11,"otolith",637
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,1,"otolith",124
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,2,"otolith",584
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,4,"otolith",295
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,5,"otolith",1215
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,6,"otolith",1093
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,7,"otolith",802
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,8,"otolith",868
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,9,"otolith",716
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,10,"otolith",1309
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,11,"otolith",701
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,12,"otolith",23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,1,"otolith",310
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,2,"otolith",126
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,4,"otolith",487
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,5,"otolith",1254
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,6,"otolith",1205
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,7,"otolith",862
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,8,"otolith",417
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,9,"otolith",568
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,10,"otolith",1269
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,11,"otolith",1187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,12,"otolith",16
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,1,"otolith",700
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,2,"otolith",348
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,3,"otolith",204
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,5,"otolith",961
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,6,"otolith",1660
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,7,"otolith",1021
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,8,"otolith",608
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,9,"otolith",487
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,10,"otolith",1122
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,11,"otolith",1162
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,12,"otolith",136
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,2,"otolith",86
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,3,"otolith",73
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,4,"otolith",106
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,5,"otolith",276
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,6,"otolith",621
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,7,"otolith",730
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,8,"otolith",956
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,9,"otolith",277
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,10,"otolith",140
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,4,"otolith",54
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,5,"otolith",234
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,6,"otolith",345
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,7,"otolith",368
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,8,"otolith",13
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,9,"otolith",295
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,10,"otolith",353
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,5,"otolith",112
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,6,"otolith",119
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,7,"otolith",237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,8,"otolith",168
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,9,"otolith",95
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,10,"otolith",252
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1996,6,"otolith",282
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,5,"otolith",268
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,6,"otolith",176
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,5,"otolith",471
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,6,"otolith",320
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,7,"otolith",156
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,8,"otolith",300
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,9,"otolith",245
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,10,"otolith",298
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,5,"otolith",293
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,6,"otolith",604
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,7,"otolith",1214
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,8,"otolith",392
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,9,"otolith",595
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,10,"otolith",622
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,11,"otolith",201
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,4,"otolith",45
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,5,"otolith",357
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,6,"otolith",722
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,7,"otolith",1192
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,8,"otolith",206
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,9,"otolith",502
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,10,"otolith",310
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,11,"otolith",58
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,4,"otolith",34
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,5,"otolith",377
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,6,"otolith",763
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,7,"otolith",922
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,8,"otolith",367
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,9,"otolith",799
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,10,"otolith",295
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,11,"otolith",218
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,4,"otolith",38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,5,"otolith",208
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,6,"otolith",654
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,7,"otolith",921
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,8,"otolith",247
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,9,"otolith",510
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,10,"otolith",99
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,11,"otolith",198
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,6,"otolith",197
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,7,"otolith",569
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,8,"otolith",287
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,9,"otolith",404
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,10,"otolith",347
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,11,"otolith",36
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,5,"otolith",62
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,6,"otolith",255
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,7,"otolith",753
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,8,"otolith",162
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,9,"otolith",243
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,10,"otolith",212
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,11,"otolith",201
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,5,"otolith",85
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,6,"otolith",92
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,7,"otolith",509
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,8,"otolith",354
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,9,"otolith",267
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,10,"otolith",328
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,11,"otolith",124
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,5,"otolith",68
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,6,"otolith",174
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,7,"otolith",644
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,8,"otolith",295
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,9,"otolith",61
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,10,"otolith",198
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,5,"otolith",144
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,6,"otolith",120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,7,"otolith",460
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,8,"otolith",81
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,9,"otolith",299
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,10,"otolith",225
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,11,"otolith",26
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,5,"otolith",175
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,6,"otolith",219
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,9,"otolith",44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,5,"otolith",73
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,6,"otolith",230
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,7,"otolith",30
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,5,"otolith",124
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,6,"otolith",331
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,7,"otolith",45
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2012,5,"otolith",118
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2012,6,"otolith",393
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2012,7,"otolith",129
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,4,"otolith",192
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,5,"otolith",107
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,6,"otolith",110
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,8,"otolith",45
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,5,"otolith",203
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,6,"otolith",171
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,7,"otolith",116
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,9,"otolith",26
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,10,"otolith",48
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,5,"otolith",248
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,6,"otolith",74
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,8,"otolith",53
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,9,"otolith",27
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,5,"otolith",234
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,6,"otolith",57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,7,"otolith",39
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,8,"otolith",110
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,5,"otolith",35
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,6,"otolith",162
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,8,"otolith",42
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2018,5,"otolith",84
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2018,6,"otolith",204
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2019,5,"otolith",77
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2019,6,"otolith",233
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2020,6,"otolith",31
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2021,6,"otolith",40
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2021,7,"otolith",69
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2022,6,"otolith",44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2022,7,"otolith",67
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2022,8,"otolith",44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2022,9,"otolith",23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2023,6,"otolith",73
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2023,8,"otolith",15
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,5,"otolith",2
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,6,"otolith",1
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,7,"otolith",55
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,8,"otolith",20
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,9,"otolith",2
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,10,"otolith",38
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,6,"otolith",28
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,7,"otolith",62
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,8,"otolith",86
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,9,"otolith",14
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,5,"otolith",14
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,6,"otolith",65
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,7,"otolith",60
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,8,"otolith",124
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,5,"otolith",19
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,6,"otolith",4
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,7,"otolith",57
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,8,"otolith",69
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,9,"otolith",13
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2018,5,"otolith",1
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2018,7,"otolith",39
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2018,9,"otolith",7
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2019,6,"otolith",24
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2019,7,"otolith",18
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2019,8,"otolith",30
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2021,7,"otolith",74
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2021,8,"otolith",1
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2022,7,"otolith",35
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2022,9,"otolith",4
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2022,10,"otolith",12
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1970,9,"otolith",1975
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1971,9,"otolith",1782
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1972,9,"otolith",1760
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1973,9,"otolith",1768
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1974,9,"otolith",1135
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1975,9,"otolith",1245
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1976,9,"otolith",1292
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1977,9,"otolith",1567
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1978,9,"otolith",1358
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1978,10,"otolith",139
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1979,9,"otolith",1869
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1979,10,"otolith",47
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1980,9,"otolith",2086
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1981,9,"otolith",2309
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1982,9,"otolith",1807
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1983,9,"otolith",2207
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1984,8,"otolith",415
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1984,9,"otolith",2336
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1985,9,"otolith",5431
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1986,9,"otolith",3166
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1987,8,"otolith",2
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1987,9,"otolith",3107
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1988,9,"otolith",3142
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1989,9,"otolith",3694
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1990,9,"otolith",2900
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1991,9,"otolith",3277
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1992,8,"otolith",22
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1992,9,"otolith",2571
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1993,9,"otolith",2968
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1994,9,"otolith",3017
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1995,9,"otolith",3432
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1996,9,"otolith",3532
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1997,9,"otolith",3615
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1998,9,"otolith",2968
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1999,9,"otolith",2604
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2000,9,"otolith",2115
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2001,9,"otolith",1754
