"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","structure.type__type.de.structures","total.number_nombre.total","number.aged_nombre.agées"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,11,"otolith",61,"61"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,12,"otolith",46,"46"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,1,"otolith",280,"280"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,2,"otolith",199,"199"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,3,"otolith",232,"232"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,5,"otolith",236,"236"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,6,"otolith",129,"129"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,7,"otolith",86,"86"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,8,"otolith",142,"142"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,9,"otolith",35,"35"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,10,"otolith",91,"91"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,11,"otolith",156,"156"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,12,"otolith",27,"27"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,1,"otolith",159,"159"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,2,"otolith",89,"89"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,3,"otolith",287,"287"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,4,"otolith",162,"162"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,5,"otolith",195,"195"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,6,"otolith",272,"272"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,7,"otolith",218,"218"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,8,"otolith",191,"191"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,9,"otolith",170,"170"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,12,"otolith",233,"233"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,1,"otolith",460,"460"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,2,"otolith",122,"122"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,3,"otolith",207,"207"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,4,"otolith",95,"95"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,5,"otolith",449,"449"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,6,"otolith",371,"371"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,7,"otolith",596,"596"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,8,"otolith",578,"578"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,9,"otolith",62,"62"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,10,"otolith",23,"23"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,12,"otolith",152,"152"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,1,"otolith",52,"52"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,2,"otolith",44,"44"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,3,"otolith",107,"107"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,5,"otolith",221,"221"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,6,"otolith",624,"624"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,7,"otolith",522,"522"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,8,"otolith",975,"975"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,9,"otolith",332,"332"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,10,"otolith",81,"81"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,11,"otolith",119,"119"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,12,"otolith",201,"201"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,1,"otolith",235,"235"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,2,"otolith",262,"262"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,5,"otolith",391,"391"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,6,"otolith",746,"746"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,7,"otolith",526,"526"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,8,"otolith",585,"585"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,9,"otolith",36,"36"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,10,"otolith",36,"36"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,11,"otolith",30,"30"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,1,"otolith",201,"201"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,2,"otolith",215,"215"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,3,"otolith",41,"41"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,5,"otolith",329,"329"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,6,"otolith",562,"562"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,7,"otolith",449,"449"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,8,"otolith",411,"411"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,9,"otolith",26,"26"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,10,"otolith",54,"54"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,11,"otolith",301,"301"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,12,"otolith",170,"170"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,1,"otolith",441,"441"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,2,"otolith",187,"187"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,4,"otolith",118,"118"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,5,"otolith",178,"178"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,6,"otolith",88,"88"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,7,"otolith",101,"101"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,8,"otolith",116,"116"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,9,"otolith",68,"68"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,10,"otolith",82,"82"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,12,"otolith",50,"50"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,1,"otolith",618,"618"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,4,"otolith",93,"93"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,5,"otolith",655,"655"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,6,"otolith",658,"658"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,7,"otolith",441,"441"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,8,"otolith",574,"574"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,9,"otolith",222,"222"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,10,"otolith",279,"279"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,1,"otolith",354,"354"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,2,"otolith",410,"410"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,5,"otolith",470,"470"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,6,"otolith",626,"626"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,7,"otolith",373,"373"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,8,"otolith",237,"237"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,9,"otolith",140,"140"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,10,"otolith",244,"244"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,11,"otolith",302,"302"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,1,"otolith",341,"320"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,2,"otolith",141,"126"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,3,"otolith",11,"11"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,4,"otolith",32,"31"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,5,"otolith",179,"177"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,6,"otolith",237,"221"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,7,"otolith",205,"186"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,8,"otolith",162,"155"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,9,"otolith",110,"105"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,10,"otolith",314,"308"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,11,"otolith",98,"95"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,12,"otolith",46,"44"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,1,"otolith",309,"270"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,2,"otolith",92,"85"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,3,"otolith",54,"47"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,4,"otolith",27,"23"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,5,"otolith",207,"187"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,6,"otolith",250,"214"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,7,"otolith",300,"268"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,8,"otolith",122,"108"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,9,"otolith",22,"21"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,10,"otolith",291,"278"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,11,"otolith",148,"147"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,1,"otolith",313,"284"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,2,"otolith",134,"125"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,4,"otolith",38,"35"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,5,"otolith",262,"239"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,6,"otolith",190,"178"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,7,"otolith",285,"270"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,8,"otolith",114,"97"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,9,"otolith",96,"85"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,10,"otolith",309,"283"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,11,"otolith",141,"128"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,1,"otolith",318,"310"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,2,"otolith",80,"79"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,3,"otolith",23,"23"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,4,"otolith",34,"34"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,5,"otolith",207,"205"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,6,"otolith",165,"163"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,7,"otolith",238,"230"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,8,"otolith",89,"87"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,9,"otolith",83,"82"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,10,"otolith",291,"288"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,11,"otolith",135,"135"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,1,"otolith",270,"258"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,2,"otolith",154,"153"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,4,"otolith",299,"289"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,5,"otolith",1435,"1388"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,6,"otolith",968,"933"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,7,"otolith",744,"718"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,8,"otolith",1008,"993"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,9,"otolith",192,"185"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,10,"otolith",756,"747"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,11,"otolith",602,"593"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,1,"otolith",384,"363"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,2,"otolith",95,"89"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,3,"otolith",77,"72"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,4,"otolith",468,"453"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,5,"otolith",1531,"1448"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,6,"otolith",1249,"1176"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,7,"otolith",516,"486"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,8,"otolith",940,"834"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,9,"otolith",344,"320"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,10,"otolith",933,"871"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,11,"otolith",637,"600"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,1,"otolith",124,"117"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,2,"otolith",584,"555"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,4,"otolith",295,"265"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,5,"otolith",1215,"1070"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,6,"otolith",1093,"1059"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,7,"otolith",802,"756"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,8,"otolith",868,"810"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,9,"otolith",716,"672"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,10,"otolith",1309,"1188"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,11,"otolith",701,"648"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,12,"otolith",23,"22"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,1,"otolith",310,"302"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,2,"otolith",126,"122"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,4,"otolith",487,"470"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,5,"otolith",1254,"1176"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,6,"otolith",1205,"1151"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,7,"otolith",862,"832"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,8,"otolith",417,"391"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,9,"otolith",568,"553"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,10,"otolith",1269,"1199"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,11,"otolith",1187,"1106"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,12,"otolith",16,"16"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,1,"otolith",700,"678"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,2,"otolith",348,"344"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,3,"otolith",204,"196"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,5,"otolith",961,"872"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,6,"otolith",1660,"1453"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,7,"otolith",1021,"896"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,8,"otolith",608,"498"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,9,"otolith",487,"409"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,10,"otolith",1122,"970"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,11,"otolith",1162,"975"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,12,"otolith",136,"127"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,2,"otolith",86,"74"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,3,"otolith",73,"65"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,4,"otolith",106,"93"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,5,"otolith",276,"259"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,6,"otolith",621,"558"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,7,"otolith",730,"640"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,8,"otolith",956,"877"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,9,"otolith",277,"263"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,10,"otolith",140,"116"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,4,"otolith",54,"53"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,5,"otolith",234,"219"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,6,"otolith",345,"299"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,7,"otolith",368,"324"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,8,"otolith",13,"7"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,9,"otolith",295,"272"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,10,"otolith",353,"321"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,5,"otolith",112,"108"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,6,"otolith",119,"111"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,7,"otolith",237,"225"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,8,"otolith",168,"160"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,9,"otolith",95,"88"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,10,"otolith",252,"237"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1996,6,"otolith",282,"263"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,5,"otolith",268,"253"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,6,"otolith",176,"164"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,5,"otolith",471,"455"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,6,"otolith",320,"275"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,7,"otolith",156,"146"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,8,"otolith",300,"266"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,9,"otolith",245,"222"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,10,"otolith",298,"279"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,5,"otolith",293,"280"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,6,"otolith",604,"570"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,7,"otolith",1214,"1126"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,8,"otolith",392,"341"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,9,"otolith",595,"549"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,10,"otolith",622,"584"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,11,"otolith",201,"193"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,4,"otolith",45,"41"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,5,"otolith",357,"348"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,6,"otolith",722,"672"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,7,"otolith",1192,"1120"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,8,"otolith",206,"190"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,9,"otolith",502,"461"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,10,"otolith",310,"283"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,11,"otolith",58,"55"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,4,"otolith",34,"31"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,5,"otolith",377,"357"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,6,"otolith",763,"726"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,7,"otolith",922,"841"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,8,"otolith",367,"336"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,9,"otolith",799,"744"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,10,"otolith",295,"281"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,11,"otolith",218,"194"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,4,"otolith",38,"38"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,5,"otolith",208,"197"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,6,"otolith",654,"359"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,7,"otolith",921,"463"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,8,"otolith",247,"131"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,9,"otolith",510,"225"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,10,"otolith",99,"50"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,11,"otolith",198,"174"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,6,"otolith",197,"192"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,7,"otolith",569,"553"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,8,"otolith",287,"280"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,9,"otolith",404,"393"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,10,"otolith",347,"340"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,11,"otolith",36,"10"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,5,"otolith",62,"59"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,6,"otolith",255,"237"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,7,"otolith",753,"703"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,8,"otolith",162,"158"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,9,"otolith",243,"232"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,10,"otolith",212,"202"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,11,"otolith",201,"184"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,5,"otolith",85,"79"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,6,"otolith",92,"83"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,7,"otolith",509,"473"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,8,"otolith",354,"321"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,9,"otolith",267,"252"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,10,"otolith",328,"313"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,11,"otolith",124,"104"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,5,"otolith",68,"64"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,6,"otolith",174,"151"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,7,"otolith",644,"583"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,8,"otolith",295,"268"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,9,"otolith",61,"57"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,10,"otolith",198,"179"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,5,"otolith",144,"133"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,6,"otolith",120,"113"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,7,"otolith",460,"443"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,8,"otolith",81,"77"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,9,"otolith",299,"273"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,10,"otolith",225,"213"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,11,"otolith",26,"24"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,5,"otolith",175,"169"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,6,"otolith",219,"207"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,9,"otolith",44,"41"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,5,"otolith",73,"72"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,6,"otolith",230,"222"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,7,"otolith",30,"29"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,5,"otolith",124,"118"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,6,"otolith",331,"310"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,7,"otolith",45,"42"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2012,5,"otolith",118,"116"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2012,6,"otolith",393,"382"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2012,7,"otolith",129,"127"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,4,"otolith",192,"183"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,5,"otolith",107,"101"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,6,"otolith",110,"103"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,8,"otolith",45,"44"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,5,"otolith",203,"191"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,6,"otolith",171,"159"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,7,"otolith",116,"113"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,9,"otolith",26,"23"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,10,"otolith",48,"43"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,5,"otolith",248,"227"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,6,"otolith",74,"70"
