"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","english.structure.type_type.de.structures.anglais","french.structure.type_type.de.structures.français","total.number_nombre.total","number.aged_nombre.agées"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,5,"otoliths","otolithes",248,227
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,6,"otoliths","otolithes",74,70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,8,"otoliths","otolithes",53,47
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,9,"otoliths","otolithes",27,26
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,5,"otoliths","otolithes",234,230
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,6,"otoliths","otolithes",57,54
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,7,"otoliths","otolithes",39,35
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,8,"otoliths","otolithes",110,108
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,5,"otoliths","otolithes",35,33
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,6,"otoliths","otolithes",162,156
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,8,"otoliths","otolithes",42,40
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2018,5,"otoliths","otolithes",84,78
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2018,6,"otoliths","otolithes",204,199
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2019,5,"otoliths","otolithes",77,76
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2019,6,"otoliths","otolithes",233,230
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2020,6,"otoliths","otolithes",31,31
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2021,6,"otoliths","otolithes",40,40
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2021,7,"otoliths","otolithes",69,69
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2022,6,"otoliths","otolithes",44,44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2022,7,"otoliths","otolithes",67,67
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2022,8,"otoliths","otolithes",44,44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2022,9,"otoliths","otolithes",23,23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2023,6,"otoliths","otolithes",73,0
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2023,8,"otoliths","otolithes",15,0
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,5,"otoliths","otolithes",2,2
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,6,"otoliths","otolithes",1,1
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,7,"otoliths","otolithes",55,51
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,8,"otoliths","otolithes",20,19
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,9,"otoliths","otolithes",2,2
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,10,"otoliths","otolithes",38,37
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,6,"otoliths","otolithes",28,21
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,7,"otoliths","otolithes",62,59
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,8,"otoliths","otolithes",86,78
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,9,"otoliths","otolithes",14,13
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,5,"otoliths","otolithes",14,11
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,6,"otoliths","otolithes",65,63
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,7,"otoliths","otolithes",60,59
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,8,"otoliths","otolithes",124,120
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,5,"otoliths","otolithes",19,18
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,6,"otoliths","otolithes",4,4
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,7,"otoliths","otolithes",57,55
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,8,"otoliths","otolithes",69,61
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,9,"otoliths","otolithes",13,11
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2018,5,"otoliths","otolithes",1,1
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2018,7,"otoliths","otolithes",39,39
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2018,9,"otoliths","otolithes",7,7
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2019,6,"otoliths","otolithes",24,24
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2019,7,"otoliths","otolithes",18,15
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2019,8,"otoliths","otolithes",30,28
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2021,7,"otoliths","otolithes",74,0
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2021,8,"otoliths","otolithes",1,0
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2022,7,"otoliths","otolithes",35,0
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2022,9,"otoliths","otolithes",4,0
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2022,10,"otoliths","otolithes",12,0
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1970,9,"otoliths","otolithes",1975,1787
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1971,9,"otoliths","otolithes",1782,1578
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1972,9,"otoliths","otolithes",1760,1583
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1973,9,"otoliths","otolithes",1768,1638
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1974,9,"otoliths","otolithes",1135,1085
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1975,9,"otoliths","otolithes",1245,1229
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1976,9,"otoliths","otolithes",1292,1255
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1977,9,"otoliths","otolithes",1567,1551
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1978,9,"otoliths","otolithes",1358,1332
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1978,10,"otoliths","otolithes",139,133
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1979,9,"otoliths","otolithes",1869,1850
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1979,10,"otoliths","otolithes",47,47
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1980,9,"otoliths","otolithes",2086,2067
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1981,9,"otoliths","otolithes",2309,2271
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1982,9,"otoliths","otolithes",1807,595
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1983,9,"otoliths","otolithes",2207,596
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1984,8,"otoliths","otolithes",415,110
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1984,9,"otoliths","otolithes",2336,422
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1985,9,"otoliths","otolithes",5431,584
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1986,9,"otoliths","otolithes",3166,624
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1987,8,"otoliths","otolithes",2,2
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1987,9,"otoliths","otolithes",3107,3076
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1988,9,"otoliths","otolithes",3142,1606
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1989,9,"otoliths","otolithes",3694,3606
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1990,9,"otoliths","otolithes",2900,2830
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1991,9,"otoliths","otolithes",3277,3229
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1992,8,"otoliths","otolithes",22,0
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1992,9,"otoliths","otolithes",2571,2386
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1993,9,"otoliths","otolithes",2968,2895
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1994,9,"otoliths","otolithes",3017,2921
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1995,9,"otoliths","otolithes",3432,3076
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1996,9,"otoliths","otolithes",3532,3457
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1997,9,"otoliths","otolithes",3615,3435
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1998,9,"otoliths","otolithes",2968,2820
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1999,9,"otoliths","otolithes",2604,2569
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2000,9,"otoliths","otolithes",2115,2077
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2001,9,"otoliths","otolithes",1754,1689
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2002,9,"otoliths","otolithes",1829,1784
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2003,9,"otoliths","otolithes",697,679
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2004,9,"otoliths","otolithes",1791,1503
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2005,9,"otoliths","otolithes",1518,1489
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2006,9,"otoliths","otolithes",1630,1483
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2007,9,"otoliths","otolithes",1498,1419
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2008,8,"otoliths","otolithes",147,146
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2008,9,"otoliths","otolithes",1424,1392
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2009,9,"otoliths","otolithes",977,940
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2010,9,"otoliths","otolithes",1169,1130
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2011,9,"otoliths","otolithes",820,773
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2011,10,"otoliths","otolithes",57,45
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2012,9,"otoliths","otolithes",1153,1107
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2013,9,"otoliths","otolithes",1210,1157
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2014,9,"otoliths","otolithes",1338,1292
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2015,9,"otoliths","otolithes",1425,1368
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2016,9,"otoliths","otolithes",943,898
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2017,9,"otoliths","otolithes",364,342
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2018,9,"otoliths","otolithes",700,665
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2018,10,"otoliths","otolithes",19,19
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2019,9,"otoliths","otolithes",503,471
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2019,10,"otoliths","otolithes",2,2
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2020,9,"otoliths","otolithes",600,576
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2020,10,"otoliths","otolithes",139,132
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2021,8,"otoliths","otolithes",162,162
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2021,9,"otoliths","otolithes",1465,238
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2022,9,"otoliths","otolithes",1237,399
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2023,9,"otoliths","otolithes",1055,0
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2023,10,"otoliths","otolithes",1,0
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2024,8,"otoliths","otolithes",203,0
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2024,9,"otoliths","otolithes",601,0
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2005,8,"otoliths","otolithes",1149,1105
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2006,8,"otoliths","otolithes",1038,973
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2007,8,"otoliths","otolithes",922,859
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2008,8,"otoliths","otolithes",986,936
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2009,8,"otoliths","otolithes",1731,1646
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2010,8,"otoliths","otolithes",710,667
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2011,8,"otoliths","otolithes",1155,1115
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2012,8,"otoliths","otolithes",968,940
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2013,8,"otoliths","otolithes",284,274
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2014,8,"otoliths","otolithes",1336,1289
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2015,8,"otoliths","otolithes",1223,1155
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2016,8,"otoliths","otolithes",675,655
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2017,8,"otoliths","otolithes",493,477
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2018,8,"otoliths","otolithes",477,455
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2019,8,"otoliths","otolithes",258,240
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1967,8,"otoliths","otolithes",112,112
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1967,9,"otoliths","otolithes",34,34
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1975,8,"otoliths","otolithes",50,50
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1976,7,"otoliths","otolithes",77,77
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1976,8,"otoliths","otolithes",95,95
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1977,7,"otoliths","otolithes",92,92
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1977,8,"otoliths","otolithes",20,20
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,6,"otoliths","otolithes",41,41
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,7,"otoliths","otolithes",38,38
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,8,"otoliths","otolithes",105,105
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,9,"otoliths","otolithes",27,27
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,10,"otoliths","otolithes",73,73
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1982,6,"otoliths","otolithes",140,140
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1982,7,"otoliths","otolithes",89,89
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1982,8,"otoliths","otolithes",228,228
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,6,"otoliths","otolithes",174,171
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,7,"otoliths","otolithes",82,76
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,8,"otoliths","otolithes",278,274
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,9,"otoliths","otolithes",45,42
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,10,"otoliths","otolithes",83,81
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,11,"otoliths","otolithes",191,188
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,6,"otoliths","otolithes",206,206
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,7,"otoliths","otolithes",429,429
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,8,"otoliths","otolithes",759,759
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,9,"otoliths","otolithes",55,55
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,10,"otoliths","otolithes",228,228
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,5,"otoliths","otolithes",83,74
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,6,"otoliths","otolithes",40,36
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,7,"otoliths","otolithes",292,263
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,8,"otoliths","otolithes",220,206
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,9,"otoliths","otolithes",136,125
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,10,"otoliths","otolithes",200,183
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,11,"otoliths","otolithes",172,167
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,5,"otoliths","otolithes",63,55
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,6,"otoliths","otolithes",145,128
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,7,"otoliths","otolithes",412,383
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,8,"otoliths","otolithes",264,237
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,9,"otoliths","otolithes",199,193
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,10,"otoliths","otolithes",243,234
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,5,"otoliths","otolithes",111,103
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,6,"otoliths","otolithes",211,191
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,7,"otoliths","otolithes",301,267
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,8,"otoliths","otolithes",101,92
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,9,"otoliths","otolithes",16,15
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,10,"otoliths","otolithes",276,248
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,11,"otoliths","otolithes",36,33
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,5,"otoliths","otolithes",21,20
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,6,"otoliths","otolithes",303,288
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,7,"otoliths","otolithes",143,138
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,8,"otoliths","otolithes",49,49
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,9,"otoliths","otolithes",33,32
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,10,"otoliths","otolithes",95,89
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,5,"otoliths","otolithes",147,137
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,6,"otoliths","otolithes",398,383
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,8,"otoliths","otolithes",310,297
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,9,"otoliths","otolithes",127,120
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,10,"otoliths","otolithes",175,165
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,5,"otoliths","otolithes",29,27
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,6,"otoliths","otolithes",174,157
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,7,"otoliths","otolithes",90,81
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,8,"otoliths","otolithes",242,227
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,9,"otoliths","otolithes",80,75
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,10,"otoliths","otolithes",114,105
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,11,"otoliths","otolithes",70,66
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,6,"otoliths","otolithes",276,254
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,7,"otoliths","otolithes",103,93
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,8,"otoliths","otolithes",26,25
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,9,"otoliths","otolithes",38,34
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,10,"otoliths","otolithes",93,87
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,11,"otoliths","otolithes",33,33
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,5,"otoliths","otolithes",10,9
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,6,"otoliths","otolithes",182,166
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,7,"otoliths","otolithes",539,516
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,8,"otoliths","otolithes",200,186
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,9,"otoliths","otolithes",230,217
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,10,"otoliths","otolithes",323,310
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,11,"otoliths","otolithes",41,39
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,5,"otoliths","otolithes",8,8
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,6,"otoliths","otolithes",105,100
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,7,"otoliths","otolithes",91,89
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,8,"otoliths","otolithes",222,218
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,9,"otoliths","otolithes",90,88
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,10,"otoliths","otolithes",214,205
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,5,"otoliths","otolithes",49,48
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,6,"otoliths","otolithes",98,96
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,7,"otoliths","otolithes",237,225
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,8,"otoliths","otolithes",66,64
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,9,"otoliths","otolithes",105,105
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,10,"otoliths","otolithes",192,191
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1995,6,"otoliths","otolithes",8,8
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1995,7,"otoliths","otolithes",32,32
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1995,10,"otoliths","otolithes",95,94
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1996,6,"otoliths","otolithes",72,71
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1996,8,"otoliths","otolithes",113,113
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1996,9,"otoliths","otolithes",5,5
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1997,5,"otoliths","otolithes",8,7
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1997,8,"otoliths","otolithes",145,138
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1997,9,"otoliths","otolithes",111,110
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,5,"otoliths","otolithes",39,39
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,6,"otoliths","otolithes",61,60
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,8,"otoliths","otolithes",53,53
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,10,"otoliths","otolithes",82,80
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,11,"otoliths","otolithes",48,47
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,6,"otoliths","otolithes",96,94
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,7,"otoliths","otolithes",116,113
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,8,"otoliths","otolithes",104,104
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,10,"otoliths","otolithes",32,32
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,5,"otoliths","otolithes",46,46
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,6,"otoliths","otolithes",21,20
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,7,"otoliths","otolithes",69,68
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,8,"otoliths","otolithes",17,17
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,9,"otoliths","otolithes",72,71
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2001,8,"otoliths","otolithes",64,63
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2001,9,"otoliths","otolithes",69,68
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2001,10,"otoliths","otolithes",30,30
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,5,"otoliths","otolithes",26,26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,6,"otoliths","otolithes",28,28
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,9,"otoliths","otolithes",43,43
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,10,"otoliths","otolithes",34,34
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2003,6,"otoliths","otolithes",39,39
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2003,7,"otoliths","otolithes",29,29
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2003,9,"otoliths","otolithes",79,78
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2004,6,"otoliths","otolithes",86,84
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2004,7,"otoliths","otolithes",92,92
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2004,9,"otoliths","otolithes",22,21
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2005,5,"otoliths","otolithes",31,30
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2005,6,"otoliths","otolithes",147,142
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2005,7,"otoliths","otolithes",42,42
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,5,"otoliths","otolithes",56,55
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,6,"otoliths","otolithes",26,26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,7,"otoliths","otolithes",31,31
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,9,"otoliths","otolithes",19,19
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,11,"otoliths","otolithes",19,18
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,5,"otoliths","otolithes",35,35
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,6,"otoliths","otolithes",139,137
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,7,"otoliths","otolithes",34,34
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,10,"otoliths","otolithes",25,25
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2008,5,"otoliths","otolithes",23,23
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2008,6,"otoliths","otolithes",46,45
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2008,9,"otoliths","otolithes",26,26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2009,6,"otoliths","otolithes",128,126
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2010,6,"otoliths","otolithes",72,72
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2011,5,"otoliths","otolithes",67,66
