fishing_area__zone_de_pêche,river_name__nom_de_la_rivière,site_code__numéro_du_site,latitude,longitude,year__année,month__mois,day__jour,site_type__type_de_site,water_cond__cond_eau,water_temp_c__temp_eau_c,seine_type__type_de_senne,electrofisher__électropêcheur,electrofisher_pulse_type__type_d'impulsion_du_électropêcheur,electrofisher_frequency__fréquence_du_électropêcheur,duty_cycle__facteur_d'utilisation,electrofisher_voltage__tension_du_électropêcheur,electrofisher_output_low__sortie_faible_du_électropêcheur,electrofisher_output_high__sortie_élevé_du_électropêcheur,bank_length_left__longueur_de_la_banque_à_gauche,bank_length_right__longueur_de_la_banque_à_droite,width_lower__largeur_inférieure,width_middle__largeur_moyenne,width_upper__largeur_supérieure,max_overhanging_veg_left__max_vég_en_surplomb_à_gauche,max_overhanging_veg_right__max_vég_en_surplomb_à_droite,overhanging_veg_left__vég_en_surplomb_à_gauche,overhanging_veg_right__vég_en_surplomb_à_droite,depth_1_lower__profondeur_1_inférieure,depth_2_lower__profondeur_2_inférieure,depth_3_lower__profondeur_3_inférieure,depth_1_middle__profondeur_1_moyenne,depth_2_middle__profondeur_2_moyenne,depth_3_middle__profondeur_3_moyenne,depth_1_upper__profondeur_1_supérieur,depth_2_upper__profondeur_2_supérieur,depth_3_upper__profondeur_3_supérieur,max_depth__profondeur_max,percent_fine__pourcentage_fin,percent_sand__pourcentage_sable,percent_gravel__pourcentage_gravier,percent_pebble__pourcentage_caillou,percent_cobble__pourcentage_pierre,percent_rocks__pourcentage_roches,percent_boulder__pourcentage_rocher,percent_bedrock__pourcentage_substratum,percent_riffle__pourcentage_radier,percent_run__pourcentage_courant,percent_flat__pourcentage_plat,percent_pool__pourcentage_bassin,age_thresh_0_1__seuil d'âge_0_1,age_thresh_1_2__seuil d'âge_1_2,age_thresh_2_3__seuil d'âge_2_3,sample_id__numéro_d_identification_de_l_échantillon
SFA16B__ZPS16B,Buctouche,B07,46.37,-64.88,2008,10,17,Open,68.5,10.4,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,350.0,,,7.4,7.1,19.8,21.0,21.0,0.0,0.5,0.0,100.0,,,,,,,,,,,0.0,10.0,10.0,20.0,35.0,10.0,5.0,10.0,40,40,20,0,,,,58715
SFA16B__ZPS16B,South branch Buctouche river,B03,46.32,-64.9,2008,10,20,Open,41.1,2.3,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,450.0,,,10.0,12.0,7.9,8.0,13.5,0.5,1.0,50.0,50.0,15.0,29.0,32.0,9.0,19.0,23.0,14.0,21.0,8.0,35.0,0.0,5.0,10.0,15.0,50.0,15.0,5.0,0.0,70,15,15,0,,,,58707
SFA16B__ZPS16B,Cocagne river,C01,46.269,-64.796,2008,10,20,Open,34.4,4.7,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,400.0,,,10.0,8.4,13.2,13.3,14.5,0.5,0.5,50.0,50.0,14.0,24.0,24.0,25.0,9.0,18.0,21.0,6.0,13.0,25.0,0.0,10.0,10.0,10.0,40.0,20.0,10.0,0.0,90,10,0,0,,,,58709
SFA16B__ZPS16B,Cocagne river,C02,46.239,-64.887,2008,10,20,Open,25.1,3.7,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,,,,14.8,17.2,7.2,7.0,5.5,0.5,0.5,60.0,20.0,16.0,25.0,16.0,32.0,12.0,20.0,27.0,18.0,24.0,32.0,0.0,5.0,10.0,10.0,20.0,40.0,15.0,0.0,80,20,0,0,,,,58710
SFA16B__ZPS16B,Northwest branch Cocagne river,C03,46.312,-64.798,2008,10,21,Open,60.5,4.5,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,350.0,,,24.0,22.0,7.5,4.3,3.9,0.5,0.0,50.0,0.0,15.0,13.0,11.0,21.0,6.0,7.0,10.0,9.0,10.0,25.0,0.0,20.0,15.0,25.0,35.0,5.0,0.0,0.0,50,0,50,0,,,,58711
SFA16B__ZPS16B,Buctouche,B06,46.35,-64.98,2009,1,1,Open,61.7,9.8,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,325.0,,,8.7,8.7,10.2,9.6,8.8,0.5,0.5,20.0,50.0,13.0,10.0,10.0,15.0,25.0,10.0,18.0,20.0,12.0,25.0,0.0,5.0,10.0,25.0,50.0,10.0,0.0,0.0,60,40,0,0,,,,58721
SFA16B__ZPS16B,Kouchibouguacis,KS01,45.67,-65.14,2009,1,1,Open,37.7,12.5,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,400.0,,,10.6,15.3,12.2,10.8,9.4,0.5,0.25,30.0,20.0,24.0,15.0,13.0,22.0,14.0,13.0,30.0,12.0,22.0,48.0,0.0,15.0,10.0,15.0,40.0,15.0,5.0,0.0,75,20,5,0,,,,58730
SFA16B__ZPS16B,Kouchibouguacis,KS03,46.65,-65.25,2009,1,1,Open,35.4,13.5,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,400.0,,,11.6,9.6,15.6,12.1,12.5,0.25,0.25,20.0,10.0,26.0,31.0,31.0,27.0,22.0,25.0,37.0,12.0,18.0,45.0,0.0,15.0,20.0,20.0,20.0,10.0,5.0,10.0,55,35,10,0,,,,58733
SFA16B__ZPS16B,Richibucto,R01,46.51,-65.16,2009,1,1,Open,31.3,6.5,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,375.0,,,13.8,14.4,14.0,16.5,18.0,0.0,0.5,0.0,100.0,25.0,21.0,13.0,16.0,15.0,20.0,31.0,13.0,36.0,50.0,0.0,0.0,5.0,15.0,60.0,20.0,0.0,0.0,75,25,0,0,,,,58734
SFA16B__ZPS16B,Kouchibouguacis,KS02,46.6,-65.34,2009,9,29,Open,36.1,15.2,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,425.0,,,8.0,8.0,12.1,,13.5,0.0,0.5,0.0,50.0,24.0,8.0,13.0,,,,8.0,12.0,38.0,40.0,0.0,5.0,15.0,20.0,60.0,0.0,0.0,0.0,60,40,0,0,,,,58729
SFA16B__ZPS16B,Richibucto,R02,46.49,-65.26,2009,9,29,Open,28.6,9.0,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,400.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,58735
SFA16B__ZPS16B,Coal Branch river,CB05,46.359,-65.147,2009,9,30,Open,36.3,7.9,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,375.0,,,14.5,14.2,4.6,4.6,5.5,1.5,1.0,60.0,80.0,29.0,22.0,18.0,18.0,19.0,18.0,20.0,11.0,8.0,29.0,0.0,10.0,10.0,20.0,55.0,5.0,0.0,0.0,90,10,0,0,,,,58727
SFA16B__ZPS16B,South branch Buctouche river,B03,46.32,-64.9,2009,10,2,Open,41.1,2.3,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,450.0,,,10.0,12.0,7.9,8.0,13.5,0.5,1.0,50.0,50.0,15.0,29.0,32.0,9.0,19.0,23.0,14.0,21.0,8.0,35.0,0.0,5.0,10.0,15.0,50.0,15.0,5.0,0.0,70,15,15,0,,,,58719
SFA16B__ZPS16B,Coal Branch river,CB02,46.443,-65.064,2009,10,2,Open,95.9,8.9,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,300.0,,,12.6,11.3,12.7,15.5,13.0,0.5,0.0,30.0,0.0,20.0,28.0,22.0,32.0,21.0,15.0,16.0,17.0,28.0,32.0,0.0,10.0,5.0,15.0,50.0,15.0,5.0,0.0,40,60,0,0,,,,58725
SFA16B__ZPS16B,Coal Branch river,CB03,46.416,-65.073,2009,10,2,Open,58.4,7.8,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,350.0,,,8.5,9.6,11.6,12.0,10.7,,,,,17.0,29.0,28.0,17.0,10.0,20.0,17.0,19.0,18.0,35.0,5.0,0.0,5.0,10.0,40.0,20.0,10.0,0.0,60,40,0,0,,,,58726
SFA16B__ZPS16B,Buctouche,B04,46.32,-65.01,2009,10,15,Open,36.4,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,,,,,,14.0,12.8,13.7,,13.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,60,40,0,0,,,,58716
SFA16B__ZPS16B,Buctouche,B01,46.36,-64.9,2009,10,15,Open,72.9,9.4,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,300.0,,,7.7,8.0,13.8,12.6,13.5,0.5,0.0,80.0,0.0,15.0,20.0,12.0,19.0,17.0,13.0,20.0,8.0,11.0,20.0,0.0,5.0,10.0,15.0,60.0,5.0,5.0,0.0,70,0,30,0,,,,58717
SFA16B__ZPS16B,Buctouche,B02,46.37,-64.94,2009,10,15,Open,45.1,9.0,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,300.0,,,10.9,11.0,9.7,8.0,7.8,0.0,0.5,0.0,25.0,30.0,29.0,23.0,20.0,19.0,21.0,17.0,27.0,17.0,29.0,0.0,5.0,5.0,20.0,30.0,30.0,10.0,0.0,70,30,0,0,,,,58718
SFA16B__ZPS16B,Buctouche,B07,46.37,-64.88,2009,10,15,Open,68.5,10.4,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,350.0,,,7.4,7.1,19.8,21.0,21.0,0.0,0.5,0.0,100.0,,,,,,,,,,,0.0,10.0,10.0,20.0,35.0,10.0,5.0,10.0,40,40,20,0,,,,58720
SFA16B__ZPS16B,South branch Buctouche river,B08,46.357,-64.898,2009,10,15,Open,53.4,9.4,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,350.0,,,8.4,8.4,9.2,8.9,8.9,0.5,0.5,80.0,40.0,15.0,5.0,11.0,32.0,10.0,9.0,11.0,19.0,12.0,32.0,0.0,5.0,5.0,20.0,50.0,20.0,0.0,0.0,80,20,0,0,,,,58736
SFA16B__ZPS16B,Cocagne river,C01,46.269,-64.796,2009,10,16,Open,34.4,4.7,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,400.0,,,10.0,8.4,13.2,13.3,14.5,0.5,0.5,50.0,50.0,14.0,24.0,24.0,25.0,9.0,18.0,21.0,6.0,13.0,25.0,0.0,10.0,10.0,10.0,40.0,20.0,10.0,0.0,90,10,0,0,,,,58722
SFA16B__ZPS16B,Cocagne river,C02,46.239,-64.887,2009,10,16,Open,25.1,3.7,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,,,,14.8,17.2,7.2,7.0,5.5,0.5,0.5,60.0,20.0,16.0,25.0,16.0,32.0,12.0,20.0,27.0,18.0,24.0,32.0,0.0,5.0,10.0,10.0,20.0,40.0,15.0,0.0,80,20,0,0,,,,58723
SFA16B__ZPS16B,Northwest branch Cocagne river,C03,46.312,-64.798,2009,10,16,Open,60.5,4.5,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,,,,24.0,22.0,7.5,4.3,3.9,0.5,0.0,50.0,0.0,15.0,13.0,11.0,21.0,6.0,7.0,10.0,9.0,10.0,25.0,0.0,20.0,15.0,25.0,35.0,5.0,0.0,0.0,50,0,50,0,,,,58724
SFA16B__ZPS16B,Kouchibouguac,K01,46.74,-65.2,2009,11,5,Open,60.6,12.3,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,300.0,,,12.3,,,,,0.5,0.0,10.0,0.0,32.0,7.0,8.0,,,,26.0,9.0,10.0,32.0,0.0,20.0,20.0,10.0,50.0,0.0,0.0,0.0,50,50,0,0,,,,58728
SFA16B__ZPS16B,Kouchibouguac,K03,46.79,-65.11,2009,11,5,Open,60.1,13.0,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,350.0,,,5.5,4.0,23.1,,22.8,0.0,0.0,0.0,0.0,68.0,14.0,32.0,,,,36.0,25.0,30.0,75.0,0.0,10.0,25.0,25.0,25.0,10.0,5.0,0.0,70,30,0,0,,,,58731
SFA16B__ZPS16B,Kouchibouguac,K02,46.696647,-65.314842,2009,11,5,Open,54.1,14.2,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,36,375.0,,,4.5,5.0,14.5,,15.0,0.0,0.5,0.0,50.0,14.0,10.0,17.0,,,,13.0,5.0,15.0,26.0,0.0,10.0,15.0,25.0,45.0,5.0,0.0,0.0,80,20,0,0,,,,58732
SFA16B__ZPS16B,Kouchibouguac,K01,46.74,-65.2,2010,8,25,Open,97.8,18.6,1 man seine (1m wide X 1m high),,,60.0,36,350.0,,,9.5,8.6,7.8,,7.0,0.0,3.0,0.0,50.0,15.0,18.0,16.0,12.0,15.0,22.0,15.0,26.0,31.0,30.0,0.0,15.0,20.0,25.0,35.0,5.0,0.0,0.0,75,25,0,0,,,,58738
SFA16B__ZPS16B,Kouchibouguac,K03,46.79,-65.11,2010,8,25,Open,92.2,14.3,1 man seine (1m wide X 1m high),,,60.0,36,350.0,,,7.9,6.6,17.0,,16.6,0.5,0.5,50.0,50.0,20.0,26.0,16.0,25.0,17.0,15.0,10.0,15.0,23.0,35.0,0.0,25.0,25.0,20.0,20.0,10.0,0.0,0.0,80,0,20,0,,,,58748
SFA16B__ZPS16B,Richibucto,R02,46.49,-65.26,2010,8,30,Open,84.8,18.9,1 man seine (1m wide X 1m high),,,60.0,36,300.0,,,16.0,11.6,8.8,,7.6,0.0,0.5,0.0,50.0,12.0,15.0,12.0,16.0,18.0,14.0,12.0,12.0,10.0,25.0,5.0,10.0,10.0,20.0,50.0,5.0,0.0,0.0,90,10,0,0,,,,58751
SFA16B__ZPS16B,Kouchibouguacis,KS02,46.6,-65.34,2010,9,13,Open,33.5,12.8,1 man seine (1m wide X 1m high),,,60.0,36,350.0,,,12.3,13.5,13.0,,12.9,0.0,0.5,0.0,50.0,10.0,24.0,20.0,21.0,18.0,22.0,22.0,4.0,16.0,30.0,5.0,5.0,15.0,20.0,25.0,0.0,0.0,0.0,60,40,0,0,,,,58737
SFA16B__ZPS16B,Kouchibouguac,K02,46.696647,-65.314842,2010,9,13,Open,44.4,14.5,1 man seine (1m wide X 1m high),,,60.0,36,350.0,,,6.9,7.8,14.6,,16.0,0.3,1.0,40.0,100.0,15.0,10.0,16.0,10.0,12.0,7.0,13.0,14.0,15.0,20.0,0.0,15.0,15.0,15.0,35.0,10.0,10.0,0.0,90,10,0,0,,,,58746
SFA16B__ZPS16B,Kouchibouguacis,KS03,46.65,-65.25,2010,9,13,Open,43.0,15.6,1 man seine (1m wide X 1m high),,,60.0,36,350.0,,,11.6,10.4,10.9,,10.1,0.5,0.0,50.0,0.0,24.0,30.0,28.0,18.0,23.0,18.0,15.0,20.0,26.0,35.0,0.0,15.0,20.0,20.0,20.0,10.0,5.0,10.0,50,50,0,0,,,,58749
SFA16B__ZPS16B,Kouchibouguacis,KS01,45.67,-65.14,2010,9,14,Open,48.2,13.8,1 man seine (1m wide X 1m high),,,60.0,36,375.0,,,13.2,9.5,11.3,,9.5,0.2,0.5,50.0,80.0,11.0,13.0,29.0,13.0,16.0,15.0,17.0,21.0,12.0,30.0,5.0,5.0,10.0,25.0,50.0,5.0,0.0,0.0,100,0,0,0,,,,58747
SFA16B__ZPS16B,Richibucto,R01,46.51,-65.16,2010,9,14,Open,79.7,16.9,1 man seine (1m wide X 1m high),,,60.0,36,300.0,,,7.0,7.3,11.0,,12.8,0.0,0.0,0.0,0.0,25.0,21.0,13.0,16.0,15.0,20.0,31.0,13.0,36.0,35.0,0.0,30.0,5.0,5.0,30.0,30.0,0.0,0.0,90,10,0,0,,,,58750
SFA16B__ZPS16B,Coal Branch river,CB03,46.416,-65.073,2010,9,16,Open,60.6,15.2,1 man seine (1m wide X 1m high),,,60.0,36,300.0,,,11.5,12.0,10.3,,10.5,0.2,0.2,100.0,50.0,20.0,37.0,31.0,41.0,33.0,28.0,21.0,31.0,20.0,45.0,0,0,0,0,0,0,0,0,50,50,0,0,,,,58739
SFA16B__ZPS16B,Coal Branch river,CB05,46.359,-65.147,2010,9,16,Open,29.6,12.4,1 man seine (1m wide X 1m high),,,60.0,36,300.0,,,13.0,13.0,5.8,,,1.5,2.0,100.0,100.0,33.0,29.0,25.0,22.0,36.0,38.0,27.0,28.0,25.0,40.0,0,0,0,0,0,0,0,0,80,20,0,0,,,,58740
SFA16B__ZPS16B,South branch Buctouche river,B03,46.32,-64.9,2010,9,30,Open,,,1 man seine (1m wide X 1m high),,,60.0,36,275.0,,,7.8,15.1,7.5,,8.9,0.5,0.2,50.0,75.0,17.0,31.0,34.0,12.0,18.0,10.5,17.5,20.5,10.0,34.0,0.0,5.0,10.0,35.0,35.0,10.0,5.0,0.0,80,5,10,5,,,,58742
SFA16B__ZPS16B,Buctouche,B02,46.37,-64.94,2010,9,30,Open,57.0,16.5,1 man seine (1m wide X 1m high),,,60.0,36,275.0,,,9.9,9.0,8.7,,9.8,0.2,0.2,100.0,50.0,18.0,28.0,29.0,19.0,28.0,27.0,14.0,36.0,46.0,46.0,0.0,5.0,15.0,15.0,35.0,25.0,5.0,0.0,60,40,0,0,,,,58743
SFA16B__ZPS16B,Buctouche,B07,46.37,-64.88,2010,9,30,Open,60.6,16.4,1 man seine (1m wide X 1m high),,,60.0,36,275.0,,,9.0,10.0,11.2,,9.5,0.0,0.5,0.0,100.0,15.0,32.0,20.0,20.0,22.0,20.0,22.0,17.0,20.0,30.0,0.0,0.0,10.0,15.0,70.0,5.0,0.0,0.0,90,10,0,0,,,,58745
SFA16B__ZPS16B,Cocagne river,C01,46.269,-64.796,2010,10,1,Open,56.0,20.0,1 man seine (1m wide X 1m high),,,60.0,36,,,,31.0,29.5,13.2,,9.8,0.2,0.2,50.0,75.0,18.0,21.0,21.0,13.0,19.0,26.0,19.0,20.0,10.0,25.0,0.0,0.0,10.0,30.0,35.0,15.0,10.0,0.0,90,10,0,0,,,,58741
SFA16B__ZPS16B,Cocagne river,C02,46.239,-64.887,2010,10,20,Open,22.2,6.4,1 man seine (1m wide X 1m high),,,60.0,36,400.0,,,22.0,24.0,5.0,,7.5,,,,,35.0,26.0,29.0,27.0,31.0,40.0,16.0,30.0,29.0,50.0,0.0,0.0,5.0,20.0,25.0,25.0,25.0,0.0,100,0,0,0,,,,58744
SFA16B__ZPS16B,Kouchibouguacis,KS01,45.67,-65.14,2011,9,27,Open,,,1 man seine (1m wide X 1m high),,,,,,,,23.7,19.5,9.0,8.5,8.4,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,,,,58763
SFA16B__ZPS16B,Kouchibouguacis,KS02,46.6,-65.34,2011,9,27,Open,,,1 man seine (1m wide X 1m high),,,,,,,,18.8,17.2,7.2,6.8,6.1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,50,50,0,0,,,,58764
SFA16B__ZPS16B,Kouchibouguacis,KS03,46.65,-65.25,2011,9,27,Open,,,1 man seine (1m wide X 1m high),,,,,,,,22.5,22.0,7.2,7.4,7.8,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,90,10,0,0,,,,58765
SFA16B__ZPS16B,Kouchibouguac,K01,46.74,-65.2,2011,9,28,Open,,,1 man seine (1m wide X 1m high),,,,,,,,19.6,20.2,7.5,7.5,7.3,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,50,50,0,0,,,,58760
SFA16B__ZPS16B,Kouchibouguac,K02,46.696647,-65.314842,2011,9,28,Open,,,1 man seine (1m wide X 1m high),,,,,,,,9.7,10.0,14.0,15.1,17.8,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,,,,58761
SFA16B__ZPS16B,Kouchibouguac,K03,46.79,-65.11,2011,9,28,Open,,,1 man seine (1m wide X 1m high),,,,,,,,10.4,12.2,15.2,16.0,16.3,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,50,50,0,0,,,,58762
SFA16B__ZPS16B,Buctouche,B07,46.37,-64.88,2011,9,29,Open,,,1 man seine (1m wide X 1m high),,,,,,,,19.0,18.0,8.0,8.0,7.3,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,80,0,20,0,,,,58752
SFA16B__ZPS16B,South branch Buctouche river,B03,46.32,-64.9,2011,9,29,Open,,,1 man seine (1m wide X 1m high),,,,,,,,9.7,9.7,10.0,10.0,10.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,,,,58754
SFA16B__ZPS16B,Richibucto,R01,46.51,-65.16,2011,10,7,Open,,,1 man seine (1m wide X 1m high),,,,,,,,14.6,10.6,14.0,13.4,15.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,75,25,0,0,,,,58766
SFA16B__ZPS16B,Richibucto,R02,46.49,-65.26,2011,10,7,Open,,,1 man seine (1m wide X 1m high),,,,,,,,16.5,14.3,9.7,9.0,8.6,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,80,20,0,0,,,,58767
SFA16B__ZPS16B,Buctouche,B02,46.37,-64.94,2011,10,12,Open,,,1 man seine (1m wide X 1m high),,,,,,,,11.9,15.8,9.0,8.5,10.5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,70,30,0,0,,,,58753
SFA16B__ZPS16B,Cocagne river,C01,46.269,-64.796,2011,10,12,Open,,,1 man seine (1m wide X 1m high),,,,,,,,12.4,12.8,12.4,12.0,10.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,90,10,0,0,,,,58755
SFA16B__ZPS16B,Cocagne river,C02,46.239,-64.887,2011,10,12,Open,,,1 man seine (1m wide X 1m high),,,,,,,,22.0,23.5,5.0,4.7,6.6,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,60,40,0,0,,,,58756
SFA16B__ZPS16B,Coal Branch river,CB02,46.443,-65.064,2011,10,13,Open,,,1 man seine (1m wide X 1m high),,,,,,,,16.5,17.3,12.5,11.0,11.3,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,70,30,0,0,,,,58757
SFA16B__ZPS16B,Coal Branch river,CB03,46.416,-65.073,2011,10,13,Open,,,1 man seine (1m wide X 1m high),,,,,,,,17.8,16.8,11.5,11.5,9.5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,60,40,0,0,,,,58758
SFA16B__ZPS16B,Coal Branch river,CB05,46.359,-65.147,2011,10,13,Open,,,1 man seine (1m wide X 1m high),,,,,,,,27.5,27.5,4.8,5.4,5.4,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,90,10,0,0,,,,58759
SFA16B__ZPS16B,Kouchibouguac,K05,46.68,-65.38,2012,9,11,Open,50.9,13.8,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,,275.0,,,17.4,17.4,5.7,5.3,3.3,1.0,4.0,20.0,100.0,9.0,28.0,64.0,7.0,17.0,17.0,5.0,18.0,6.0,64.0,0.0,0.0,10.0,20.0,50.0,20.0,0.0,0.0,70,20,8,2,,,,58773
SFA16B__ZPS16B,Kouchibouguac,K02,46.696647,-65.314842,2012,9,11,Open,71.5,15.2,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,,,225.0,,,5.0,5.8,14.5,,16.5,1.0,1.0,60.0,60.0,13.0,9.0,7.0,,,,9.0,15.0,15.0,20.0,0.0,0.0,20.0,30.0,30.0,20.0,0.0,0.0,70,0,30,0,,,,58775
SFA16B__ZPS16B,Kouchibouguac,K01,46.74,-65.2,2012,9,11,Open,83.3,18.0,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,,200.0,,,5.5,5.5,16.5,,18.0,5.0,0.0,100.0,0.0,30.0,10.0,16.0,,,,17.0,5.0,14.0,30.0,10.0,20.0,20.0,30.0,15.0,5.0,0.0,0.0,50,25,25,0,,,,58779
SFA16B__ZPS16B,Richibucto,R02,46.49,-65.26,2012,9,12,Open,72.4,17.0,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,,300.0,,,14.7,14.7,6.0,5.7,7.8,0.0,1.0,0.0,40.0,10.0,25.0,14.0,15.0,26.0,22.0,13.0,22.0,25.0,35.0,0.0,0.0,5.0,10.0,40.0,20.0,5.0,0.0,60,30,10,0,,,,58768
SFA16B__ZPS16B,Kouchibouguac,K16,46.7753,-65.126417,2012,9,12,Open,94.1,11.9,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,,175.0,,,9.5,10.6,6.0,,8.6,3.0,5.0,60.0,30.0,19.0,38.0,16.0,,,,9.0,5.0,9.0,40.0,0.0,5.0,20.0,30.0,30.0,15.0,0.0,0.0,80,5,15,0,,,,58772
SFA16B__ZPS16B,Kouchibouguac,K03,46.79,-65.11,2012,9,12,Open,89.8,13.0,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,,175.0,,,6.0,7.3,15.8,,18.0,0.0,0.0,0.0,0.0,26.0,18.0,18.0,,,,16.0,21.0,19.0,21.0,0.0,10.0,20.0,30.0,30.0,10.0,0.0,0.0,90,5,5,0,,,,58774
SFA16B__ZPS16B,Richibucto,R01,46.51,-65.16,2012,9,13,Open,90.2,14.0,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,,250.0,,,10.0,9.0,15.4,,14.3,0.0,0.0,0.0,0.0,22.0,25.0,6.0,,,,19.0,21.0,12.0,46.0,0.0,0.0,15.0,20.0,30.0,25.0,10.0,0.0,80,10,10,0,,,,58769
SFA16B__ZPS16B,Coal Branch river,CB02,46.443,-65.064,2012,9,13,Open,137.2,15.1,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,,175.0,,,8.0,7.8,17.5,,15.0,1.0,1.0,30.0,30.0,20.0,12.0,16.0,,,,20.0,30.0,8.0,30.0,0.0,10.0,20.0,20.0,30.0,18.0,2.0,0.0,40,10,50,0,,,,58776
SFA16B__ZPS16B,Coal Branch river,CB03,46.416,-65.073,2012,9,13,Open,99.2,18.0,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,,175.0,,,11.0,13.0,10.6,10.1,11.0,0.0,1.0,0.0,100.0,10.0,15.0,11.0,19.0,27.0,18.0,8.0,29.0,36.0,40.0,0.0,8.0,15.0,30.0,30.0,15.0,2.0,0.0,40,20,40,0,,,,58777
SFA16B__ZPS16B,Coal Branch river,CB05,46.359,-65.147,2012,9,14,Open,54.5,14.9,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: F00212] (LR24-MarA),,60.0,,275.0,,,11.0,10.5,8.0,7.5,9.0,0.5,2.0,100.0,100.0,13.0,15.0,25.0,10.0,,10.0,2.0,,10.0,25.0,0.0,10.0,20.0,30.0,35.0,5.0,0.0,0.0,65,5,30,0,,,,58778
